msg_count_gwgw,9696,,,
380,2024-01-01 00:15:00,13-1,372,3p_household
160,2024-01-01 00:15:00,13-4,156,1p_household
150,2024-01-01 00:15:00,13-0,150,1p_household
150,2024-01-01 00:15:00,13-3,145,1p_household
150,2024-01-01 00:15:00,13-6,153,1p_household
240,2024-01-01 00:15:00,13-2,241,2p_household
240,2024-01-01 00:15:00,13-7,238,2p_household
240,2024-01-01 00:15:00,13-8,238,2p_household
360,2024-01-01 00:15:00,1-0,350,4p_household
150,2024-01-01 00:15:00,1-7,145,1p_household
380,2024-01-01 00:15:00,1-6,375,3p_household
340,2024-01-01 00:15:00,2-7,348,3p_household
150,2024-01-01 00:15:00,2-4,151,1p_household
150,2024-01-01 00:15:00,2-6,150,1p_household
260,2024-01-01 00:15:00,5-4,253,2p_household
360,2024-01-01 00:15:00,5-1,363,4p_household
240,2024-01-01 00:15:00,5-2,249,2p_household
150,2024-01-01 00:15:00,5-3,150,1p_household
140,2024-01-01 00:15:00,5-5,144,1p_household
140,2024-01-01 00:15:00,5-6,142,1p_household
160,2024-01-01 00:15:00,10-3,156,1p_household
150,2024-01-01 00:15:00,10-5,147,1p_household
360,2024-01-01 00:15:00,10-8,359,3p_household
260,2024-01-01 00:15:00,10-9,251,2p_household
150,2024-01-01 00:15:00,13-5,147,1p_household
150,2024-01-01 00:15:00,13-9,151,1p_household
260,2024-01-01 00:15:00,1-2,253,2p_household
140,2024-01-01 00:15:00,1-1,142,1p_household
140,2024-01-01 00:15:00,1-5,144,1p_household
150,2024-01-01 00:15:00,1-3,153,1p_household
150,2024-01-01 00:15:00,1-4,148,1p_household
260,2024-01-01 00:15:00,2-1,257,2p_household
260,2024-01-01 00:15:00,2-5,250,2p_household
340,2024-01-01 00:15:00,2-0,348,3p_household
150,2024-01-01 00:15:00,2-2,152,1p_household
150,2024-01-01 00:15:00,2-8,149,1p_household
140,2024-01-01 00:15:00,2-3,142,1p_household
260,2024-01-01 00:15:00,5-0,251,2p_household
340,2024-01-01 00:30:00,13-1,334,3p_household
130,2024-01-01 00:30:00,10-6,133,1p_household
130,2024-01-01 00:30:00,13-0,128,1p_household
130,2024-01-01 00:30:00,13-3,130,1p_household
130,2024-01-01 00:30:00,13-4,130,1p_household
130,2024-01-01 00:30:00,13-5,129,1p_household
130,2024-01-01 00:30:00,13-6,127,1p_household
130,2024-01-01 00:30:00,13-9,127,1p_household
220,2024-01-01 00:30:00,13-2,211,2p_household
220,2024-01-01 00:30:00,13-7,226,2p_household
220,2024-01-01 00:30:00,13-8,227,2p_household
140,2024-01-01 00:30:00,1-3,138,1p_household
140,2024-01-01 00:30:00,1-7,139,1p_household
340,2024-01-01 00:30:00,1-0,336,4p_household
130,2024-01-01 00:30:00,1-1,130,1p_household
130,2024-01-01 00:30:00,1-4,132,1p_household
130,2024-01-01 00:30:00,1-5,129,1p_household
220,2024-01-01 00:30:00,1-2,216,2p_household
300,2024-01-01 00:30:00,1-6,309,3p_household
340,2024-01-01 00:30:00,2-7,331,3p_household
140,2024-01-01 00:30:00,2-2,139,1p_household
140,2024-01-01 00:30:00,2-6,135,1p_household
140,2024-01-01 00:30:00,2-8,138,1p_household
300,2024-01-01 00:30:00,2-0,308,3p_household
220,2024-01-01 00:30:00,2-1,226,2p_household
220,2024-01-01 00:30:00,2-5,229,2p_household
130,2024-01-01 00:30:00,2-3,133,1p_household
130,2024-01-01 00:30:00,2-4,128,1p_household
240,2024-01-01 00:30:00,5-2,231,2p_household
140,2024-01-01 00:30:00,5-3,136,1p_household
220,2024-01-01 00:30:00,5-0,229,2p_household
220,2024-01-01 00:30:00,5-4,222,2p_household
320,2024-01-01 00:30:00,5-1,317,4p_household
130,2024-01-01 00:30:00,5-5,134,1p_household
130,2024-01-01 00:30:00,5-6,132,1p_household
140,2024-01-01 00:30:00,10-0,138,1p_household
140,2024-01-01 00:30:00,10-3,136,1p_household
140,2024-01-01 00:30:00,10-4,138,1p_household
140,2024-01-01 00:30:00,10-5,139,1p_household
320,2024-01-01 00:30:00,10-1,315,4p_household
320,2024-01-01 00:30:00,10-8,327,3p_household
130,2024-01-01 00:30:00,10-2,134,1p_household
130,2024-01-01 00:30:00,10-7,133,1p_household
220,2024-01-01 00:30:00,10-9,218,2p_household
130,2024-01-01 00:45:00,1-7,126,1p_household
300,2024-01-01 00:45:00,1-6,299,3p_household
280,2024-01-01 00:45:00,1-0,279,4p_household
120,2024-01-01 00:45:00,1-1,124,1p_household
120,2024-01-01 00:45:00,1-3,115,1p_household
120,2024-01-01 00:45:00,1-4,116,1p_household
200,2024-01-01 00:45:00,1-2,206,2p_household
280,2024-01-01 00:45:00,2-0,282,3p_household
130,2024-01-01 00:45:00,2-4,125,1p_household
130,2024-01-01 00:45:00,2-8,126,1p_household
120,2024-01-01 00:45:00,2-2,122,1p_household
120,2024-01-01 00:45:00,2-3,115,1p_household
120,2024-01-01 00:45:00,2-6,124,1p_household
190,2024-01-01 00:45:00,2-5,193,2p_household
200,2024-01-01 00:45:00,5-0,202,2p_household
200,2024-01-01 00:45:00,5-2,208,2p_household
200,2024-01-01 00:45:00,5-4,195,2p_household
280,2024-01-01 00:45:00,5-1,278,4p_household
120,2024-01-01 00:45:00,5-3,123,1p_household
120,2024-01-01 00:45:00,5-5,123,1p_household
120,2024-01-01 00:45:00,5-6,124,1p_household
280,2024-01-01 00:45:00,10-1,279,4p_household
120,2024-01-01 00:45:00,10-0,116,1p_household
120,2024-01-01 00:45:00,10-2,121,1p_household
120,2024-01-01 00:45:00,10-3,117,1p_household
120,2024-01-01 00:45:00,10-4,124,1p_household
120,2024-01-01 00:45:00,10-5,124,1p_household
120,2024-01-01 00:45:00,10-6,122,1p_household
120,2024-01-01 00:45:00,10-7,115,1p_household
300,2024-01-01 00:45:00,10-8,300,3p_household
200,2024-01-01 00:45:00,10-9,208,2p_household
130,2024-01-01 00:45:00,13-3,125,1p_household
130,2024-01-01 00:45:00,13-9,126,1p_household
120,2024-01-01 00:45:00,13-0,119,1p_household
120,2024-01-01 00:45:00,13-4,120,1p_household
120,2024-01-01 00:45:00,13-5,117,1p_household
120,2024-01-01 00:45:00,13-6,121,1p_household
280,2024-01-01 00:45:00,13-1,277,3p_household
200,2024-01-01 00:45:00,13-2,203,2p_household
200,2024-01-01 00:45:00,13-8,198,2p_household
190,2024-01-01 00:45:00,13-7,193,2p_household
120,2024-01-01 00:45:00,1-5,124,1p_household
300,2024-01-01 00:45:00,2-7,300,3p_household
200,2024-01-01 00:45:00,2-1,199,2p_household
110,2024-01-01 01:00:00,2-2,109,1p_household
180,2024-01-01 01:00:00,5-2,182,2p_household
110,2024-01-01 01:00:00,10-3,106,1p_household
110,2024-01-01 01:00:00,10-6,108,1p_household
110,2024-01-01 01:00:00,1-1,110,1p_household
110,2024-01-01 01:00:00,1-4,105,1p_household
260,2024-01-01 01:00:00,2-0,254,3p_household
280,2024-01-01 01:00:00,2-7,274,3p_household
180,2024-01-01 01:00:00,2-1,175,2p_household
180,2024-01-01 01:00:00,2-5,181,2p_household
110,2024-01-01 01:00:00,2-3,110,1p_household
110,2024-01-01 01:00:00,2-4,108,1p_household
110,2024-01-01 01:00:00,2-6,108,1p_household
110,2024-01-01 01:00:00,2-8,110,1p_household
260,2024-01-01 01:00:00,5-1,263,4p_household
170,2024-01-01 01:00:00,5-0,174,2p_household
120,2024-01-01 01:00:00,5-3,115,1p_household
120,2024-01-01 01:00:00,5-5,115,1p_household
190,2024-01-01 01:00:00,5-4,185,2p_household
110,2024-01-01 01:00:00,5-6,110,1p_household
260,2024-01-01 01:00:00,10-1,254,4p_household
260,2024-01-01 01:00:00,10-8,268,3p_household
120,2024-01-01 01:00:00,10-0,115,1p_household
110,2024-01-01 01:00:00,10-2,107,1p_household
110,2024-01-01 01:00:00,10-4,112,1p_household
110,2024-01-01 01:00:00,10-5,108,1p_household
110,2024-01-01 01:00:00,10-7,111,1p_household
190,2024-01-01 01:00:00,10-9,189,2p_household
170,2024-01-01 01:00:00,13-8,174,2p_household
280,2024-01-01 01:00:00,13-1,272,3p_household
110,2024-01-01 01:00:00,13-0,105,1p_household
110,2024-01-01 01:00:00,13-3,105,1p_household
110,2024-01-01 01:00:00,13-4,113,1p_household
110,2024-01-01 01:00:00,13-5,109,1p_household
110,2024-01-01 01:00:00,13-6,109,1p_household
110,2024-01-01 01:00:00,13-9,111,1p_household
180,2024-01-01 01:00:00,13-2,180,2p_household
180,2024-01-01 01:00:00,13-7,175,2p_household
260,2024-01-01 01:00:00,1-0,259,4p_household
280,2024-01-01 01:00:00,1-6,273,3p_household
110,2024-01-01 01:00:00,1-3,111,1p_household
110,2024-01-01 01:00:00,1-5,108,1p_household
110,2024-01-01 01:00:00,1-7,111,1p_household
180,2024-01-01 01:00:00,1-2,182,2p_household
260,2024-01-01 01:15:00,5-1,256,4p_household
170,2024-01-01 01:15:00,5-4,167,2p_household
170,2024-01-01 01:15:00,10-9,169,2p_household
110,2024-01-01 01:15:00,10-5,105,1p_household
100,2024-01-01 01:15:00,10-0,103,1p_household
100,2024-01-01 01:15:00,10-4,100,1p_household
95,2024-01-01 01:15:00,10-2,97,1p_household
170,2024-01-01 01:15:00,13-8,168,2p_household
95,2024-01-01 01:15:00,13-3,97,1p_household
100,2024-01-01 01:15:00,13-4,99,1p_household
100,2024-01-01 01:15:00,13-5,99,1p_household
170,2024-01-01 01:15:00,1-2,173,2p_household
100,2024-01-01 01:15:00,1-1,103,1p_household
100,2024-01-01 01:15:00,1-3,99,1p_household
260,2024-01-01 01:15:00,2-0,253,3p_household
160,2024-01-01 01:15:00,2-1,161,2p_household
100,2024-01-01 01:15:00,2-4,100,1p_household
100,2024-01-01 01:15:00,2-8,103,1p_household
170,2024-01-01 01:15:00,5-2,166,2p_household
160,2024-01-01 01:15:00,5-0,161,2p_household
95,2024-01-01 01:15:00,5-3,97,1p_household
100,2024-01-01 01:15:00,5-5,98,1p_household
100,2024-01-01 01:15:00,5-6,99,1p_household
100,2024-01-01 01:15:00,10-3,99,1p_household
100,2024-01-01 01:15:00,10-6,99,1p_household
100,2024-01-01 01:15:00,10-7,102,1p_household
240,2024-01-01 01:15:00,10-1,248,4p_household
240,2024-01-01 01:15:00,10-8,248,3p_household
170,2024-01-01 01:15:00,13-2,173,2p_household
260,2024-01-01 01:15:00,13-1,256,3p_household
160,2024-01-01 01:15:00,13-7,161,2p_household
95,2024-01-01 01:15:00,13-0,97,1p_household
100,2024-01-01 01:15:00,13-6,101,1p_household
100,2024-01-01 01:15:00,13-9,102,1p_household
260,2024-01-01 01:15:00,1-6,252,3p_household
240,2024-01-01 01:15:00,1-0,236,4p_household
100,2024-01-01 01:15:00,1-4,104,1p_household
100,2024-01-01 01:15:00,1-5,102,1p_household
100,2024-01-01 01:15:00,1-7,98,1p_household
160,2024-01-01 01:15:00,2-5,160,2p_household
100,2024-01-01 01:15:00,2-2,100,1p_household
100,2024-01-01 01:15:00,2-3,98,1p_household
100,2024-01-01 01:15:00,2-6,103,1p_household
240,2024-01-01 01:15:00,2-7,233,3p_household
95,2024-01-01 01:30:00,13-5,96,1p_household
95,2024-01-01 01:30:00,13-6,96,1p_household
100,2024-01-01 01:30:00,1-5,98,1p_household
150,2024-01-01 01:30:00,5-4,151,2p_household
160,2024-01-01 01:30:00,10-9,162,2p_household
220,2024-01-01 01:30:00,10-1,221,4p_household
220,2024-01-01 01:30:00,10-8,225,3p_household
100,2024-01-01 01:30:00,10-4,98,1p_household
100,2024-01-01 01:30:00,10-6,98,1p_household
95,2024-01-01 01:30:00,10-2,96,1p_household
95,2024-01-01 01:30:00,10-0,94,1p_household
95,2024-01-01 01:30:00,10-5,96,1p_household
90,2024-01-01 01:30:00,10-3,92,1p_household
90,2024-01-01 01:30:00,10-7,91,1p_household
160,2024-01-01 01:30:00,13-7,160,2p_household
160,2024-01-01 01:30:00,13-2,161,2p_household
160,2024-01-01 01:30:00,13-8,160,2p_household
240,2024-01-01 01:30:00,13-1,240,3p_household
95,2024-01-01 01:30:00,13-0,96,1p_household
95,2024-01-01 01:30:00,13-4,94,1p_household
95,2024-01-01 01:30:00,13-9,97,1p_household
100,2024-01-01 01:30:00,13-3,100,1p_household
160,2024-01-01 01:30:00,1-2,161,2p_household
220,2024-01-01 01:30:00,1-6,223,3p_household
240,2024-01-01 01:30:00,1-0,230,4p_household
100,2024-01-01 01:30:00,1-3,99,1p_household
90,2024-01-01 01:30:00,1-1,91,1p_household
90,2024-01-01 01:30:00,1-7,91,1p_household
95,2024-01-01 01:30:00,1-4,96,1p_household
160,2024-01-01 01:30:00,2-1,156,2p_household
150,2024-01-01 01:30:00,2-5,154,2p_household
220,2024-01-01 01:30:00,2-0,220,3p_household
100,2024-01-01 01:30:00,2-4,100,1p_household
100,2024-01-01 01:30:00,2-6,100,1p_household
240,2024-01-01 01:30:00,2-7,239,3p_household
95,2024-01-01 01:30:00,2-2,95,1p_household
95,2024-01-01 01:30:00,2-3,97,1p_household
90,2024-01-01 01:30:00,2-8,91,1p_household
160,2024-01-01 01:30:00,5-0,160,2p_household
160,2024-01-01 01:30:00,5-2,161,2p_household
240,2024-01-01 01:30:00,5-1,232,4p_household
95,2024-01-01 01:30:00,5-3,96,1p_household
95,2024-01-01 01:30:00,5-6,97,1p_household
100,2024-01-01 01:30:00,5-5,98,1p_household
160,2024-01-01 01:45:00,13-2,158,2p_household
150,2024-01-01 01:45:00,13-7,148,2p_household
95,2024-01-01 01:45:00,13-6,93,1p_household
90,2024-01-01 01:45:00,13-0,92,1p_household
90,2024-01-01 01:45:00,13-3,91,1p_household
90,2024-01-01 01:45:00,13-4,88,1p_household
220,2024-01-01 01:45:00,1-6,212,3p_household
220,2024-01-01 01:45:00,1-0,221,4p_household
90,2024-01-01 01:45:00,1-1,89,1p_household
90,2024-01-01 01:45:00,1-3,89,1p_household
95,2024-01-01 01:45:00,1-4,93,1p_household
95,2024-01-01 01:45:00,1-5,95,1p_household
95,2024-01-01 01:45:00,1-7,96,1p_household
150,2024-01-01 01:45:00,2-5,148,2p_household
220,2024-01-01 01:45:00,2-0,218,3p_household
95,2024-01-01 01:45:00,2-2,95,1p_household
95,2024-01-01 01:45:00,2-4,94,1p_household
160,2024-01-01 01:45:00,5-4,159,2p_household
150,2024-01-01 01:45:00,5-0,145,2p_household
150,2024-01-01 01:45:00,5-2,148,2p_household
220,2024-01-01 01:45:00,5-1,224,4p_household
95,2024-01-01 01:45:00,5-3,94,1p_household
95,2024-01-01 01:45:00,5-6,95,1p_household
160,2024-01-01 01:45:00,10-9,157,2p_household
220,2024-01-01 01:45:00,10-1,222,4p_household
220,2024-01-01 01:45:00,10-8,211,3p_household
90,2024-01-01 01:45:00,10-3,89,1p_household
90,2024-01-01 01:45:00,10-7,90,1p_household
90,2024-01-01 01:45:00,10-4,92,1p_household
90,2024-01-01 01:45:00,10-5,88,1p_household
150,2024-01-01 01:45:00,13-8,145,2p_household
220,2024-01-01 01:45:00,13-1,218,3p_household
90,2024-01-01 01:45:00,13-5,92,1p_household
90,2024-01-01 01:45:00,13-9,90,1p_household
150,2024-01-01 01:45:00,1-2,150,2p_household
160,2024-01-01 01:45:00,2-1,155,2p_household
220,2024-01-01 01:45:00,2-7,220,3p_household
90,2024-01-01 01:45:00,2-8,89,1p_household
90,2024-01-01 01:45:00,2-3,88,1p_household
90,2024-01-01 01:45:00,2-6,92,1p_household
95,2024-01-01 01:45:00,5-5,95,1p_household
95,2024-01-01 01:45:00,10-2,95,1p_household
90,2024-01-01 01:45:00,10-0,88,1p_household
90,2024-01-01 01:45:00,10-6,92,1p_household
90,2024-01-01 02:00:00,1-3,88,1p_household
150,2024-01-01 02:00:00,1-2,149,2p_household
220,2024-01-01 02:00:00,1-6,217,3p_household
220,2024-01-01 02:00:00,1-0,215,4p_household
90,2024-01-01 02:00:00,1-1,91,1p_household
90,2024-01-01 02:00:00,1-7,91,1p_household
90,2024-01-01 02:00:00,1-4,91,1p_household
85,2024-01-01 02:00:00,1-5,85,1p_household
150,2024-01-01 02:00:00,2-5,152,2p_household
150,2024-01-01 02:00:00,2-1,145,2p_household
220,2024-01-01 02:00:00,2-0,211,3p_household
220,2024-01-01 02:00:00,2-7,212,3p_household
90,2024-01-01 02:00:00,2-8,89,1p_household
90,2024-01-01 02:00:00,2-3,88,1p_household
85,2024-01-01 02:00:00,2-2,87,1p_household
85,2024-01-01 02:00:00,2-4,86,1p_household
85,2024-01-01 02:00:00,2-6,86,1p_household
140,2024-01-01 02:00:00,5-0,142,2p_household
140,2024-01-01 02:00:00,5-2,144,2p_household
140,2024-01-01 02:00:00,5-4,141,2p_household
200,2024-01-01 02:00:00,5-1,206,4p_household
90,2024-01-01 02:00:00,5-3,90,1p_household
90,2024-01-01 02:00:00,5-5,89,1p_household
85,2024-01-01 02:00:00,5-6,86,1p_household
150,2024-01-01 02:00:00,10-9,145,2p_household
220,2024-01-01 02:00:00,10-8,219,3p_household
200,2024-01-01 02:00:00,10-1,205,4p_household
90,2024-01-01 02:00:00,10-3,90,1p_household
90,2024-01-01 02:00:00,10-7,90,1p_household
90,2024-01-01 02:00:00,10-4,89,1p_household
90,2024-01-01 02:00:00,10-5,91,1p_household
90,2024-01-01 02:00:00,10-6,92,1p_household
90,2024-01-01 02:00:00,10-2,88,1p_household
85,2024-01-01 02:00:00,10-0,87,1p_household
150,2024-01-01 02:00:00,13-7,146,2p_household
150,2024-01-01 02:00:00,13-8,148,2p_household
150,2024-01-01 02:00:00,13-2,145,2p_household
220,2024-01-01 02:00:00,13-1,220,3p_household
90,2024-01-01 02:00:00,13-0,91,1p_household
90,2024-01-01 02:00:00,13-3,90,1p_household
90,2024-01-01 02:00:00,13-4,90,1p_household
90,2024-01-01 02:00:00,13-5,90,1p_household
90,2024-01-01 02:00:00,13-6,88,1p_household
85,2024-01-01 02:00:00,13-9,85,1p_household
220,2024-01-01 02:15:00,2-0,211,3p_household
90,2024-01-01 02:15:00,2-3,91,1p_household
90,2024-01-01 02:15:00,5-6,92,1p_household
90,2024-01-01 02:15:00,10-4,90,1p_household
85,2024-01-01 02:15:00,13-5,84,1p_household
150,2024-01-01 02:15:00,1-2,151,2p_household
90,2024-01-01 02:15:00,1-3,89,1p_household
150,2024-01-01 02:15:00,2-5,147,2p_household
140,2024-01-01 02:15:00,2-1,140,2p_household
220,2024-01-01 02:15:00,2-7,217,3p_household
90,2024-01-01 02:15:00,2-8,90,1p_household
85,2024-01-01 02:15:00,2-2,87,1p_household
85,2024-01-01 02:15:00,2-4,87,1p_household
85,2024-01-01 02:15:00,2-6,87,1p_household
150,2024-01-01 02:15:00,5-2,145,2p_household
140,2024-01-01 02:15:00,5-0,144,2p_household
140,2024-01-01 02:15:00,5-4,144,2p_household
220,2024-01-01 02:15:00,5-1,221,4p_household
85,2024-01-01 02:15:00,5-3,87,1p_household
85,2024-01-01 02:15:00,5-5,86,1p_household
150,2024-01-01 02:15:00,10-9,147,2p_household
220,2024-01-01 02:15:00,10-8,211,3p_household
200,2024-01-01 02:15:00,10-1,209,4p_household
90,2024-01-01 02:15:00,10-5,91,1p_household
90,2024-01-01 02:15:00,10-6,88,1p_household
90,2024-01-01 02:15:00,10-2,91,1p_household
85,2024-01-01 02:15:00,10-0,86,1p_household
85,2024-01-01 02:15:00,10-3,86,1p_household
85,2024-01-01 02:15:00,10-7,87,1p_household
150,2024-01-01 02:15:00,13-8,152,2p_household
150,2024-01-01 02:15:00,13-2,146,2p_household
220,2024-01-01 02:15:00,13-1,221,3p_household
90,2024-01-01 02:15:00,13-0,92,1p_household
90,2024-01-01 02:15:00,13-3,92,1p_household
90,2024-01-01 02:15:00,13-9,92,1p_household
90,2024-01-01 02:15:00,13-6,89,1p_household
85,2024-01-01 02:15:00,13-4,87,1p_household
140,2024-01-01 02:15:00,13-7,140,2p_household
220,2024-01-01 02:15:00,1-6,212,3p_household
220,2024-01-01 02:15:00,1-0,215,4p_household
90,2024-01-01 02:15:00,1-1,92,1p_household
85,2024-01-01 02:15:00,1-5,86,1p_household
85,2024-01-01 02:15:00,1-4,86,1p_household
85,2024-01-01 02:15:00,1-7,85,1p_household
140,2024-01-01 02:30:00,5-2,140,2p_household
140,2024-01-01 02:30:00,5-4,137,2p_household
200,2024-01-01 02:30:00,5-1,200,4p_household
90,2024-01-01 02:30:00,5-6,88,1p_household
220,2024-01-01 02:30:00,10-1,218,4p_household
200,2024-01-01 02:30:00,10-8,199,3p_household
90,2024-01-01 02:30:00,10-5,91,1p_household
90,2024-01-01 02:30:00,10-6,91,1p_household
85,2024-01-01 02:30:00,10-3,83,1p_household
85,2024-01-01 02:30:00,10-4,83,1p_household
150,2024-01-01 02:30:00,13-8,148,2p_household
150,2024-01-01 02:30:00,13-2,146,2p_household
200,2024-01-01 02:30:00,13-1,209,3p_household
85,2024-01-01 02:30:00,13-6,86,1p_household
140,2024-01-01 02:30:00,13-7,140,2p_household
200,2024-01-01 02:30:00,1-0,201,4p_household
90,2024-01-01 02:30:00,1-4,90,1p_household
85,2024-01-01 02:30:00,1-1,87,1p_household
200,2024-01-01 02:30:00,2-7,201,3p_household
85,2024-01-01 02:30:00,2-2,83,1p_household
85,2024-01-01 02:30:00,2-6,83,1p_household
85,2024-01-01 02:30:00,2-8,83,1p_household
140,2024-01-01 02:30:00,5-0,138,2p_household
85,2024-01-01 02:30:00,5-3,84,1p_household
85,2024-01-01 02:30:00,5-5,84,1p_household
150,2024-01-01 02:30:00,10-9,150,2p_household
85,2024-01-01 02:30:00,10-0,85,1p_household
85,2024-01-01 02:30:00,10-7,86,1p_household
85,2024-01-01 02:30:00,10-2,86,1p_household
90,2024-01-01 02:30:00,13-5,88,1p_household
90,2024-01-01 02:30:00,13-9,90,1p_household
85,2024-01-01 02:30:00,13-4,86,1p_household
85,2024-01-01 02:30:00,13-0,87,1p_household
85,2024-01-01 02:30:00,13-3,87,1p_household
150,2024-01-01 02:30:00,1-2,146,2p_household
220,2024-01-01 02:30:00,1-6,211,3p_household
90,2024-01-01 02:30:00,1-3,91,1p_household
90,2024-01-01 02:30:00,1-5,88,1p_household
85,2024-01-01 02:30:00,1-7,83,1p_household
150,2024-01-01 02:30:00,2-1,149,2p_household
140,2024-01-01 02:30:00,2-5,142,2p_household
220,2024-01-01 02:30:00,2-0,212,3p_household
85,2024-01-01 02:30:00,2-4,84,1p_household
85,2024-01-01 02:30:00,2-3,84,1p_household
220,2024-01-01 02:45:00,10-1,216,4p_household
200,2024-01-01 02:45:00,10-8,200,3p_household
90,2024-01-01 02:45:00,10-7,90,1p_household
85,2024-01-01 02:45:00,10-0,84,1p_household
85,2024-01-01 02:45:00,10-3,83,1p_household
85,2024-01-01 02:45:00,10-2,87,1p_household
85,2024-01-01 02:45:00,10-5,86,1p_household
85,2024-01-01 02:45:00,10-6,86,1p_household
80,2024-01-01 02:45:00,10-4,82,1p_household
140,2024-01-01 02:45:00,10-9,144,2p_household
150,2024-01-01 02:45:00,13-7,147,2p_household
200,2024-01-01 02:45:00,13-1,202,3p_household
90,2024-01-01 02:45:00,13-5,88,1p_household
90,2024-01-01 02:45:00,13-9,89,1p_household
85,2024-01-01 02:45:00,13-4,83,1p_household
85,2024-01-01 02:45:00,13-0,86,1p_household
85,2024-01-01 02:45:00,13-3,85,1p_household
85,2024-01-01 02:45:00,13-6,87,1p_household
140,2024-01-01 02:45:00,13-2,137,2p_household
140,2024-01-01 02:45:00,13-8,142,2p_household
150,2024-01-01 02:45:00,1-2,147,2p_household
200,2024-01-01 02:45:00,1-0,200,4p_household
200,2024-01-01 02:45:00,1-6,202,3p_household
90,2024-01-01 02:45:00,1-1,88,1p_household
90,2024-01-01 02:45:00,1-3,89,1p_household
90,2024-01-01 02:45:00,1-5,90,1p_household
85,2024-01-01 02:45:00,1-4,87,1p_household
85,2024-01-01 02:45:00,1-7,86,1p_household
150,2024-01-01 02:45:00,2-1,148,2p_household
140,2024-01-01 02:45:00,2-5,136,2p_household
220,2024-01-01 02:45:00,2-7,213,3p_household
200,2024-01-01 02:45:00,2-0,204,3p_household
85,2024-01-01 02:45:00,2-2,83,1p_household
85,2024-01-01 02:45:00,2-4,85,1p_household
85,2024-01-01 02:45:00,2-6,83,1p_household
80,2024-01-01 02:45:00,2-3,82,1p_household
80,2024-01-01 02:45:00,2-8,82,1p_household
150,2024-01-01 02:45:00,5-4,148,2p_household
150,2024-01-01 02:45:00,5-0,148,2p_household
200,2024-01-01 02:45:00,5-1,209,4p_household
90,2024-01-01 02:45:00,5-5,88,1p_household
85,2024-01-01 02:45:00,5-6,86,1p_household
85,2024-01-01 02:45:00,5-3,86,1p_household
140,2024-01-01 02:45:00,5-2,143,2p_household
220,2024-01-01 03:00:00,13-1,213,3p_household
90,2024-01-01 03:00:00,13-0,90,1p_household
90,2024-01-01 03:00:00,13-4,88,1p_household
90,2024-01-01 03:00:00,13-6,88,1p_household
85,2024-01-01 03:00:00,13-9,85,1p_household
85,2024-01-01 03:00:00,13-3,86,1p_household
140,2024-01-01 03:00:00,13-8,142,2p_household
