msg_count_gwgw,8640,,,
90,2024-01-01 02:45:00,11-8,88,1p_household
90,2024-01-01 02:45:00,13-8,88,1p_household
90,2024-01-01 02:45:00,13-3,90,1p_household
90,2024-01-01 02:45:00,8-4,90,1p_household
90,2024-01-01 02:45:00,5-1,89,1p_household
85,2024-01-01 02:45:00,13-4,83,1p_household
85,2024-01-01 02:45:00,5-4,86,1p_household
85,2024-01-01 02:45:00,11-5,83,1p_household
85,2024-01-01 02:45:00,3-7,85,1p_household
85,2024-01-01 02:45:00,3-5,85,1p_household
85,2024-01-01 02:45:00,13-2,85,1p_household
85,2024-01-01 02:45:00,5-3,84,1p_household
85,2024-01-01 02:45:00,3-1,87,1p_household
85,2024-01-01 02:45:00,5-10,86,1p_household
85,2024-01-01 02:45:00,11-1,84,1p_household
85,2024-01-01 02:45:00,8-2,83,1p_household
85,2024-01-01 02:45:00,3-8,83,1p_household
