msg_count_gwgw,9216,,,
130,2024-01-01 00:30:00,4-2,130,1p_household
130,2024-01-01 00:30:00,5-2,134,1p_household
1040,2024-01-01 00:45:00,4-10,1015,store
300,2024-01-01 00:45:00,10-1,302,3p_household
300,2024-01-01 00:45:00,14-1,294,4p_household
300,2024-01-01 00:45:00,4-0,299,3p_household
300,2024-01-01 00:45:00,5-4,298,4p_household
300,2024-01-01 00:45:00,10-2,293,3p_household
300,2024-01-01 00:45:00,14-0,298,3p_household
280,2024-01-01 00:45:00,0-0,284,3p_household
280,2024-01-01 00:45:00,14-5,282,4p_household
280,2024-01-01 00:45:00,4-7,282,4p_household
280,2024-01-01 00:45:00,4-1,286,4p_household
280,2024-01-01 00:45:00,5-6,285,3p_household
280,2024-01-01 00:45:00,5-1,282,3p_household
200,2024-01-01 00:45:00,0-2,206,2p_household
200,2024-01-01 00:45:00,0-1,204,2p_household
200,2024-01-01 00:45:00,10-7,207,2p_household
200,2024-01-01 00:45:00,10-5,206,2p_household
200,2024-01-01 00:45:00,10-3,201,2p_household
200,2024-01-01 00:45:00,10-0,204,2p_household
200,2024-01-01 00:45:00,14-7,206,2p_household
200,2024-01-01 00:45:00,14-4,207,2p_household
200,2024-01-01 00:45:00,4-9,206,2p_household
200,2024-01-01 00:45:00,4-6,208,2p_household
200,2024-01-01 00:45:00,4-5,198,2p_household
200,2024-01-01 00:45:00,4-3,207,2p_household
200,2024-01-01 00:45:00,5-7,205,2p_household
200,2024-01-01 00:45:00,5-5,203,2p_household
190,2024-01-01 00:45:00,14-8,191,2p_household
190,2024-01-01 00:45:00,4-8,190,2p_household
190,2024-01-01 00:45:00,5-3,191,2p_household
190,2024-01-01 00:45:00,5-0,190,2p_household
130,2024-01-01 00:45:00,10-9,126,1p_household
130,2024-01-01 00:45:00,10-6,126,1p_household
120,2024-01-01 00:45:00,0-6,117,1p_household
120,2024-01-01 00:45:00,0-5,117,1p_household
120,2024-01-01 00:45:00,0-4,124,1p_household
120,2024-01-01 00:45:00,0-3,117,1p_household
120,2024-01-01 00:45:00,10-8,122,1p_household
120,2024-01-01 00:45:00,10-4,123,1p_household
120,2024-01-01 00:45:00,14-9,124,1p_household
120,2024-01-01 00:45:00,14-6,118,1p_household
120,2024-01-01 00:45:00,14-3,119,1p_household
120,2024-01-01 00:45:00,14-2,115,1p_household
120,2024-01-01 00:45:00,4-12,123,1p_household
120,2024-01-01 00:45:00,4-11,124,1p_household
120,2024-01-01 00:45:00,4-4,115,1p_household
120,2024-01-01 00:45:00,4-2,117,1p_household
120,2024-01-01 00:45:00,5-2,121,1p_household
1040,2024-01-01 01:00:00,4-10,1069,store
280,2024-01-01 01:00:00,10-2,271,3p_household
280,2024-01-01 01:00:00,5-1,273,3p_household
260,2024-01-01 01:00:00,0-0,264,3p_household
260,2024-01-01 01:00:00,10-1,256,3p_household
260,2024-01-01 01:00:00,14-5,261,4p_household
260,2024-01-01 01:00:00,14-1,258,4p_household
260,2024-01-01 01:00:00,14-0,255,3p_household
260,2024-01-01 01:00:00,4-7,251,4p_household
260,2024-01-01 01:00:00,4-1,268,4p_household
260,2024-01-01 01:00:00,4-0,266,3p_household
260,2024-01-01 01:00:00,5-6,269,3p_household
260,2024-01-01 01:00:00,5-4,268,4p_household
190,2024-01-01 01:00:00,0-2,185,2p_household
190,2024-01-01 01:00:00,0-1,190,2p_household
190,2024-01-01 01:00:00,10-3,187,2p_household
190,2024-01-01 01:00:00,14-4,186,2p_household
190,2024-01-01 01:00:00,4-9,186,2p_household
190,2024-01-01 01:00:00,4-6,188,2p_household
190,2024-01-01 01:00:00,5-3,190,2p_household
180,2024-01-01 01:00:00,10-7,181,2p_household
180,2024-01-01 01:00:00,10-5,183,2p_household
180,2024-01-01 01:00:00,10-0,184,2p_household
180,2024-01-01 01:00:00,14-8,184,2p_household
180,2024-01-01 01:00:00,14-7,175,2p_household
180,2024-01-01 01:00:00,4-8,178,2p_household
180,2024-01-01 01:00:00,4-5,178,2p_household
180,2024-01-01 01:00:00,5-7,182,2p_household
180,2024-01-01 01:00:00,5-5,177,2p_household
170,2024-01-01 01:00:00,4-3,174,2p_household
170,2024-01-01 01:00:00,5-0,174,2p_household
120,2024-01-01 01:00:00,10-9,115,1p_household
120,2024-01-01 01:00:00,10-8,115,1p_household
120,2024-01-01 01:00:00,14-2,115,1p_household
110,2024-01-01 01:00:00,0-6,113,1p_household
110,2024-01-01 01:00:00,0-5,108,1p_household
110,2024-01-01 01:00:00,0-4,105,1p_household
110,2024-01-01 01:00:00,0-3,108,1p_household
110,2024-01-01 01:00:00,10-6,106,1p_household
110,2024-01-01 01:00:00,10-4,114,1p_household
110,2024-01-01 01:00:00,14-9,107,1p_household
110,2024-01-01 01:00:00,14-6,106,1p_household
110,2024-01-01 01:00:00,14-3,105,1p_household
110,2024-01-01 01:00:00,4-12,114,1p_household
110,2024-01-01 01:00:00,4-11,113,1p_household
110,2024-01-01 01:00:00,4-4,113,1p_household
110,2024-01-01 01:00:00,4-2,113,1p_household
110,2024-01-01 01:00:00,5-2,107,1p_household
1040,2024-01-01 01:15:00,4-10,1065,store
260,2024-01-01 01:15:00,14-5,253,4p_household
260,2024-01-01 01:15:00,14-0,253,3p_household
260,2024-01-01 01:15:00,5-4,250,4p_household
240,2024-01-01 01:15:00,0-0,245,3p_household
240,2024-01-01 01:15:00,10-2,235,3p_household
240,2024-01-01 01:15:00,10-1,238,3p_household
240,2024-01-01 01:15:00,14-1,247,4p_household
240,2024-01-01 01:15:00,4-7,238,4p_household
240,2024-01-01 01:15:00,4-1,236,4p_household
240,2024-01-01 01:15:00,4-0,237,3p_household
240,2024-01-01 01:15:00,5-6,234,3p_household
240,2024-01-01 01:15:00,5-1,237,3p_household
180,2024-01-01 01:15:00,0-2,175,2p_household
180,2024-01-01 01:15:00,5-7,175,2p_household
170,2024-01-01 01:15:00,0-1,170,2p_household
170,2024-01-01 01:15:00,10-7,165,2p_household
170,2024-01-01 01:15:00,10-3,165,2p_household
170,2024-01-01 01:15:00,10-0,168,2p_household
170,2024-01-01 01:15:00,14-8,169,2p_household
170,2024-01-01 01:15:00,14-7,173,2p_household
170,2024-01-01 01:15:00,14-4,174,2p_household
170,2024-01-01 01:15:00,4-8,168,2p_household
170,2024-01-01 01:15:00,4-6,165,2p_household
170,2024-01-01 01:15:00,5-5,168,2p_household
170,2024-01-01 01:15:00,5-3,170,2p_household
170,2024-01-01 01:15:00,5-0,167,2p_household
160,2024-01-01 01:15:00,10-5,163,2p_household
160,2024-01-01 01:15:00,4-9,164,2p_household
160,2024-01-01 01:15:00,4-5,162,2p_household
160,2024-01-01 01:15:00,4-3,164,2p_household
110,2024-01-01 01:15:00,0-6,106,1p_household
110,2024-01-01 01:15:00,0-3,105,1p_household
100,2024-01-01 01:15:00,0-5,100,1p_household
100,2024-01-01 01:15:00,0-4,98,1p_household
100,2024-01-01 01:15:00,10-9,103,1p_household
100,2024-01-01 01:15:00,10-8,104,1p_household
100,2024-01-01 01:15:00,10-6,103,1p_household
100,2024-01-01 01:15:00,10-4,98,1p_household
100,2024-01-01 01:15:00,14-9,102,1p_household
100,2024-01-01 01:15:00,14-6,101,1p_household
100,2024-01-01 01:15:00,14-3,99,1p_household
100,2024-01-01 01:15:00,14-2,104,1p_household
100,2024-01-01 01:15:00,4-12,98,1p_household
100,2024-01-01 01:15:00,4-11,101,1p_household
100,2024-01-01 01:15:00,4-4,99,1p_household
100,2024-01-01 01:15:00,4-2,99,1p_household
100,2024-01-01 01:15:00,5-2,100,1p_household
960,2024-01-01 01:30:00,4-10,991,store
240,2024-01-01 01:30:00,14-5,231,4p_household
240,2024-01-01 01:30:00,14-0,241,3p_household
240,2024-01-01 01:30:00,0-0,233,3p_household
240,2024-01-01 01:30:00,10-1,233,3p_household
240,2024-01-01 01:30:00,4-1,237,4p_household
240,2024-01-01 01:30:00,4-0,231,3p_household
240,2024-01-01 01:30:00,5-6,234,3p_household
240,2024-01-01 01:30:00,5-1,242,3p_household
220,2024-01-01 01:30:00,10-2,227,3p_household
220,2024-01-01 01:30:00,14-1,223,4p_household
220,2024-01-01 01:30:00,4-7,220,4p_household
220,2024-01-01 01:30:00,5-4,224,4p_household
170,2024-01-01 01:30:00,5-7,165,2p_household
160,2024-01-01 01:30:00,0-2,162,2p_household
160,2024-01-01 01:30:00,10-7,161,2p_household
160,2024-01-01 01:30:00,10-0,155,2p_household
160,2024-01-01 01:30:00,14-8,164,2p_household
160,2024-01-01 01:30:00,14-7,163,2p_household
160,2024-01-01 01:30:00,14-4,158,2p_household
160,2024-01-01 01:30:00,4-8,159,2p_household
160,2024-01-01 01:30:00,5-5,161,2p_household
160,2024-01-01 01:30:00,5-3,164,2p_household
160,2024-01-01 01:30:00,10-5,158,2p_household
160,2024-01-01 01:30:00,4-5,155,2p_household
160,2024-01-01 01:30:00,4-3,158,2p_household
150,2024-01-01 01:30:00,0-1,154,2p_household
150,2024-01-01 01:30:00,10-3,153,2p_household
150,2024-01-01 01:30:00,4-9,153,2p_household
150,2024-01-01 01:30:00,4-6,152,2p_household
150,2024-01-01 01:30:00,5-0,151,2p_household
100,2024-01-01 01:30:00,10-8,98,1p_household
100,2024-01-01 01:30:00,14-9,100,1p_household
100,2024-01-01 01:30:00,14-2,99,1p_household
100,2024-01-01 01:30:00,4-12,99,1p_household
95,2024-01-01 01:30:00,0-6,96,1p_household
95,2024-01-01 01:30:00,0-3,95,1p_household
95,2024-01-01 01:30:00,10-9,94,1p_household
95,2024-01-01 01:30:00,10-6,97,1p_household
95,2024-01-01 01:30:00,10-4,93,1p_household
95,2024-01-01 01:30:00,14-3,95,1p_household
95,2024-01-01 01:30:00,4-11,94,1p_household
95,2024-01-01 01:30:00,4-4,97,1p_household
95,2024-01-01 01:30:00,4-2,93,1p_household
95,2024-01-01 01:30:00,5-2,95,1p_household
90,2024-01-01 01:30:00,0-5,91,1p_household
90,2024-01-01 01:30:00,0-4,91,1p_household
90,2024-01-01 01:30:00,14-6,91,1p_household
1040,2024-01-01 01:45:00,4-10,1026,store
240,2024-01-01 01:45:00,14-0,231,3p_household
240,2024-01-01 01:45:00,4-7,232,4p_household
220,2024-01-01 01:45:00,0-0,216,3p_household
220,2024-01-01 01:45:00,10-1,229,3p_household
220,2024-01-01 01:45:00,14-5,227,4p_household
220,2024-01-01 01:45:00,4-1,215,4p_household
220,2024-01-01 01:45:00,4-0,214,3p_household
220,2024-01-01 01:45:00,5-6,214,3p_household
220,2024-01-01 01:45:00,5-1,221,3p_household
220,2024-01-01 01:45:00,10-2,214,3p_household
220,2024-01-01 01:45:00,14-1,218,4p_household
220,2024-01-01 01:45:00,5-4,221,4p_household
160,2024-01-01 01:45:00,0-1,158,2p_household
160,2024-01-01 01:45:00,10-3,155,2p_household
160,2024-01-01 01:45:00,5-0,156,2p_household
160,2024-01-01 01:45:00,10-7,155,2p_household
160,2024-01-01 01:45:00,14-7,158,2p_household
160,2024-01-01 01:45:00,10-5,155,2p_household
160,2024-01-01 01:45:00,4-3,155,2p_household
150,2024-01-01 01:45:00,0-2,153,2p_household
150,2024-01-01 01:45:00,10-0,146,2p_household
150,2024-01-01 01:45:00,14-8,148,2p_household
150,2024-01-01 01:45:00,14-4,151,2p_household
150,2024-01-01 01:45:00,4-8,154,2p_household
150,2024-01-01 01:45:00,4-5,153,2p_household
150,2024-01-01 01:45:00,5-7,152,2p_household
150,2024-01-01 01:45:00,5-5,150,2p_household
150,2024-01-01 01:45:00,5-3,150,2p_household
150,2024-01-01 01:45:00,4-9,146,2p_household
150,2024-01-01 01:45:00,4-6,148,2p_household
95,2024-01-01 01:45:00,0-5,95,1p_household
95,2024-01-01 01:45:00,0-4,95,1p_household
95,2024-01-01 01:45:00,10-8,96,1p_household
95,2024-01-01 01:45:00,4-12,95,1p_household
95,2024-01-01 01:45:00,0-6,93,1p_household
95,2024-01-01 01:45:00,4-4,93,1p_household
90,2024-01-01 01:45:00,0-3,90,1p_household
90,2024-01-01 01:45:00,10-9,90,1p_household
90,2024-01-01 01:45:00,10-6,90,1p_household
90,2024-01-01 01:45:00,10-4,88,1p_household
90,2024-01-01 01:45:00,14-9,88,1p_household
90,2024-01-01 01:45:00,14-3,89,1p_household
90,2024-01-01 01:45:00,14-2,90,1p_household
90,2024-01-01 01:45:00,4-11,89,1p_household
90,2024-01-01 01:45:00,4-2,92,1p_household
90,2024-01-01 01:45:00,5-2,92,1p_household
90,2024-01-01 01:45:00,14-6,91,1p_household
1040,2024-01-01 02:00:00,4-10,1021,store
220,2024-01-01 02:00:00,14-0,219,3p_household
220,2024-01-01 02:00:00,10-1,216,3p_household
220,2024-01-01 02:00:00,14-5,218,4p_household
220,2024-01-01 02:00:00,4-1,217,4p_household
220,2024-01-01 02:00:00,4-0,219,3p_household
220,2024-01-01 02:00:00,5-6,225,3p_household
220,2024-01-01 02:00:00,5-1,225,3p_household
220,2024-01-01 02:00:00,10-2,221,3p_household
220,2024-01-01 02:00:00,14-1,213,4p_household
220,2024-01-01 02:00:00,4-7,211,4p_household
200,2024-01-01 02:00:00,0-0,206,3p_household
200,2024-01-01 02:00:00,5-4,206,4p_household
160,2024-01-01 02:00:00,4-8,155,2p_household
160,2024-01-01 02:00:00,10-5,155,2p_household
160,2024-01-01 02:00:00,4-5,155,2p_household
150,2024-01-01 02:00:00,10-7,148,2p_household
150,2024-01-01 02:00:00,14-7,152,2p_household
150,2024-01-01 02:00:00,4-3,152,2p_household
150,2024-01-01 02:00:00,0-2,153,2p_household
150,2024-01-01 02:00:00,14-8,147,2p_household
150,2024-01-01 02:00:00,5-7,147,2p_household
150,2024-01-01 02:00:00,5-5,152,2p_household
150,2024-01-01 02:00:00,0-1,146,2p_household
150,2024-01-01 02:00:00,10-3,153,2p_household
150,2024-01-01 02:00:00,4-9,149,2p_household
150,2024-01-01 02:00:00,4-6,147,2p_household
140,2024-01-01 02:00:00,10-0,143,2p_household
140,2024-01-01 02:00:00,14-4,144,2p_household
140,2024-01-01 02:00:00,5-3,143,2p_household
140,2024-01-01 02:00:00,5-0,141,2p_household
95,2024-01-01 02:00:00,0-5,93,1p_household
95,2024-01-01 02:00:00,4-4,93,1p_household
90,2024-01-01 02:00:00,0-6,89,1p_household
90,2024-01-01 02:00:00,10-8,88,1p_household
90,2024-01-01 02:00:00,10-6,90,1p_household
90,2024-01-01 02:00:00,10-4,91,1p_household
90,2024-01-01 02:00:00,14-9,90,1p_household
90,2024-01-01 02:00:00,14-2,92,1p_household
90,2024-01-01 02:00:00,4-2,91,1p_household
90,2024-01-01 02:00:00,5-2,90,1p_household
90,2024-01-01 02:00:00,14-6,91,1p_household
85,2024-01-01 02:00:00,0-4,86,1p_household
85,2024-01-01 02:00:00,0-3,87,1p_household
85,2024-01-01 02:00:00,10-9,85,1p_household
85,2024-01-01 02:00:00,14-3,86,1p_household
85,2024-01-01 02:00:00,4-12,87,1p_household
85,2024-01-01 02:00:00,4-11,85,1p_household
1040,2024-01-01 02:15:00,4-10,1025,store
220,2024-01-01 02:15:00,14-0,220,3p_household
220,2024-01-01 02:15:00,10-1,221,3p_household
220,2024-01-01 02:15:00,14-5,213,4p_household
220,2024-01-01 02:15:00,4-1,211,4p_household
220,2024-01-01 02:15:00,4-0,222,3p_household
220,2024-01-01 02:15:00,5-6,210,3p_household
220,2024-01-01 02:15:00,10-2,221,3p_household
220,2024-01-01 02:15:00,4-7,222,4p_household
220,2024-01-01 02:15:00,5-4,218,4p_household
200,2024-01-01 02:15:00,14-1,204,4p_household
200,2024-01-01 02:15:00,5-1,205,3p_household
200,2024-01-01 02:15:00,0-0,206,3p_household
150,2024-01-01 02:15:00,10-5,146,2p_household
150,2024-01-01 02:15:00,14-7,146,2p_household
150,2024-01-01 02:15:00,4-3,147,2p_household
150,2024-01-01 02:15:00,10-0,147,2p_household
150,2024-01-01 02:15:00,14-8,151,2p_household
150,2024-01-01 02:15:00,4-5,149,2p_household
150,2024-01-01 02:15:00,5-5,147,2p_household
150,2024-01-01 02:15:00,5-3,145,2p_household
150,2024-01-01 02:15:00,0-1,148,2p_household
150,2024-01-01 02:15:00,10-3,152,2p_household
150,2024-01-01 02:15:00,4-9,146,2p_household
150,2024-01-01 02:15:00,4-6,145,2p_household
150,2024-01-01 02:15:00,5-0,147,2p_household
140,2024-01-01 02:15:00,0-2,144,2p_household
140,2024-01-01 02:15:00,10-7,144,2p_household
140,2024-01-01 02:15:00,4-8,142,2p_household
140,2024-01-01 02:15:00,5-7,140,2p_household
140,2024-01-01 02:15:00,14-4,139,2p_household
90,2024-01-01 02:15:00,0-6,92,1p_household
90,2024-01-01 02:15:00,10-9,88,1p_household
90,2024-01-01 02:15:00,10-6,88,1p_household
90,2024-01-01 02:15:00,14-9,92,1p_household
90,2024-01-01 02:15:00,4-11,90,1p_household
90,2024-01-01 02:15:00,5-2,92,1p_household
90,2024-01-01 02:15:00,0-4,89,1p_household
90,2024-01-01 02:15:00,14-6,89,1p_household
85,2024-01-01 02:15:00,0-5,87,1p_household
85,2024-01-01 02:15:00,10-8,84,1p_household
85,2024-01-01 02:15:00,10-4,85,1p_household
85,2024-01-01 02:15:00,14-2,86,1p_household
85,2024-01-01 02:15:00,4-4,84,1p_household
85,2024-01-01 02:15:00,4-2,86,1p_household
85,2024-01-01 02:15:00,0-3,86,1p_household
85,2024-01-01 02:15:00,14-3,85,1p_household
85,2024-01-01 02:15:00,4-12,85,1p_household
960,2024-01-01 02:30:00,4-10,988,store
220,2024-01-01 02:30:00,10-1,216,3p_household
220,2024-01-01 02:30:00,14-5,218,4p_household
220,2024-01-01 02:30:00,4-0,210,3p_household
220,2024-01-01 02:30:00,5-6,217,3p_household
220,2024-01-01 02:30:00,10-2,210,3p_household
220,2024-01-01 02:30:00,5-4,210,4p_household
200,2024-01-01 02:30:00,14-0,209,3p_household
200,2024-01-01 02:30:00,4-7,203,4p_household
200,2024-01-01 02:30:00,4-1,201,4p_household
200,2024-01-01 02:30:00,14-1,199,4p_household
200,2024-01-01 02:30:00,5-1,199,3p_household
200,2024-01-01 02:30:00,0-0,203,3p_household
150,2024-01-01 02:30:00,10-5,148,2p_household
150,2024-01-01 02:30:00,4-3,148,2p_household
150,2024-01-01 02:30:00,0-2,145,2p_household
150,2024-01-01 02:30:00,10-0,145,2p_household
150,2024-01-01 02:30:00,14-8,150,2p_household
150,2024-01-01 02:30:00,14-4,150,2p_household
150,2024-01-01 02:30:00,4-8,147,2p_household
150,2024-01-01 02:30:00,4-5,145,2p_household
150,2024-01-01 02:30:00,5-7,150,2p_household
150,2024-01-01 02:30:00,4-9,146,2p_household
150,2024-01-01 02:30:00,4-6,150,2p_household
140,2024-01-01 02:30:00,0-1,142,2p_household
140,2024-01-01 02:30:00,10-3,143,2p_household
140,2024-01-01 02:30:00,14-7,141,2p_household
140,2024-01-01 02:30:00,5-5,140,2p_household
140,2024-01-01 02:30:00,10-7,143,2p_household
140,2024-01-01 02:30:00,5-3,140,2p_household
140,2024-01-01 02:30:00,5-0,143,2p_household
90,2024-01-01 02:30:00,4-12,88,1p_household
90,2024-01-01 02:30:00,0-6,90,1p_household
90,2024-01-01 02:30:00,0-3,88,1p_household
90,2024-01-01 02:30:00,10-9,88,1p_household
90,2024-01-01 02:30:00,10-6,88,1p_household
90,2024-01-01 02:30:00,10-4,91,1p_household
90,2024-01-01 02:30:00,14-3,89,1p_household
90,2024-01-01 02:30:00,14-2,90,1p_household
90,2024-01-01 02:30:00,5-2,90,1p_household
90,2024-01-01 02:30:00,0-5,88,1p_household
90,2024-01-01 02:30:00,0-4,89,1p_household
90,2024-01-01 02:30:00,14-6,88,1p_household
85,2024-01-01 02:30:00,14-9,87,1p_household
85,2024-01-01 02:30:00,10-8,83,1p_household
85,2024-01-01 02:30:00,4-4,85,1p_household
85,2024-01-01 02:30:00,4-2,87,1p_household
85,2024-01-01 02:30:00,4-11,84,1p_household
1040,2024-01-01 02:45:00,4-10,1007,store
220,2024-01-01 02:45:00,14-0,215,3p_household
220,2024-01-01 02:45:00,10-1,210,3p_household
220,2024-01-01 02:45:00,14-5,212,4p_household
220,2024-01-01 02:45:00,4-0,217,3p_household
220,2024-01-01 02:45:00,14-1,217,4p_household
220,2024-01-01 02:45:00,4-7,213,4p_household
220,2024-01-01 02:45:00,5-4,214,4p_household
