msg_count_gwgw,8448,,,
280,2024-01-01 00:00:00,13-2,270,2p_household
280,2024-01-01 00:00:00,13-7,281,2p_household
260,2024-01-01 00:00:00,13-8,262,2p_household
260,2024-01-01 00:15:00,2-1,257,2p_household
360,2024-01-01 00:15:00,2-0,365,3p_household
360,2024-01-01 00:15:00,2-7,353,3p_household
150,2024-01-01 00:15:00,2-2,151,1p_household
150,2024-01-01 00:15:00,2-3,152,1p_household
150,2024-01-01 00:15:00,2-4,145,1p_household
150,2024-01-01 00:15:00,2-6,150,1p_household
150,2024-01-01 00:15:00,2-8,145,1p_household
240,2024-01-01 00:15:00,2-5,245,2p_household
160,2024-01-01 00:15:00,10-3,155,1p_household
160,2024-01-01 00:15:00,10-7,156,1p_household
150,2024-01-01 00:15:00,10-0,154,1p_household
150,2024-01-01 00:15:00,10-2,153,1p_household
150,2024-01-01 00:15:00,10-4,148,1p_household
150,2024-01-01 00:15:00,10-6,146,1p_household
360,2024-01-01 00:15:00,10-1,354,4p_household
360,2024-01-01 00:15:00,10-8,357,3p_household
140,2024-01-01 00:15:00,10-5,144,1p_household
240,2024-01-01 00:15:00,10-9,247,2p_household
260,2024-01-01 00:15:00,5-4,257,2p_household
240,2024-01-01 00:15:00,5-0,243,2p_household
240,2024-01-01 00:15:00,5-2,237,2p_household
340,2024-01-01 00:15:00,5-1,349,4p_household
140,2024-01-01 00:15:00,5-3,143,1p_household
150,2024-01-01 00:15:00,5-5,150,1p_household
150,2024-01-01 00:15:00,5-6,154,1p_household
160,2024-01-01 00:15:00,1-4,156,1p_household
380,2024-01-01 00:15:00,1-0,372,4p_household
150,2024-01-01 00:15:00,1-1,146,1p_household
150,2024-01-01 00:15:00,1-3,148,1p_household
150,2024-01-01 00:15:00,1-5,151,1p_household
150,2024-01-01 00:15:00,1-7,152,1p_household
240,2024-01-01 00:15:00,1-2,241,2p_household
360,2024-01-01 00:15:00,1-6,353,3p_household
160,2024-01-01 00:15:00,13-4,155,1p_household
160,2024-01-01 00:15:00,13-5,155,1p_household
160,2024-01-01 00:15:00,13-9,155,1p_household
260,2024-01-01 00:15:00,13-8,256,2p_household
260,2024-01-01 00:15:00,13-2,255,2p_household
140,2024-01-01 00:15:00,13-0,144,1p_household
380,2024-01-01 00:15:00,13-1,372,3p_household
150,2024-01-01 00:15:00,13-3,152,1p_household
150,2024-01-01 00:15:00,13-6,149,1p_household
240,2024-01-01 00:15:00,13-7,245,2p_household
320,2024-01-01 00:30:00,2-0,315,3p_household
220,2024-01-01 00:30:00,2-1,219,2p_household
220,2024-01-01 00:30:00,2-5,219,2p_household
130,2024-01-01 00:30:00,2-2,134,1p_household
130,2024-01-01 00:30:00,2-3,127,1p_household
130,2024-01-01 00:30:00,2-4,131,1p_household
130,2024-01-01 00:30:00,2-8,132,1p_household
140,2024-01-01 00:30:00,2-6,135,1p_household
340,2024-01-01 00:30:00,2-7,331,3p_household
140,2024-01-01 00:30:00,10-2,139,1p_household
140,2024-01-01 00:30:00,10-3,135,1p_household
140,2024-01-01 00:30:00,10-6,135,1p_household
130,2024-01-01 00:30:00,10-0,128,1p_household
130,2024-01-01 00:30:00,10-4,133,1p_household
130,2024-01-01 00:30:00,10-5,132,1p_household
130,2024-01-01 00:30:00,10-7,133,1p_household
320,2024-01-01 00:30:00,10-1,329,4p_household
320,2024-01-01 00:30:00,10-8,324,3p_household
220,2024-01-01 00:30:00,10-9,216,2p_household
240,2024-01-01 00:30:00,5-4,231,2p_household
140,2024-01-01 00:30:00,5-3,135,1p_household
220,2024-01-01 00:30:00,5-0,219,2p_household
220,2024-01-01 00:30:00,5-2,210,2p_household
320,2024-01-01 00:30:00,5-1,326,4p_household
130,2024-01-01 00:30:00,5-5,134,1p_household
130,2024-01-01 00:30:00,5-6,129,1p_household
320,2024-01-01 00:30:00,1-0,315,4p_household
320,2024-01-01 00:30:00,1-6,324,3p_household
130,2024-01-01 00:30:00,1-1,133,1p_household
130,2024-01-01 00:30:00,1-3,130,1p_household
130,2024-01-01 00:30:00,1-4,130,1p_household
130,2024-01-01 00:30:00,1-5,127,1p_household
130,2024-01-01 00:30:00,1-7,131,1p_household
220,2024-01-01 00:30:00,1-2,226,2p_household
140,2024-01-01 00:30:00,13-9,139,1p_household
130,2024-01-01 00:30:00,13-0,130,1p_household
130,2024-01-01 00:30:00,13-3,129,1p_household
130,2024-01-01 00:30:00,13-4,131,1p_household
130,2024-01-01 00:30:00,13-5,128,1p_household
130,2024-01-01 00:30:00,13-6,133,1p_household
320,2024-01-01 00:30:00,13-1,318,3p_household
220,2024-01-01 00:30:00,13-2,222,2p_household
220,2024-01-01 00:30:00,13-7,226,2p_household
220,2024-01-01 00:30:00,13-8,220,2p_household
280,2024-01-01 00:45:00,2-0,284,3p_household
130,2024-01-01 00:45:00,2-8,126,1p_household
200,2024-01-01 00:45:00,2-1,198,2p_household
120,2024-01-01 00:45:00,2-2,115,1p_household
120,2024-01-01 00:45:00,2-3,123,1p_household
120,2024-01-01 00:45:00,2-4,117,1p_household
120,2024-01-01 00:45:00,2-6,117,1p_household
190,2024-01-01 00:45:00,2-5,193,2p_household
300,2024-01-01 00:45:00,2-7,293,3p_household
280,2024-01-01 00:45:00,10-8,277,3p_household
130,2024-01-01 00:45:00,10-3,125,1p_household
120,2024-01-01 00:45:00,10-0,119,1p_household
120,2024-01-01 00:45:00,10-2,118,1p_household
120,2024-01-01 00:45:00,10-4,123,1p_household
120,2024-01-01 00:45:00,10-5,122,1p_household
120,2024-01-01 00:45:00,10-6,120,1p_household
120,2024-01-01 00:45:00,10-7,122,1p_household
300,2024-01-01 00:45:00,10-1,299,4p_household
200,2024-01-01 00:45:00,10-9,196,2p_household
200,2024-01-01 00:45:00,5-0,199,2p_household
200,2024-01-01 00:45:00,5-2,201,2p_household
300,2024-01-01 00:45:00,5-1,303,4p_household
120,2024-01-01 00:45:00,5-3,119,1p_household
120,2024-01-01 00:45:00,5-5,117,1p_household
120,2024-01-01 00:45:00,5-6,119,1p_household
190,2024-01-01 00:45:00,5-4,192,2p_household
280,2024-01-01 00:45:00,1-0,277,4p_household
120,2024-01-01 00:45:00,1-1,120,1p_household
120,2024-01-01 00:45:00,1-3,115,1p_household
120,2024-01-01 00:45:00,1-4,116,1p_household
120,2024-01-01 00:45:00,1-5,120,1p_household
120,2024-01-01 00:45:00,1-7,121,1p_household
200,2024-01-01 00:45:00,1-2,202,2p_household
300,2024-01-01 00:45:00,1-6,295,3p_household
280,2024-01-01 00:45:00,13-1,289,3p_household
130,2024-01-01 00:45:00,13-9,125,1p_household
120,2024-01-01 00:45:00,13-0,124,1p_household
120,2024-01-01 00:45:00,13-3,118,1p_household
120,2024-01-01 00:45:00,13-4,116,1p_household
120,2024-01-01 00:45:00,13-5,116,1p_household
120,2024-01-01 00:45:00,13-6,117,1p_household
200,2024-01-01 00:45:00,13-2,195,2p_household
200,2024-01-01 00:45:00,13-7,199,2p_household
200,2024-01-01 00:45:00,13-8,202,2p_household
260,2024-01-01 01:00:00,2-0,265,3p_household
260,2024-01-01 01:00:00,2-7,265,3p_household
180,2024-01-01 01:00:00,2-1,175,2p_household
180,2024-01-01 01:00:00,2-5,177,2p_household
110,2024-01-01 01:00:00,2-2,105,1p_household
110,2024-01-01 01:00:00,2-3,106,1p_household
110,2024-01-01 01:00:00,2-4,107,1p_household
110,2024-01-01 01:00:00,2-6,110,1p_household
110,2024-01-01 01:00:00,2-8,112,1p_household
280,2024-01-01 01:00:00,10-1,274,4p_household
110,2024-01-01 01:00:00,10-0,107,1p_household
110,2024-01-01 01:00:00,10-2,107,1p_household
110,2024-01-01 01:00:00,10-3,105,1p_household
110,2024-01-01 01:00:00,10-4,114,1p_household
110,2024-01-01 01:00:00,10-5,113,1p_household
110,2024-01-01 01:00:00,10-6,111,1p_household
110,2024-01-01 01:00:00,10-7,111,1p_household
260,2024-01-01 01:00:00,10-8,262,3p_household
190,2024-01-01 01:00:00,10-9,186,2p_household
260,2024-01-01 01:00:00,5-1,254,4p_household
170,2024-01-01 01:00:00,5-2,174,2p_household
190,2024-01-01 01:00:00,5-0,187,2p_household
110,2024-01-01 01:00:00,5-3,112,1p_household
110,2024-01-01 01:00:00,5-5,109,1p_household
110,2024-01-01 01:00:00,5-6,113,1p_household
180,2024-01-01 01:00:00,5-4,181,2p_household
260,2024-01-01 01:00:00,1-0,252,4p_household
260,2024-01-01 01:00:00,1-6,262,3p_household
110,2024-01-01 01:00:00,1-1,113,1p_household
110,2024-01-01 01:00:00,1-3,111,1p_household
110,2024-01-01 01:00:00,1-4,110,1p_household
110,2024-01-01 01:00:00,1-5,108,1p_household
110,2024-01-01 01:00:00,1-7,108,1p_household
180,2024-01-01 01:00:00,1-2,182,2p_household
260,2024-01-01 01:00:00,13-1,257,3p_household
120,2024-01-01 01:00:00,13-5,115,1p_household
110,2024-01-01 01:00:00,13-0,114,1p_household
110,2024-01-01 01:00:00,13-3,109,1p_household
110,2024-01-01 01:00:00,13-4,113,1p_household
110,2024-01-01 01:00:00,13-6,111,1p_household
110,2024-01-01 01:00:00,13-9,109,1p_household
190,2024-01-01 01:00:00,13-2,187,2p_household
190,2024-01-01 01:00:00,13-8,188,2p_household
180,2024-01-01 01:00:00,13-7,183,2p_household
170,2024-01-01 01:15:00,2-1,171,2p_household
170,2024-01-01 01:15:00,2-5,170,2p_household
260,2024-01-01 01:15:00,2-7,250,3p_household
240,2024-01-01 01:15:00,2-0,246,3p_household
110,2024-01-01 01:15:00,2-6,106,1p_household
95,2024-01-01 01:15:00,2-2,97,1p_household
100,2024-01-01 01:15:00,2-3,103,1p_household
100,2024-01-01 01:15:00,2-4,101,1p_household
100,2024-01-01 01:15:00,2-8,103,1p_household
240,2024-01-01 01:15:00,10-1,241,4p_household
240,2024-01-01 01:15:00,10-8,248,3p_household
100,2024-01-01 01:15:00,10-0,103,1p_household
100,2024-01-01 01:15:00,10-2,99,1p_household
100,2024-01-01 01:15:00,10-3,102,1p_household
100,2024-01-01 01:15:00,10-4,104,1p_household
100,2024-01-01 01:15:00,10-5,98,1p_household
100,2024-01-01 01:15:00,10-6,100,1p_household
100,2024-01-01 01:15:00,10-7,99,1p_household
180,2024-01-01 01:15:00,10-9,176,2p_household
260,2024-01-01 01:15:00,5-1,255,4p_household
160,2024-01-01 01:15:00,5-2,164,2p_household
160,2024-01-01 01:15:00,5-4,160,2p_household
110,2024-01-01 01:15:00,5-6,105,1p_household
180,2024-01-01 01:15:00,5-0,175,2p_household
100,2024-01-01 01:15:00,5-3,104,1p_household
100,2024-01-01 01:15:00,5-5,100,1p_household
240,2024-01-01 01:15:00,1-0,249,4p_household
240,2024-01-01 01:15:00,1-6,241,3p_household
180,2024-01-01 01:15:00,1-2,176,2p_household
100,2024-01-01 01:15:00,1-1,98,1p_household
100,2024-01-01 01:15:00,1-4,102,1p_household
100,2024-01-01 01:15:00,1-5,99,1p_household
100,2024-01-01 01:15:00,1-7,99,1p_household
95,2024-01-01 01:15:00,1-3,97,1p_household
260,2024-01-01 01:15:00,13-1,252,3p_household
110,2024-01-01 01:15:00,13-9,105,1p_household
180,2024-01-01 01:15:00,13-2,176,2p_household
95,2024-01-01 01:15:00,13-0,97,1p_household
95,2024-01-01 01:15:00,13-4,97,1p_household
95,2024-01-01 01:15:00,13-5,97,1p_household
100,2024-01-01 01:15:00,13-3,98,1p_household
100,2024-01-01 01:15:00,13-6,101,1p_household
170,2024-01-01 01:15:00,13-7,170,2p_household
170,2024-01-01 01:15:00,13-8,172,2p_household
160,2024-01-01 01:30:00,2-1,163,2p_household
160,2024-01-01 01:30:00,2-5,155,2p_household
220,2024-01-01 01:30:00,2-0,228,3p_household
220,2024-01-01 01:30:00,2-7,227,3p_household
95,2024-01-01 01:30:00,2-2,94,1p_household
95,2024-01-01 01:30:00,2-6,97,1p_household
95,2024-01-01 01:30:00,2-8,96,1p_household
100,2024-01-01 01:30:00,2-4,99,1p_household
90,2024-01-01 01:30:00,2-3,91,1p_household
150,2024-01-01 01:30:00,10-9,151,2p_household
240,2024-01-01 01:30:00,10-1,230,4p_household
220,2024-01-01 01:30:00,10-8,226,3p_household
100,2024-01-01 01:30:00,10-5,100,1p_household
90,2024-01-01 01:30:00,10-0,91,1p_household
90,2024-01-01 01:30:00,10-2,92,1p_household
90,2024-01-01 01:30:00,10-6,92,1p_household
95,2024-01-01 01:30:00,10-3,97,1p_household
95,2024-01-01 01:30:00,10-4,93,1p_household
95,2024-01-01 01:30:00,10-7,95,1p_household
160,2024-01-01 01:30:00,5-4,159,2p_household
170,2024-01-01 01:30:00,5-2,166,2p_household
240,2024-01-01 01:30:00,5-1,240,4p_household
150,2024-01-01 01:30:00,5-0,152,2p_household
100,2024-01-01 01:30:00,5-3,98,1p_household
100,2024-01-01 01:30:00,5-6,100,1p_household
95,2024-01-01 01:30:00,5-5,94,1p_household
160,2024-01-01 01:30:00,1-2,163,2p_household
240,2024-01-01 01:30:00,1-0,240,4p_household
240,2024-01-01 01:30:00,1-6,231,3p_household
100,2024-01-01 01:30:00,1-1,100,1p_household
100,2024-01-01 01:30:00,1-4,98,1p_household
100,2024-01-01 01:30:00,1-7,98,1p_household
95,2024-01-01 01:30:00,1-5,97,1p_household
90,2024-01-01 01:30:00,1-3,92,1p_household
160,2024-01-01 01:30:00,13-8,157,2p_household
150,2024-01-01 01:30:00,13-2,154,2p_household
240,2024-01-01 01:30:00,13-1,240,3p_household
95,2024-01-01 01:30:00,13-5,94,1p_household
95,2024-01-01 01:30:00,13-9,94,1p_household
100,2024-01-01 01:30:00,13-3,98,1p_household
100,2024-01-01 01:30:00,13-0,100,1p_household
170,2024-01-01 01:30:00,13-7,166,2p_household
90,2024-01-01 01:30:00,13-4,91,1p_household
90,2024-01-01 01:30:00,13-6,92,1p_household
150,2024-01-01 01:45:00,2-1,154,2p_household
150,2024-01-01 01:45:00,2-5,154,2p_household
220,2024-01-01 01:45:00,2-0,222,3p_household
220,2024-01-01 01:45:00,2-7,212,3p_household
95,2024-01-01 01:45:00,2-2,96,1p_household
95,2024-01-01 01:45:00,2-4,95,1p_household
90,2024-01-01 01:45:00,2-3,91,1p_household
90,2024-01-01 01:45:00,2-6,90,1p_household
90,2024-01-01 01:45:00,2-8,92,1p_household
160,2024-01-01 01:45:00,10-9,156,2p_household
220,2024-01-01 01:45:00,10-8,227,3p_household
220,2024-01-01 01:45:00,10-1,219,4p_household
90,2024-01-01 01:45:00,10-2,89,1p_household
90,2024-01-01 01:45:00,10-6,91,1p_household
90,2024-01-01 01:45:00,10-3,90,1p_household
90,2024-01-01 01:45:00,10-5,90,1p_household
90,2024-01-01 01:45:00,10-7,91,1p_household
95,2024-01-01 01:45:00,10-4,95,1p_household
95,2024-01-01 01:45:00,10-0,94,1p_household
150,2024-01-01 01:45:00,5-0,151,2p_household
150,2024-01-01 01:45:00,5-2,149,2p_household
150,2024-01-01 01:45:00,5-4,145,2p_household
220,2024-01-01 01:45:00,5-1,221,4p_household
95,2024-01-01 01:45:00,5-5,96,1p_household
95,2024-01-01 01:45:00,5-3,95,1p_household
90,2024-01-01 01:45:00,5-6,90,1p_household
150,2024-01-01 01:45:00,1-2,148,2p_household
220,2024-01-01 01:45:00,1-0,227,4p_household
220,2024-01-01 01:45:00,1-6,225,3p_household
95,2024-01-01 01:45:00,1-3,96,1p_household
95,2024-01-01 01:45:00,1-4,94,1p_household
90,2024-01-01 01:45:00,1-1,89,1p_household
90,2024-01-01 01:45:00,1-5,89,1p_household
90,2024-01-01 01:45:00,1-7,88,1p_household
160,2024-01-01 01:45:00,13-2,157,2p_household
150,2024-01-01 01:45:00,13-7,148,2p_household
150,2024-01-01 01:45:00,13-8,150,2p_household
220,2024-01-01 01:45:00,13-1,226,3p_household
90,2024-01-01 01:45:00,13-4,88,1p_household
90,2024-01-01 01:45:00,13-6,92,1p_household
90,2024-01-01 01:45:00,13-0,90,1p_household
90,2024-01-01 01:45:00,13-3,89,1p_household
90,2024-01-01 01:45:00,13-5,90,1p_household
90,2024-01-01 01:45:00,13-9,90,1p_household
150,2024-01-01 02:00:00,2-1,147,2p_household
150,2024-01-01 02:00:00,2-5,147,2p_household
220,2024-01-01 02:00:00,2-0,221,3p_household
220,2024-01-01 02:00:00,2-7,220,3p_household
90,2024-01-01 02:00:00,2-3,92,1p_household
90,2024-01-01 02:00:00,2-6,92,1p_household
90,2024-01-01 02:00:00,2-8,91,1p_household
90,2024-01-01 02:00:00,2-2,89,1p_household
85,2024-01-01 02:00:00,2-4,87,1p_household
140,2024-01-01 02:00:00,10-9,141,2p_household
220,2024-01-01 02:00:00,10-8,214,3p_household
220,2024-01-01 02:00:00,10-1,220,4p_household
90,2024-01-01 02:00:00,10-0,88,1p_household
90,2024-01-01 02:00:00,10-6,91,1p_household
90,2024-01-01 02:00:00,10-3,91,1p_household
90,2024-01-01 02:00:00,10-5,92,1p_household
90,2024-01-01 02:00:00,10-7,88,1p_household
90,2024-01-01 02:00:00,10-4,88,1p_household
85,2024-01-01 02:00:00,10-2,85,1p_household
160,2024-01-01 02:00:00,5-4,155,2p_household
150,2024-01-01 02:00:00,5-0,152,2p_household
150,2024-01-01 02:00:00,5-2,152,2p_household
220,2024-01-01 02:00:00,5-1,219,4p_household
90,2024-01-01 02:00:00,5-5,91,1p_household
85,2024-01-01 02:00:00,5-3,87,1p_household
85,2024-01-01 02:00:00,5-6,87,1p_household
220,2024-01-01 02:00:00,1-0,217,4p_household
220,2024-01-01 02:00:00,1-6,219,3p_household
95,2024-01-01 02:00:00,1-1,93,1p_household
95,2024-01-01 02:00:00,1-7,93,1p_household
90,2024-01-01 02:00:00,1-3,90,1p_household
90,2024-01-01 02:00:00,1-4,89,1p_household
140,2024-01-01 02:00:00,1-2,142,2p_household
85,2024-01-01 02:00:00,1-5,85,1p_household
140,2024-01-01 02:00:00,13-2,141,2p_household
140,2024-01-01 02:00:00,13-7,143,2p_household
150,2024-01-01 02:00:00,13-8,153,2p_household
220,2024-01-01 02:00:00,13-1,220,3p_household
90,2024-01-01 02:00:00,13-4,89,1p_household
90,2024-01-01 02:00:00,13-6,90,1p_household
90,2024-01-01 02:00:00,13-0,91,1p_household
90,2024-01-01 02:00:00,13-3,88,1p_household
90,2024-01-01 02:00:00,13-5,92,1p_household
90,2024-01-01 02:00:00,13-9,92,1p_household
220,2024-01-01 02:15:00,2-0,221,3p_household
220,2024-01-01 02:15:00,2-7,213,3p_household
140,2024-01-01 02:15:00,2-1,142,2p_household
140,2024-01-01 02:15:00,2-5,139,2p_household
90,2024-01-01 02:15:00,2-6,92,1p_household
90,2024-01-01 02:15:00,2-8,90,1p_household
90,2024-01-01 02:15:00,2-4,89,1p_household
85,2024-01-01 02:15:00,2-2,84,1p_household
85,2024-01-01 02:15:00,2-3,85,1p_household
140,2024-01-01 02:15:00,10-9,140,2p_household
220,2024-01-01 02:15:00,10-8,217,3p_household
220,2024-01-01 02:15:00,10-1,222,4p_household
90,2024-01-01 02:15:00,10-0,89,1p_household
90,2024-01-01 02:15:00,10-2,88,1p_household
90,2024-01-01 02:15:00,10-6,89,1p_household
90,2024-01-01 02:15:00,10-3,91,1p_household
90,2024-01-01 02:15:00,10-5,90,1p_household
85,2024-01-01 02:15:00,10-4,85,1p_household
85,2024-01-01 02:15:00,10-7,84,1p_household
140,2024-01-01 02:15:00,5-2,142,2p_household
140,2024-01-01 02:15:00,5-4,144,2p_household
150,2024-01-01 02:15:00,5-0,152,2p_household
220,2024-01-01 02:15:00,5-1,219,4p_household
90,2024-01-01 02:15:00,5-3,89,1p_household
85,2024-01-01 02:15:00,5-6,86,1p_household
85,2024-01-01 02:15:00,5-5,85,1p_household
150,2024-01-01 02:15:00,1-2,148,2p_household
220,2024-01-01 02:15:00,1-6,211,3p_household
200,2024-01-01 02:15:00,1-0,206,4p_household
90,2024-01-01 02:15:00,1-5,91,1p_household
90,2024-01-01 02:15:00,1-7,91,1p_household
85,2024-01-01 02:15:00,1-1,87,1p_household
85,2024-01-01 02:15:00,1-3,86,1p_household
85,2024-01-01 02:15:00,1-4,84,1p_household
140,2024-01-01 02:15:00,13-2,139,2p_household
150,2024-01-01 02:15:00,13-7,148,2p_household
150,2024-01-01 02:15:00,13-8,149,2p_household
200,2024-01-01 02:15:00,13-1,208,3p_household
90,2024-01-01 02:15:00,13-4,90,1p_household
90,2024-01-01 02:15:00,13-0,92,1p_household
90,2024-01-01 02:15:00,13-5,91,1p_household
85,2024-01-01 02:15:00,13-3,84,1p_household
85,2024-01-01 02:15:00,13-6,85,1p_household
85,2024-01-01 02:15:00,13-9,87,1p_household
220,2024-01-01 02:30:00,2-0,213,3p_household
140,2024-01-01 02:30:00,2-1,137,2p_household
140,2024-01-01 02:30:00,2-5,142,2p_household
200,2024-01-01 02:30:00,2-7,204,3p_household
90,2024-01-01 02:30:00,2-2,91,1p_household
85,2024-01-01 02:30:00,2-4,85,1p_household
85,2024-01-01 02:30:00,2-3,83,1p_household
85,2024-01-01 02:30:00,2-6,85,1p_household
85,2024-01-01 02:30:00,2-8,83,1p_household
140,2024-01-01 02:30:00,10-9,142,2p_household
200,2024-01-01 02:30:00,10-1,201,4p_household
200,2024-01-01 02:30:00,10-8,202,3p_household
90,2024-01-01 02:30:00,10-2,91,1p_household
90,2024-01-01 02:30:00,10-6,91,1p_household
90,2024-01-01 02:30:00,10-3,88,1p_household
90,2024-01-01 02:30:00,10-5,90,1p_household
85,2024-01-01 02:30:00,10-4,87,1p_household
85,2024-01-01 02:30:00,10-7,84,1p_household
85,2024-01-01 02:30:00,10-0,83,1p_household
150,2024-01-01 02:30:00,5-0,146,2p_household
150,2024-01-01 02:30:00,5-2,148,2p_household
150,2024-01-01 02:30:00,5-4,147,2p_household
220,2024-01-01 02:30:00,5-1,215,4p_household
90,2024-01-01 02:30:00,5-3,89,1p_household
85,2024-01-01 02:30:00,5-6,83,1p_household
85,2024-01-01 02:30:00,5-5,87,1p_household
150,2024-01-01 02:30:00,1-2,145,2p_household
200,2024-01-01 02:30:00,1-0,205,4p_household
200,2024-01-01 02:30:00,1-6,207,3p_household
90,2024-01-01 02:30:00,1-1,90,1p_household
90,2024-01-01 02:30:00,1-5,89,1p_household
90,2024-01-01 02:30:00,1-4,90,1p_household
85,2024-01-01 02:30:00,1-3,86,1p_household
85,2024-01-01 02:30:00,1-7,86,1p_household
140,2024-01-01 02:30:00,13-2,141,2p_household
140,2024-01-01 02:30:00,13-7,137,2p_household
150,2024-01-01 02:30:00,13-8,150,2p_household
200,2024-01-01 02:30:00,13-1,208,3p_household
85,2024-01-01 02:30:00,13-3,83,1p_household
85,2024-01-01 02:30:00,13-6,84,1p_household
85,2024-01-01 02:30:00,13-9,83,1p_household
85,2024-01-01 02:30:00,13-0,87,1p_household
85,2024-01-01 02:30:00,13-4,86,1p_household
85,2024-01-01 02:30:00,13-5,87,1p_household
150,2024-01-01 02:45:00,2-1,148,2p_household
150,2024-01-01 02:45:00,2-5,145,2p_household
220,2024-01-01 02:45:00,2-0,212,3p_household
220,2024-01-01 02:45:00,2-7,211,3p_household
90,2024-01-01 02:45:00,2-3,89,1p_household
90,2024-01-01 02:45:00,2-6,88,1p_household
85,2024-01-01 02:45:00,2-4,85,1p_household
85,2024-01-01 02:45:00,2-8,86,1p_household
80,2024-01-01 02:45:00,2-2,82,1p_household
140,2024-01-01 02:45:00,10-9,144,2p_household
200,2024-01-01 02:45:00,10-1,205,4p_household
200,2024-01-01 02:45:00,10-8,198,3p_household
90,2024-01-01 02:45:00,10-6,89,1p_household
85,2024-01-01 02:45:00,10-2,84,1p_household
85,2024-01-01 02:45:00,10-7,84,1p_household
85,2024-01-01 02:45:00,10-0,86,1p_household
85,2024-01-01 02:45:00,10-3,86,1p_household
80,2024-01-01 02:45:00,10-4,82,1p_household
80,2024-01-01 02:45:00,10-5,82,1p_household
140,2024-01-01 02:45:00,5-2,140,2p_household
140,2024-01-01 02:45:00,5-4,143,2p_household
140,2024-01-01 02:45:00,5-0,136,2p_household
220,2024-01-01 02:45:00,5-1,215,4p_household
85,2024-01-01 02:45:00,5-3,85,1p_household
85,2024-01-01 02:45:00,5-5,87,1p_household
80,2024-01-01 02:45:00,5-6,82,1p_household
220,2024-01-01 02:45:00,1-0,216,4p_household
200,2024-01-01 02:45:00,1-6,198,3p_household
140,2024-01-01 02:45:00,1-2,137,2p_household
85,2024-01-01 02:45:00,1-5,83,1p_household
85,2024-01-01 02:45:00,1-1,83,1p_household
85,2024-01-01 02:45:00,1-3,87,1p_household
85,2024-01-01 02:45:00,1-7,83,1p_household
80,2024-01-01 02:45:00,1-4,82,1p_household
140,2024-01-01 02:45:00,13-2,137,2p_household
150,2024-01-01 02:45:00,13-7,145,2p_household
150,2024-01-01 02:45:00,13-8,148,2p_household
220,2024-01-01 02:45:00,13-1,213,3p_household
90,2024-01-01 02:45:00,13-4,89,1p_household
90,2024-01-01 02:45:00,13-3,89,1p_household
90,2024-01-01 02:45:00,13-9,88,1p_household
85,2024-01-01 02:45:00,13-6,87,1p_household
85,2024-01-01 02:45:00,13-0,85,1p_household
85,2024-01-01 02:45:00,13-5,83,1p_household
220,2024-01-01 03:00:00,2-0,212,3p_household
140,2024-01-01 03:00:00,2-1,138,2p_household
140,2024-01-01 03:00:00,2-5,144,2p_household
200,2024-01-01 03:00:00,2-7,201,3p_household
85,2024-01-01 03:00:00,2-4,84,1p_household
85,2024-01-01 03:00:00,2-2,85,1p_household
85,2024-01-01 03:00:00,2-3,84,1p_household
