msg_count_gwgw,11232,,,
130,2024-01-01 00:30:00,7-5,131,1p_household
130,2024-01-01 00:30:00,7-7,132,1p_household
140,2024-01-01 00:30:00,7-2,139,1p_household
140,2024-01-01 00:30:00,7-6,135,1p_household
320,2024-01-01 00:30:00,7-9,312,4p_household
320,2024-01-01 00:30:00,7-10,325,4p_household
140,2024-01-01 00:30:00,9-1,135,1p_household
140,2024-01-01 00:30:00,9-3,137,1p_household
140,2024-01-01 00:30:00,9-9,139,1p_household
140,2024-01-01 00:30:00,9-10,139,1p_household
130,2024-01-01 00:30:00,9-4,133,1p_household
130,2024-01-01 00:30:00,9-8,131,1p_household
320,2024-01-01 00:30:00,9-5,317,4p_household
320,2024-01-01 00:30:00,9-7,321,3p_household
280,2024-01-01 00:45:00,1-8,278,3p_household
1040,2024-01-01 00:45:00,1-4,1019,store
120,2024-01-01 00:45:00,1-0,123,1p_household
120,2024-01-01 00:45:00,1-3,117,1p_household
120,2024-01-01 00:45:00,1-7,123,1p_household
300,2024-01-01 00:45:00,1-1,303,4p_household
130,2024-01-01 00:45:00,6-0,126,1p_household
200,2024-01-01 00:45:00,6-5,209,2p_household
200,2024-01-01 00:45:00,6-6,204,2p_household
280,2024-01-01 00:45:00,7-10,279,4p_household
130,2024-01-01 00:45:00,7-5,125,1p_household
130,2024-01-01 00:45:00,7-7,126,1p_household
190,2024-01-01 00:45:00,7-0,193,2p_household
190,2024-01-01 00:45:00,7-8,192,2p_household
120,2024-01-01 00:45:00,7-2,120,1p_household
120,2024-01-01 00:45:00,9-1,117,1p_household
120,2024-01-01 00:45:00,9-3,116,1p_household
120,2024-01-01 00:45:00,9-10,124,1p_household
300,2024-01-01 00:45:00,9-5,290,4p_household
130,2024-01-01 00:45:00,10-4,126,1p_household
190,2024-01-01 00:45:00,10-0,191,2p_household
190,2024-01-01 00:45:00,10-8,190,2p_household
190,2024-01-01 00:45:00,10-10,193,2p_household
120,2024-01-01 00:45:00,10-1,119,1p_household
120,2024-01-01 00:45:00,10-2,116,1p_household
120,2024-01-01 00:45:00,10-7,115,1p_household
200,2024-01-01 00:45:00,10-11,200,2p_household
1200,2024-01-01 00:45:00,1-2,1239,restaurant
200,2024-01-01 00:45:00,1-5,204,2p_household
200,2024-01-01 00:45:00,1-6,195,2p_household
200,2024-01-01 00:45:00,1-9,201,2p_household
280,2024-01-01 00:45:00,6-3,278,3p_household
130,2024-01-01 00:45:00,6-4,125,1p_household
200,2024-01-01 00:45:00,6-1,205,2p_household
120,2024-01-01 00:45:00,6-2,122,1p_household
120,2024-01-01 00:45:00,7-1,121,1p_household
120,2024-01-01 00:45:00,7-3,115,1p_household
120,2024-01-01 00:45:00,7-4,122,1p_household
120,2024-01-01 00:45:00,7-6,119,1p_household
300,2024-01-01 00:45:00,7-9,300,4p_household
280,2024-01-01 00:45:00,9-7,288,3p_household
130,2024-01-01 00:45:00,9-0,125,1p_household
130,2024-01-01 00:45:00,9-8,126,1p_household
120,2024-01-01 00:45:00,9-4,117,1p_household
120,2024-01-01 00:45:00,9-9,122,1p_household
300,2024-01-01 00:45:00,9-2,293,3p_household
190,2024-01-01 00:45:00,9-6,193,2p_household
120,2024-01-01 00:45:00,10-5,118,1p_household
120,2024-01-01 00:45:00,10-6,124,1p_household
120,2024-01-01 00:45:00,10-9,120,1p_household
120,2024-01-01 00:45:00,10-12,116,1p_household
300,2024-01-01 00:45:00,10-3,293,3p_household
110,2024-01-01 01:00:00,6-0,114,1p_household
110,2024-01-01 01:00:00,6-2,113,1p_household
190,2024-01-01 01:00:00,6-5,185,2p_household
190,2024-01-01 01:00:00,6-6,188,2p_household
280,2024-01-01 01:00:00,7-9,276,4p_household
120,2024-01-01 01:00:00,7-4,115,1p_household
180,2024-01-01 01:00:00,7-0,175,2p_household
180,2024-01-01 01:00:00,7-8,180,2p_household
110,2024-01-01 01:00:00,7-1,105,1p_household
110,2024-01-01 01:00:00,7-3,109,1p_household
110,2024-01-01 01:00:00,7-5,113,1p_household
260,2024-01-01 01:00:00,9-5,264,4p_household
120,2024-01-01 01:00:00,9-4,115,1p_household
110,2024-01-01 01:00:00,9-0,107,1p_household
110,2024-01-01 01:00:00,9-1,106,1p_household
110,2024-01-01 01:00:00,9-8,109,1p_household
110,2024-01-01 01:00:00,9-9,109,1p_household
110,2024-01-01 01:00:00,9-10,109,1p_household
180,2024-01-01 01:00:00,9-6,181,2p_household
260,2024-01-01 01:00:00,10-3,255,3p_household
190,2024-01-01 01:00:00,10-10,185,2p_household
180,2024-01-01 01:00:00,10-8,176,2p_household
180,2024-01-01 01:00:00,10-11,178,2p_household
110,2024-01-01 01:00:00,10-2,108,1p_household
110,2024-01-01 01:00:00,10-4,110,1p_household
110,2024-01-01 01:00:00,10-6,111,1p_household
110,2024-01-01 01:00:00,10-7,107,1p_household
280,2024-01-01 01:00:00,1-1,273,4p_household
1040,2024-01-01 01:00:00,1-4,1004,store
1040,2024-01-01 01:00:00,1-2,1033,restaurant
110,2024-01-01 01:00:00,1-3,108,1p_household
190,2024-01-01 01:00:00,1-6,187,2p_household
260,2024-01-01 01:00:00,6-3,266,3p_household
110,2024-01-01 01:00:00,6-4,114,1p_household
180,2024-01-01 01:00:00,6-1,176,2p_household
260,2024-01-01 01:00:00,7-10,267,4p_household
120,2024-01-01 01:00:00,7-6,115,1p_household
110,2024-01-01 01:00:00,7-2,106,1p_household
110,2024-01-01 01:00:00,7-7,110,1p_household
280,2024-01-01 01:00:00,9-2,273,3p_household
260,2024-01-01 01:00:00,9-7,266,3p_household
110,2024-01-01 01:00:00,9-3,112,1p_household
180,2024-01-01 01:00:00,10-0,182,2p_household
110,2024-01-01 01:00:00,10-1,106,1p_household
110,2024-01-01 01:00:00,10-5,107,1p_household
110,2024-01-01 01:00:00,10-9,111,1p_household
110,2024-01-01 01:00:00,10-12,111,1p_household
260,2024-01-01 01:00:00,1-8,265,3p_household
110,2024-01-01 01:00:00,1-0,108,1p_household
110,2024-01-01 01:00:00,1-7,114,1p_household
180,2024-01-01 01:00:00,1-5,183,2p_household
180,2024-01-01 01:00:00,1-9,184,2p_household
170,2024-01-01 01:15:00,7-8,170,2p_household
160,2024-01-01 01:15:00,7-0,162,2p_household
110,2024-01-01 01:15:00,7-6,105,1p_household
100,2024-01-01 01:15:00,7-2,100,1p_household
100,2024-01-01 01:15:00,7-3,101,1p_household
100,2024-01-01 01:15:00,7-7,100,1p_household
260,2024-01-01 01:15:00,9-7,254,3p_household
110,2024-01-01 01:15:00,9-9,105,1p_household
100,2024-01-01 01:15:00,9-0,100,1p_household
95,2024-01-01 01:15:00,9-1,97,1p_household
110,2024-01-01 01:15:00,10-5,105,1p_household
95,2024-01-01 01:15:00,10-1,97,1p_household
95,2024-01-01 01:15:00,10-9,97,1p_household
100,2024-01-01 01:15:00,10-4,104,1p_household
170,2024-01-01 01:15:00,1-5,168,2p_household
240,2024-01-01 01:15:00,1-8,235,3p_household
100,2024-01-01 01:15:00,1-0,100,1p_household
160,2024-01-01 01:15:00,6-5,164,2p_household
170,2024-01-01 01:15:00,6-6,167,2p_household
260,2024-01-01 01:15:00,6-3,252,3p_household
110,2024-01-01 01:15:00,6-2,105,1p_household
100,2024-01-01 01:15:00,6-0,101,1p_household
240,2024-01-01 01:15:00,7-9,236,4p_household
240,2024-01-01 01:15:00,7-10,247,4p_household
110,2024-01-01 01:15:00,7-1,106,1p_household
100,2024-01-01 01:15:00,7-4,100,1p_household
95,2024-01-01 01:15:00,7-5,97,1p_household
170,2024-01-01 01:15:00,9-6,169,2p_household
260,2024-01-01 01:15:00,9-2,250,3p_household
100,2024-01-01 01:15:00,9-3,101,1p_household
100,2024-01-01 01:15:00,9-4,103,1p_household
100,2024-01-01 01:15:00,9-8,100,1p_household
100,2024-01-01 01:15:00,9-10,99,1p_household
240,2024-01-01 01:15:00,9-5,235,4p_household
160,2024-01-01 01:15:00,10-8,163,2p_household
160,2024-01-01 01:15:00,10-10,161,2p_household
170,2024-01-01 01:15:00,10-11,168,2p_household
240,2024-01-01 01:15:00,10-3,249,3p_household
180,2024-01-01 01:15:00,10-0,176,2p_household
95,2024-01-01 01:15:00,10-2,97,1p_household
100,2024-01-01 01:15:00,10-6,100,1p_household
100,2024-01-01 01:15:00,10-7,100,1p_household
100,2024-01-01 01:15:00,10-12,100,1p_household
170,2024-01-01 01:15:00,1-6,171,2p_household
170,2024-01-01 01:15:00,1-9,174,2p_household
240,2024-01-01 01:15:00,1-1,243,4p_household
1040,2024-01-01 01:15:00,1-4,1064,store
110,2024-01-01 01:15:00,1-7,105,1p_household
100,2024-01-01 01:15:00,1-3,102,1p_household
960,2024-01-01 01:15:00,1-2,932,restaurant
170,2024-01-01 01:15:00,6-1,166,2p_household
100,2024-01-01 01:15:00,6-4,103,1p_household
220,2024-01-01 01:30:00,9-5,220,4p_household
95,2024-01-01 01:30:00,9-0,97,1p_household
95,2024-01-01 01:30:00,9-9,95,1p_household
95,2024-01-01 01:30:00,9-10,95,1p_household
240,2024-01-01 01:30:00,9-7,241,3p_household
90,2024-01-01 01:30:00,9-8,92,1p_household
160,2024-01-01 01:30:00,10-8,162,2p_household
160,2024-01-01 01:30:00,10-10,163,2p_household
160,2024-01-01 01:30:00,10-0,162,2p_household
160,2024-01-01 01:30:00,10-11,163,2p_household
95,2024-01-01 01:30:00,10-2,93,1p_household
90,2024-01-01 01:30:00,10-1,91,1p_household
1040,2024-01-01 01:30:00,1-4,1077,store
100,2024-01-01 01:30:00,1-3,98,1p_household
100,2024-01-01 01:30:00,1-7,100,1p_household
160,2024-01-01 01:30:00,1-5,157,2p_household
160,2024-01-01 01:30:00,1-6,164,2p_household
160,2024-01-01 01:30:00,6-1,155,2p_household
150,2024-01-01 01:30:00,6-6,152,2p_household
240,2024-01-01 01:30:00,6-3,239,3p_household
100,2024-01-01 01:30:00,6-4,98,1p_household
160,2024-01-01 01:30:00,7-0,157,2p_household
240,2024-01-01 01:30:00,7-9,235,4p_household
100,2024-01-01 01:30:00,7-2,98,1p_household
95,2024-01-01 01:30:00,7-5,96,1p_household
90,2024-01-01 01:30:00,7-7,92,1p_household
170,2024-01-01 01:30:00,9-6,165,2p_household
100,2024-01-01 01:30:00,9-4,98,1p_household
95,2024-01-01 01:30:00,9-1,95,1p_household
240,2024-01-01 01:30:00,9-2,242,3p_household
90,2024-01-01 01:30:00,9-3,92,1p_household
220,2024-01-01 01:30:00,10-3,225,3p_household
95,2024-01-01 01:30:00,10-4,94,1p_household
95,2024-01-01 01:30:00,10-5,97,1p_household
95,2024-01-01 01:30:00,10-12,97,1p_household
100,2024-01-01 01:30:00,10-7,100,1p_household
100,2024-01-01 01:30:00,10-9,98,1p_household
90,2024-01-01 01:30:00,10-6,92,1p_household
240,2024-01-01 01:30:00,1-1,240,4p_household
220,2024-01-01 01:30:00,1-8,226,3p_household
95,2024-01-01 01:30:00,1-0,95,1p_household
880,2024-01-01 01:30:00,1-2,858,restaurant
160,2024-01-01 01:30:00,1-9,161,2p_household
160,2024-01-01 01:30:00,6-5,156,2p_household
100,2024-01-01 01:30:00,6-2,99,1p_household
95,2024-01-01 01:30:00,6-0,97,1p_household
170,2024-01-01 01:30:00,7-8,166,2p_household
220,2024-01-01 01:30:00,7-10,223,4p_household
100,2024-01-01 01:30:00,7-6,99,1p_household
95,2024-01-01 01:30:00,7-1,93,1p_household
95,2024-01-01 01:30:00,7-3,93,1p_household
95,2024-01-01 01:30:00,7-4,93,1p_household
240,2024-01-01 01:45:00,10-3,232,3p_household
150,2024-01-01 01:45:00,10-8,153,2p_household
95,2024-01-01 01:45:00,10-4,94,1p_household
95,2024-01-01 01:45:00,10-5,96,1p_household
90,2024-01-01 01:45:00,10-6,92,1p_household
90,2024-01-01 01:45:00,10-2,90,1p_household
90,2024-01-01 01:45:00,10-9,91,1p_household
90,2024-01-01 01:45:00,10-12,90,1p_household
150,2024-01-01 01:45:00,1-9,147,2p_household
1040,2024-01-01 01:45:00,1-4,1009,store
220,2024-01-01 01:45:00,1-8,225,3p_household
220,2024-01-01 01:45:00,1-1,213,4p_household
95,2024-01-01 01:45:00,1-0,96,1p_household
95,2024-01-01 01:45:00,1-7,96,1p_household
160,2024-01-01 01:45:00,6-6,159,2p_household
150,2024-01-01 01:45:00,6-1,148,2p_household
150,2024-01-01 01:45:00,6-5,149,2p_household
220,2024-01-01 01:45:00,6-3,219,3p_household
90,2024-01-01 01:45:00,6-2,92,1p_household
150,2024-01-01 01:45:00,7-0,145,2p_household
95,2024-01-01 01:45:00,7-3,93,1p_household
90,2024-01-01 01:45:00,7-2,88,1p_household
220,2024-01-01 01:45:00,9-2,224,3p_household
95,2024-01-01 01:45:00,9-1,95,1p_household
95,2024-01-01 01:45:00,9-9,94,1p_household
95,2024-01-01 01:45:00,9-4,96,1p_household
90,2024-01-01 01:45:00,9-8,92,1p_household
150,2024-01-01 01:45:00,10-0,147,2p_household
150,2024-01-01 01:45:00,10-10,146,2p_household
150,2024-01-01 01:45:00,10-11,146,2p_household
90,2024-01-01 01:45:00,10-1,92,1p_household
90,2024-01-01 01:45:00,10-7,90,1p_household
150,2024-01-01 01:45:00,1-6,149,2p_household
95,2024-01-01 01:45:00,1-3,96,1p_household
160,2024-01-01 01:45:00,1-5,157,2p_household
800,2024-01-01 01:45:00,1-2,810,restaurant
95,2024-01-01 01:45:00,6-0,94,1p_household
90,2024-01-01 01:45:00,6-4,90,1p_household
150,2024-01-01 01:45:00,7-8,153,2p_household
220,2024-01-01 01:45:00,7-10,211,4p_household
220,2024-01-01 01:45:00,7-9,226,4p_household
90,2024-01-01 01:45:00,7-7,89,1p_household
90,2024-01-01 01:45:00,7-1,89,1p_household
90,2024-01-01 01:45:00,7-4,89,1p_household
90,2024-01-01 01:45:00,7-5,91,1p_household
90,2024-01-01 01:45:00,7-6,89,1p_household
150,2024-01-01 01:45:00,9-6,149,2p_household
220,2024-01-01 01:45:00,9-5,215,4p_household
220,2024-01-01 01:45:00,9-7,217,3p_household
90,2024-01-01 01:45:00,9-3,88,1p_household
90,2024-01-01 01:45:00,9-0,91,1p_household
90,2024-01-01 01:45:00,9-10,91,1p_household
1040,2024-01-01 02:00:00,1-4,1009,store
720,2024-01-01 02:00:00,1-2,716,restaurant
90,2024-01-01 02:00:00,1-7,90,1p_household
220,2024-01-01 02:00:00,6-3,221,3p_household
90,2024-01-01 02:00:00,6-4,88,1p_household
90,2024-01-01 02:00:00,6-0,88,1p_household
150,2024-01-01 02:00:00,7-0,152,2p_household
140,2024-01-01 02:00:00,7-8,142,2p_household
220,2024-01-01 02:00:00,7-10,216,4p_household
220,2024-01-01 02:00:00,7-9,211,4p_household
90,2024-01-01 02:00:00,7-3,92,1p_household
85,2024-01-01 02:00:00,7-4,87,1p_household
85,2024-01-01 02:00:00,7-5,87,1p_household
85,2024-01-01 02:00:00,7-7,86,1p_household
150,2024-01-01 02:00:00,9-6,147,2p_household
220,2024-01-01 02:00:00,9-2,225,3p_household
95,2024-01-01 02:00:00,9-3,93,1p_household
90,2024-01-01 02:00:00,9-8,92,1p_household
90,2024-01-01 02:00:00,9-4,91,1p_household
85,2024-01-01 02:00:00,9-0,86,1p_household
85,2024-01-01 02:00:00,9-9,87,1p_household
150,2024-01-01 02:00:00,10-8,146,2p_household
90,2024-01-01 02:00:00,10-7,88,1p_household
90,2024-01-01 02:00:00,10-9,89,1p_household
90,2024-01-01 02:00:00,10-5,92,1p_household
85,2024-01-01 02:00:00,10-4,87,1p_household
85,2024-01-01 02:00:00,10-12,87,1p_household
140,2024-01-01 02:00:00,1-9,144,2p_household
150,2024-01-01 02:00:00,1-6,146,2p_household
150,2024-01-01 02:00:00,1-5,151,2p_household
220,2024-01-01 02:00:00,1-8,225,3p_household
220,2024-01-01 02:00:00,1-1,221,4p_household
95,2024-01-01 02:00:00,1-0,93,1p_household
95,2024-01-01 02:00:00,1-3,93,1p_household
150,2024-01-01 02:00:00,6-6,154,2p_household
150,2024-01-01 02:00:00,6-1,150,2p_household
150,2024-01-01 02:00:00,6-5,153,2p_household
90,2024-01-01 02:00:00,6-2,91,1p_household
90,2024-01-01 02:00:00,7-1,92,1p_household
90,2024-01-01 02:00:00,7-6,88,1p_household
85,2024-01-01 02:00:00,7-2,85,1p_household
220,2024-01-01 02:00:00,9-5,212,4p_household
95,2024-01-01 02:00:00,9-10,93,1p_household
90,2024-01-01 02:00:00,9-1,90,1p_household
200,2024-01-01 02:00:00,9-7,207,3p_household
150,2024-01-01 02:00:00,10-0,147,2p_household
150,2024-01-01 02:00:00,10-10,152,2p_household
220,2024-01-01 02:00:00,10-3,217,3p_household
140,2024-01-01 02:00:00,10-11,143,2p_household
95,2024-01-01 02:00:00,10-6,93,1p_household
90,2024-01-01 02:00:00,10-1,91,1p_household
85,2024-01-01 02:00:00,10-2,85,1p_household
150,2024-01-01 02:15:00,6-6,147,2p_household
150,2024-01-01 02:15:00,7-0,146,2p_household
220,2024-01-01 02:15:00,7-10,217,4p_household
90,2024-01-01 02:15:00,7-6,92,1p_household
140,2024-01-01 02:15:00,9-6,143,2p_household
150,2024-01-01 02:15:00,10-0,148,2p_household
220,2024-01-01 02:15:00,10-3,219,3p_household
140,2024-01-01 02:15:00,10-11,142,2p_household
90,2024-01-01 02:15:00,10-7,90,1p_household
140,2024-01-01 02:15:00,1-5,139,2p_household
200,2024-01-01 02:15:00,1-8,209,3p_household
720,2024-01-01 02:15:00,1-2,723,restaurant
140,2024-01-01 02:15:00,6-1,140,2p_household
140,2024-01-01 02:15:00,6-5,139,2p_household
200,2024-01-01 02:15:00,6-3,208,3p_household
90,2024-01-01 02:15:00,6-4,91,1p_household
90,2024-01-01 02:15:00,6-0,92,1p_household
85,2024-01-01 02:15:00,6-2,87,1p_household
150,2024-01-01 02:15:00,7-8,145,2p_household
220,2024-01-01 02:15:00,7-9,217,4p_household
90,2024-01-01 02:15:00,7-7,90,1p_household
90,2024-01-01 02:15:00,7-2,88,1p_household
90,2024-01-01 02:15:00,7-4,89,1p_household
90,2024-01-01 02:15:00,7-5,92,1p_household
90,2024-01-01 02:15:00,7-3,89,1p_household
85,2024-01-01 02:15:00,7-1,85,1p_household
220,2024-01-01 02:15:00,9-7,216,3p_household
90,2024-01-01 02:15:00,9-3,90,1p_household
90,2024-01-01 02:15:00,9-10,89,1p_household
90,2024-01-01 02:15:00,9-1,90,1p_household
90,2024-01-01 02:15:00,9-4,90,1p_household
85,2024-01-01 02:15:00,9-0,85,1p_household
85,2024-01-01 02:15:00,9-9,85,1p_household
85,2024-01-01 02:15:00,9-8,86,1p_household
200,2024-01-01 02:15:00,9-2,208,3p_household
200,2024-01-01 02:15:00,9-5,208,4p_household
150,2024-01-01 02:15:00,10-8,150,2p_household
150,2024-01-01 02:15:00,10-10,147,2p_household
90,2024-01-01 02:15:00,10-1,92,1p_household
90,2024-01-01 02:15:00,10-2,88,1p_household
90,2024-01-01 02:15:00,10-9,88,1p_household
90,2024-01-01 02:15:00,10-12,91,1p_household
90,2024-01-01 02:15:00,10-5,88,1p_household
85,2024-01-01 02:15:00,10-4,84,1p_household
85,2024-01-01 02:15:00,10-6,85,1p_household
140,2024-01-01 02:15:00,1-9,144,2p_household
140,2024-01-01 02:15:00,1-6,144,2p_household
200,2024-01-01 02:15:00,1-1,204,4p_household
960,2024-01-01 02:15:00,1-4,972,store
90,2024-01-01 02:15:00,1-7,89,1p_household
90,2024-01-01 02:15:00,1-0,89,1p_household
90,2024-01-01 02:15:00,1-3,90,1p_household
220,2024-01-01 02:30:00,7-10,211,4p_household
220,2024-01-01 02:30:00,7-9,210,4p_household
90,2024-01-01 02:30:00,7-7,88,1p_household
90,2024-01-01 02:30:00,7-4,88,1p_household
90,2024-01-01 02:30:00,7-6,89,1p_household
85,2024-01-01 02:30:00,7-2,85,1p_household
85,2024-01-01 02:30:00,7-3,83,1p_household
150,2024-01-01 02:30:00,9-6,147,2p_household
220,2024-01-01 02:30:00,9-7,210,3p_household
90,2024-01-01 02:30:00,9-3,89,1p_household
90,2024-01-01 02:30:00,9-10,88,1p_household
90,2024-01-01 02:30:00,9-9,91,1p_household
85,2024-01-01 02:30:00,9-0,87,1p_household
85,2024-01-01 02:30:00,9-8,84,1p_household
85,2024-01-01 02:30:00,9-1,85,1p_household
