msg_count_gwgw,9888,,,
msg_cnt_gw_ce,4416,,,
value,time,ID,orig_measurement,type
300,2024-01-01 06:00:00,13-5,296,4p_household
300,2024-01-01 06:00:00,13-7,309,4p_household
200,2024-01-01 06:00:00,3-2,201,2p_household
200,2024-01-01 06:00:00,3-4,201,2p_household
200,2024-01-01 06:00:00,3-6,201,2p_household
1120,2024-01-01 06:00:00,3-3,1106,store
300,2024-01-01 06:00:00,3-0,297,4p_household
120,2024-01-01 06:00:00,3-1,123,1p_household
120,2024-01-01 06:00:00,3-5,120,1p_household
120,2024-01-01 06:00:00,3-7,118,1p_household
130,2024-01-01 06:00:00,3-8,127,1p_household
220,2024-01-01 06:00:00,5-5,210,2p_household
200,2024-01-01 06:00:00,5-8,198,2p_household
130,2024-01-01 06:00:00,5-4,126,1p_household
120,2024-01-01 06:00:00,5-1,118,1p_household
120,2024-01-01 06:00:00,5-2,119,1p_household
120,2024-01-01 06:00:00,5-3,118,1p_household
300,2024-01-01 06:00:00,5-7,296,4p_household
150,2024-01-01 06:15:00,11-0,150,1p_household
150,2024-01-01 06:15:00,11-2,152,1p_household
150,2024-01-01 06:15:00,11-8,152,1p_household
160,2024-01-01 06:15:00,11-1,156,1p_household
160,2024-01-01 06:15:00,11-5,155,1p_household
240,2024-01-01 06:15:00,11-4,246,2p_household
240,2024-01-01 06:15:00,11-6,244,2p_household
380,2024-01-01 06:15:00,11-3,377,3p_household
380,2024-01-01 06:15:00,11-7,377,3p_household
150,2024-01-01 06:15:00,13-2,151,1p_household
150,2024-01-01 06:15:00,13-3,148,1p_household
150,2024-01-01 06:15:00,13-4,149,1p_household
150,2024-01-01 06:15:00,13-8,150,1p_household
260,2024-01-01 06:15:00,13-0,255,2p_household
260,2024-01-01 06:15:00,13-1,257,2p_household
380,2024-01-01 06:15:00,13-7,371,4p_household
150,2024-01-01 06:15:00,3-1,151,1p_household
150,2024-01-01 06:15:00,3-7,149,1p_household
140,2024-01-01 06:15:00,3-5,143,1p_household
240,2024-01-01 06:15:00,3-2,247,2p_household
240,2024-01-01 06:15:00,3-4,247,2p_household
260,2024-01-01 06:15:00,3-6,255,2p_household
1120,2024-01-01 06:15:00,3-3,1139,store
360,2024-01-01 06:15:00,3-0,361,4p_household
150,2024-01-01 06:15:00,5-1,149,1p_household
150,2024-01-01 06:15:00,5-3,147,1p_household
150,2024-01-01 06:15:00,5-4,145,1p_household
140,2024-01-01 06:15:00,5-10,143,1p_household
160,2024-01-01 06:15:00,5-2,155,1p_household
240,2024-01-01 06:15:00,5-8,239,2p_household
260,2024-01-01 06:15:00,5-0,256,2p_household
260,2024-01-01 06:15:00,5-5,255,2p_household
360,2024-01-01 06:15:00,5-6,355,4p_household
360,2024-01-01 06:15:00,5-9,363,4p_household
340,2024-01-01 06:15:00,5-7,344,4p_household
150,2024-01-01 06:15:00,8-0,149,1p_household
150,2024-01-01 06:15:00,8-2,146,1p_household
140,2024-01-01 06:15:00,8-4,144,1p_household
240,2024-01-01 06:15:00,8-3,246,2p_household
260,2024-01-01 06:15:00,8-1,252,2p_household
260,2024-01-01 06:15:00,8-6,251,2p_household
360,2024-01-01 06:15:00,8-5,350,3p_household
240,2024-01-01 06:15:00,13-6,244,2p_household
380,2024-01-01 06:15:00,13-5,374,4p_household
150,2024-01-01 06:15:00,3-8,151,1p_household
180,2024-01-01 06:30:00,13-3,178,1p_household
440,2024-01-01 06:30:00,3-0,443,4p_household
180,2024-01-01 06:30:00,3-1,183,1p_household
190,2024-01-01 06:30:00,3-8,187,1p_household
190,2024-01-01 06:30:00,5-4,189,1p_household
170,2024-01-01 06:30:00,13-8,174,1p_household
300,2024-01-01 06:30:00,13-6,296,2p_household
320,2024-01-01 06:30:00,13-0,315,2p_household
320,2024-01-01 06:30:00,13-1,313,2p_household
180,2024-01-01 06:30:00,13-2,176,1p_household
190,2024-01-01 06:30:00,13-4,191,1p_household
440,2024-01-01 06:30:00,13-5,457,4p_household
440,2024-01-01 06:30:00,13-7,428,4p_household
300,2024-01-01 06:30:00,3-2,295,2p_household
300,2024-01-01 06:30:00,3-4,300,2p_household
300,2024-01-01 06:30:00,3-6,308,2p_household
180,2024-01-01 06:30:00,3-5,184,1p_household
1200,2024-01-01 06:30:00,3-3,1219,store
190,2024-01-01 06:30:00,3-7,187,1p_household
180,2024-01-01 06:30:00,5-1,177,1p_household
180,2024-01-01 06:30:00,5-2,175,1p_household
180,2024-01-01 06:30:00,5-3,181,1p_household
180,2024-01-01 06:30:00,5-10,179,1p_household
300,2024-01-01 06:30:00,5-5,292,2p_household
280,2024-01-01 06:30:00,5-0,288,2p_household
440,2024-01-01 06:30:00,5-6,446,4p_household
440,2024-01-01 06:30:00,5-7,452,4p_household
440,2024-01-01 06:30:00,5-9,429,4p_household
320,2024-01-01 06:30:00,5-8,313,2p_household
300,2024-01-01 06:30:00,8-1,301,2p_household
300,2024-01-01 06:30:00,8-6,309,2p_household
190,2024-01-01 06:30:00,8-0,189,1p_household
190,2024-01-01 06:30:00,8-2,189,1p_household
190,2024-01-01 06:30:00,8-4,185,1p_household
320,2024-01-01 06:30:00,8-3,312,2p_household
440,2024-01-01 06:30:00,8-5,425,3p_household
180,2024-01-01 06:30:00,11-0,181,1p_household
180,2024-01-01 06:30:00,11-1,178,1p_household
180,2024-01-01 06:30:00,11-5,176,1p_household
300,2024-01-01 06:30:00,11-4,306,2p_household
300,2024-01-01 06:30:00,11-6,299,2p_household
190,2024-01-01 06:30:00,11-2,185,1p_household
190,2024-01-01 06:30:00,11-8,189,1p_household
440,2024-01-01 06:30:00,11-3,435,3p_household
440,2024-01-01 06:30:00,11-7,454,3p_household
200,2024-01-01 06:45:00,3-8,208,1p_household
220,2024-01-01 06:45:00,3-1,215,1p_household
220,2024-01-01 06:45:00,3-5,221,1p_household
220,2024-01-01 06:45:00,3-7,211,1p_household
360,2024-01-01 06:45:00,3-2,356,2p_household
360,2024-01-01 06:45:00,3-6,365,2p_household
520,2024-01-01 06:45:00,3-0,505,4p_household
1280,2024-01-01 06:45:00,3-3,1319,store
380,2024-01-01 06:45:00,3-4,373,2p_household
220,2024-01-01 06:45:00,5-1,216,1p_household
220,2024-01-01 06:45:00,5-2,212,1p_household
220,2024-01-01 06:45:00,5-4,223,1p_household
220,2024-01-01 06:45:00,5-10,219,1p_household
200,2024-01-01 06:45:00,5-3,208,1p_household
340,2024-01-01 06:45:00,5-5,349,2p_household
340,2024-01-01 06:45:00,5-8,349,2p_household
380,2024-01-01 06:45:00,5-0,373,2p_household
520,2024-01-01 06:45:00,5-6,535,4p_household
520,2024-01-01 06:45:00,5-7,520,4p_household
520,2024-01-01 06:45:00,5-9,527,4p_household
220,2024-01-01 06:45:00,8-2,223,1p_household
220,2024-01-01 06:45:00,8-4,217,1p_household
200,2024-01-01 06:45:00,8-0,208,1p_household
360,2024-01-01 06:45:00,8-6,355,2p_household
340,2024-01-01 06:45:00,8-1,345,2p_household
340,2024-01-01 06:45:00,8-3,343,2p_household
520,2024-01-01 06:45:00,8-5,516,3p_household
220,2024-01-01 06:45:00,11-0,225,1p_household
220,2024-01-01 06:45:00,11-1,212,1p_household
220,2024-01-01 06:45:00,11-2,219,1p_household
200,2024-01-01 06:45:00,11-5,209,1p_household
200,2024-01-01 06:45:00,11-8,208,1p_household
520,2024-01-01 06:45:00,11-3,510,3p_household
520,2024-01-01 06:45:00,11-7,533,3p_household
360,2024-01-01 06:45:00,11-4,352,2p_household
360,2024-01-01 06:45:00,11-6,356,2p_household
220,2024-01-01 06:45:00,13-3,220,1p_household
220,2024-01-01 06:45:00,13-4,222,1p_household
200,2024-01-01 06:45:00,13-2,206,1p_household
200,2024-01-01 06:45:00,13-8,207,1p_household
380,2024-01-01 06:45:00,13-0,370,2p_household
360,2024-01-01 06:45:00,13-1,360,2p_household
520,2024-01-01 06:45:00,13-5,528,4p_household
520,2024-01-01 06:45:00,13-7,530,4p_household
340,2024-01-01 06:45:00,13-6,341,2p_household
240,2024-01-01 07:00:00,5-1,234,1p_household
240,2024-01-01 07:00:00,5-2,247,1p_household
240,2024-01-01 07:00:00,5-3,248,1p_household
260,2024-01-01 07:00:00,5-4,256,1p_household
440,2024-01-01 07:00:00,5-8,423,2p_household
400,2024-01-01 07:00:00,5-0,410,2p_household
400,2024-01-01 07:00:00,5-5,399,2p_household
600,2024-01-01 07:00:00,5-9,603,4p_household
560,2024-01-01 07:00:00,5-7,571,4p_household
240,2024-01-01 07:00:00,8-0,247,1p_household
260,2024-01-01 07:00:00,8-4,256,1p_household
400,2024-01-01 07:00:00,8-3,418,2p_household
600,2024-01-01 07:00:00,8-5,616,3p_household
240,2024-01-01 07:00:00,11-2,237,1p_household
240,2024-01-01 07:00:00,11-5,244,1p_household
260,2024-01-01 07:00:00,11-1,253,1p_household
260,2024-01-01 07:00:00,11-8,257,1p_household
600,2024-01-01 07:00:00,11-3,617,3p_household
400,2024-01-01 07:00:00,11-4,402,2p_household
240,2024-01-01 07:00:00,13-8,244,1p_household
260,2024-01-01 07:00:00,13-3,257,1p_household
380,2024-01-01 07:00:00,13-0,388,2p_household
560,2024-01-01 07:00:00,13-5,566,4p_household
400,2024-01-01 07:00:00,13-6,418,2p_household
240,2024-01-01 07:00:00,3-5,247,1p_household
240,2024-01-01 07:00:00,3-7,249,1p_household
240,2024-01-01 07:00:00,3-8,247,1p_household
600,2024-01-01 07:00:00,3-0,587,4p_household
400,2024-01-01 07:00:00,3-2,391,2p_household
400,2024-01-01 07:00:00,3-6,413,2p_household
240,2024-01-01 07:00:00,5-10,234,1p_household
600,2024-01-01 07:00:00,5-6,604,4p_household
240,2024-01-01 07:00:00,8-2,239,1p_household
400,2024-01-01 07:00:00,8-1,407,2p_household
400,2024-01-01 07:00:00,8-6,404,2p_household
240,2024-01-01 07:00:00,11-0,235,1p_household
600,2024-01-01 07:00:00,11-7,591,3p_household
400,2024-01-01 07:00:00,11-6,417,2p_household
240,2024-01-01 07:00:00,13-2,247,1p_household
240,2024-01-01 07:00:00,13-4,240,1p_household
440,2024-01-01 07:00:00,13-1,421,2p_household
600,2024-01-01 07:00:00,13-7,607,4p_household
240,2024-01-01 07:00:00,3-1,247,1p_household
440,2024-01-01 07:00:00,3-4,422,2p_household
1360,2024-01-01 07:00:00,3-3,1359,store
440,2024-01-01 07:15:00,8-1,424,2p_household
440,2024-01-01 07:15:00,8-3,429,2p_household
440,2024-01-01 07:15:00,8-6,428,2p_household
280,2024-01-01 07:15:00,8-0,272,1p_household
280,2024-01-01 07:15:00,8-4,270,1p_household
640,2024-01-01 07:15:00,8-5,625,3p_household
280,2024-01-01 07:15:00,11-0,276,1p_household
280,2024-01-01 07:15:00,11-2,280,1p_household
440,2024-01-01 07:15:00,11-4,421,2p_household
440,2024-01-01 07:15:00,11-6,451,2p_household
260,2024-01-01 07:15:00,11-1,261,1p_household
260,2024-01-01 07:15:00,11-8,268,1p_household
260,2024-01-01 07:15:00,11-5,267,1p_household
680,2024-01-01 07:15:00,11-3,665,3p_household
640,2024-01-01 07:15:00,11-7,640,3p_household
260,2024-01-01 07:15:00,13-2,266,1p_household
260,2024-01-01 07:15:00,13-8,259,1p_household
440,2024-01-01 07:15:00,13-1,446,2p_household
440,2024-01-01 07:15:00,13-0,423,2p_household
440,2024-01-01 07:15:00,13-6,451,2p_household
600,2024-01-01 07:15:00,13-7,618,4p_household
280,2024-01-01 07:15:00,13-3,278,1p_household
280,2024-01-01 07:15:00,13-4,276,1p_household
640,2024-01-01 07:15:00,13-5,630,4p_household
260,2024-01-01 07:15:00,3-5,268,1p_household
260,2024-01-01 07:15:00,3-7,258,1p_household
640,2024-01-01 07:15:00,3-0,622,4p_household
280,2024-01-01 07:15:00,3-1,279,1p_household
480,2024-01-01 07:15:00,3-2,463,2p_household
480,2024-01-01 07:15:00,3-4,463,2p_household
1520,2024-01-01 07:15:00,3-3,1536,store
260,2024-01-01 07:15:00,5-4,268,1p_household
260,2024-01-01 07:15:00,5-1,255,1p_household
260,2024-01-01 07:15:00,5-2,268,1p_household
260,2024-01-01 07:15:00,5-3,262,1p_household
260,2024-01-01 07:15:00,5-10,266,1p_household
440,2024-01-01 07:15:00,5-5,458,2p_household
600,2024-01-01 07:15:00,5-9,613,4p_household
680,2024-01-01 07:15:00,5-6,661,4p_household
640,2024-01-01 07:15:00,5-7,659,4p_household
260,2024-01-01 07:15:00,8-2,260,1p_household
260,2024-01-01 07:15:00,3-8,263,1p_household
440,2024-01-01 07:15:00,3-6,452,2p_household
440,2024-01-01 07:15:00,5-8,428,2p_household
440,2024-01-01 07:15:00,5-0,439,2p_household
300,2024-01-01 07:30:00,11-0,297,1p_household
300,2024-01-01 07:30:00,11-1,291,1p_household
300,2024-01-01 07:30:00,11-8,294,1p_household
280,2024-01-01 07:30:00,11-5,284,1p_household
680,2024-01-01 07:30:00,11-3,694,3p_household
680,2024-01-01 07:30:00,11-7,686,3p_household
480,2024-01-01 07:30:00,11-4,484,2p_household
480,2024-01-01 07:30:00,11-6,463,2p_household
300,2024-01-01 07:30:00,13-2,296,1p_household
440,2024-01-01 07:30:00,13-0,459,2p_household
280,2024-01-01 07:30:00,13-4,287,1p_household
280,2024-01-01 07:30:00,13-8,279,1p_household
480,2024-01-01 07:30:00,13-1,471,2p_household
480,2024-01-01 07:30:00,13-6,481,2p_household
680,2024-01-01 07:30:00,13-5,677,4p_household
720,2024-01-01 07:30:00,13-7,712,4p_household
300,2024-01-01 07:30:00,3-5,294,1p_household
280,2024-01-01 07:30:00,3-8,282,1p_household
480,2024-01-01 07:30:00,3-2,483,2p_household
480,2024-01-01 07:30:00,3-4,482,2p_household
480,2024-01-01 07:30:00,3-6,467,2p_household
680,2024-01-01 07:30:00,3-0,676,4p_household
1760,2024-01-01 07:30:00,3-3,1762,store
280,2024-01-01 07:30:00,5-1,270,1p_household
280,2024-01-01 07:30:00,5-2,289,1p_household
280,2024-01-01 07:30:00,5-3,277,1p_household
280,2024-01-01 07:30:00,5-4,271,1p_household
680,2024-01-01 07:30:00,5-6,670,4p_household
680,2024-01-01 07:30:00,5-7,661,4p_household
480,2024-01-01 07:30:00,5-5,469,2p_household
480,2024-01-01 07:30:00,5-8,482,2p_household
280,2024-01-01 07:30:00,8-0,270,1p_household
280,2024-01-01 07:30:00,8-4,276,1p_household
280,2024-01-01 07:30:00,8-2,274,1p_household
640,2024-01-01 07:30:00,8-5,657,3p_household
480,2024-01-01 07:30:00,8-1,466,2p_household
480,2024-01-01 07:30:00,8-3,463,2p_household
480,2024-01-01 07:30:00,8-6,466,2p_household
280,2024-01-01 07:30:00,11-2,277,1p_household
300,2024-01-01 07:30:00,13-3,294,1p_household
300,2024-01-01 07:30:00,3-7,290,1p_household
280,2024-01-01 07:30:00,3-1,275,1p_household
280,2024-01-01 07:30:00,5-10,287,1p_household
480,2024-01-01 07:30:00,5-0,468,2p_household
720,2024-01-01 07:30:00,5-9,710,4p_household
300,2024-01-01 07:45:00,13-2,304,1p_household
300,2024-01-01 07:45:00,13-3,290,1p_household
300,2024-01-01 07:45:00,13-4,292,1p_household
300,2024-01-01 07:45:00,13-8,304,1p_household
480,2024-01-01 07:45:00,13-0,474,2p_household
680,2024-01-01 07:45:00,13-5,694,4p_household
300,2024-01-01 07:45:00,3-5,290,1p_household
300,2024-01-01 07:45:00,3-1,302,1p_household
300,2024-01-01 07:45:00,3-8,299,1p_household
520,2024-01-01 07:45:00,3-4,501,2p_household
280,2024-01-01 07:45:00,3-7,282,1p_household
480,2024-01-01 07:45:00,3-2,497,2p_household
480,2024-01-01 07:45:00,3-6,494,2p_household
1920,2024-01-01 07:45:00,3-3,1965,store
300,2024-01-01 07:45:00,5-3,305,1p_household
300,2024-01-01 07:45:00,5-10,298,1p_household
280,2024-01-01 07:45:00,5-1,289,1p_household
280,2024-01-01 07:45:00,5-2,279,1p_household
680,2024-01-01 07:45:00,5-9,695,4p_household
480,2024-01-01 07:45:00,5-5,465,2p_household
300,2024-01-01 07:45:00,8-2,302,1p_household
300,2024-01-01 07:45:00,8-4,302,1p_household
280,2024-01-01 07:45:00,8-0,279,1p_household
480,2024-01-01 07:45:00,8-1,460,2p_household
480,2024-01-01 07:45:00,8-3,498,2p_household
680,2024-01-01 07:45:00,8-5,675,3p_household
300,2024-01-01 07:45:00,11-1,300,1p_household
300,2024-01-01 07:45:00,11-2,305,1p_household
280,2024-01-01 07:45:00,11-8,282,1p_household
480,2024-01-01 07:45:00,11-4,485,2p_household
480,2024-01-01 07:45:00,13-1,470,2p_household
480,2024-01-01 07:45:00,13-6,480,2p_household
720,2024-01-01 07:45:00,13-7,708,4p_household
720,2024-01-01 07:45:00,3-0,726,4p_household
300,2024-01-01 07:45:00,5-4,305,1p_household
680,2024-01-01 07:45:00,5-7,673,4p_household
480,2024-01-01 07:45:00,5-0,497,2p_household
480,2024-01-01 07:45:00,5-8,492,2p_household
720,2024-01-01 07:45:00,5-6,735,4p_household
480,2024-01-01 07:45:00,8-6,482,2p_household
280,2024-01-01 07:45:00,11-0,279,1p_household
280,2024-01-01 07:45:00,11-5,279,1p_household
680,2024-01-01 07:45:00,11-3,673,3p_household
680,2024-01-01 07:45:00,11-7,671,3p_household
480,2024-01-01 07:45:00,11-6,471,2p_household
300,2024-01-01 08:00:00,3-5,302,1p_household
520,2024-01-01 08:00:00,3-2,512,2p_household
280,2024-01-01 08:00:00,3-8,285,1p_household
300,2024-01-01 08:00:00,5-10,295,1p_household
300,2024-01-01 08:00:00,5-2,302,1p_household
680,2024-01-01 08:00:00,5-6,686,4p_household
720,2024-01-01 08:00:00,5-7,736,4p_household
300,2024-01-01 08:00:00,8-2,301,1p_household
320,2024-01-01 08:00:00,8-0,311,1p_household
480,2024-01-01 08:00:00,8-6,468,2p_household
300,2024-01-01 08:00:00,11-1,299,1p_household
280,2024-01-01 08:00:00,11-8,286,1p_household
480,2024-01-01 08:00:00,13-1,498,2p_household
480,2024-01-01 08:00:00,13-0,496,2p_household
680,2024-01-01 08:00:00,13-7,690,4p_household
300,2024-01-01 08:00:00,3-7,294,1p_household
300,2024-01-01 08:00:00,3-1,290,1p_household
520,2024-01-01 08:00:00,3-4,504,2p_household
480,2024-01-01 08:00:00,3-6,495,2p_household
720,2024-01-01 08:00:00,3-0,737,4p_household
2240,2024-01-01 08:00:00,3-3,2274,store
300,2024-01-01 08:00:00,5-3,291,1p_household
300,2024-01-01 08:00:00,5-4,306,1p_household
300,2024-01-01 08:00:00,5-1,301,1p_household
520,2024-01-01 08:00:00,5-0,510,2p_household
520,2024-01-01 08:00:00,5-8,502,2p_household
480,2024-01-01 08:00:00,5-5,468,2p_household
720,2024-01-01 08:00:00,5-9,730,4p_household
520,2024-01-01 08:00:00,8-1,506,2p_household
280,2024-01-01 08:00:00,8-4,289,1p_household
480,2024-01-01 08:00:00,8-3,487,2p_household
720,2024-01-01 08:00:00,8-5,724,3p_household
300,2024-01-01 08:00:00,11-2,296,1p_household
300,2024-01-01 08:00:00,11-5,299,1p_household
280,2024-01-01 08:00:00,11-0,289,1p_household
520,2024-01-01 08:00:00,11-4,507,2p_household
680,2024-01-01 08:00:00,11-3,698,3p_household
480,2024-01-01 08:00:00,11-6,483,2p_household
720,2024-01-01 08:00:00,11-7,738,3p_household
300,2024-01-01 08:00:00,13-3,303,1p_household
300,2024-01-01 08:00:00,13-8,297,1p_household
320,2024-01-01 08:00:00,13-2,310,1p_household
280,2024-01-01 08:00:00,13-4,288,1p_household
480,2024-01-01 08:00:00,13-6,478,2p_household
720,2024-01-01 08:00:00,13-5,731,4p_household
300,2024-01-01 08:15:00,5-4,304,1p_household
300,2024-01-01 08:15:00,5-10,292,1p_household
280,2024-01-01 08:15:00,5-3,285,1p_household
320,2024-01-01 08:15:00,5-1,312,1p_household
320,2024-01-01 08:15:00,5-2,311,1p_household
520,2024-01-01 08:15:00,5-8,508,2p_household
520,2024-01-01 08:15:00,5-5,508,2p_household
680,2024-01-01 08:15:00,5-6,699,4p_household
680,2024-01-01 08:15:00,5-7,694,4p_household
480,2024-01-01 08:15:00,5-0,498,2p_household
760,2024-01-01 08:15:00,5-9,750,4p_household
300,2024-01-01 08:15:00,8-2,300,1p_household
300,2024-01-01 08:15:00,8-4,308,1p_household
300,2024-01-01 08:15:00,8-0,296,1p_household
520,2024-01-01 08:15:00,8-6,507,2p_household
480,2024-01-01 08:15:00,8-1,477,2p_household
480,2024-01-01 08:15:00,8-3,496,2p_household
720,2024-01-01 08:15:00,8-5,738,3p_household
300,2024-01-01 08:15:00,11-8,290,1p_household
300,2024-01-01 08:15:00,11-2,293,1p_household
300,2024-01-01 08:15:00,11-5,293,1p_household
280,2024-01-01 08:15:00,11-0,287,1p_household
480,2024-01-01 08:15:00,11-4,494,2p_household
480,2024-01-01 08:15:00,11-6,478,2p_household
720,2024-01-01 08:15:00,11-7,719,3p_household
720,2024-01-01 08:15:00,11-3,705,3p_household
320,2024-01-01 08:15:00,11-1,310,1p_household
300,2024-01-01 08:15:00,13-2,308,1p_household
300,2024-01-01 08:15:00,13-3,295,1p_household
320,2024-01-01 08:15:00,13-8,313,1p_household
520,2024-01-01 08:15:00,13-1,509,2p_household
280,2024-01-01 08:15:00,13-4,285,1p_household
480,2024-01-01 08:15:00,13-6,482,2p_household
720,2024-01-01 08:15:00,13-7,734,4p_household
720,2024-01-01 08:15:00,13-5,720,4p_household
300,2024-01-01 08:15:00,3-5,290,1p_household
300,2024-01-01 08:15:00,3-1,292,1p_household
520,2024-01-01 08:15:00,3-4,504,2p_household
520,2024-01-01 08:15:00,3-2,503,2p_household
520,2024-01-01 08:15:00,3-6,515,2p_household
280,2024-01-01 08:15:00,3-7,289,1p_household
720,2024-01-01 08:15:00,3-0,712,4p_household
2560,2024-01-01 08:15:00,3-3,2558,store
320,2024-01-01 08:15:00,3-8,313,1p_household
520,2024-01-01 08:15:00,13-0,512,2p_household
300,2024-01-01 08:30:00,8-0,308,1p_household
720,2024-01-01 08:30:00,8-5,717,3p_household
300,2024-01-01 08:30:00,11-8,300,1p_household
300,2024-01-01 08:30:00,11-2,307,1p_household
280,2024-01-01 08:30:00,11-1,288,1p_household
480,2024-01-01 08:30:00,11-4,498,2p_household
760,2024-01-01 08:30:00,11-7,744,3p_household
520,2024-01-01 08:30:00,13-1,509,2p_household
480,2024-01-01 08:30:00,13-6,472,2p_household
480,2024-01-01 08:30:00,13-0,476,2p_household
720,2024-01-01 08:30:00,13-5,712,4p_household
300,2024-01-01 08:30:00,3-8,292,1p_household
480,2024-01-01 08:30:00,3-4,490,2p_household
480,2024-01-01 08:30:00,3-6,485,2p_household
720,2024-01-01 08:30:00,3-0,733,4p_household
300,2024-01-01 08:30:00,5-3,303,1p_household
520,2024-01-01 08:30:00,5-0,502,2p_household
680,2024-01-01 08:30:00,5-9,688,4p_household
720,2024-01-01 08:30:00,5-7,704,4p_household
300,2024-01-01 08:30:00,8-2,309,1p_household
300,2024-01-01 08:30:00,8-4,300,1p_household
480,2024-01-01 08:30:00,8-1,476,2p_household
480,2024-01-01 08:30:00,8-3,470,2p_household
480,2024-01-01 08:30:00,8-6,470,2p_household
300,2024-01-01 08:30:00,11-0,295,1p_household
300,2024-01-01 08:30:00,11-5,307,1p_household
480,2024-01-01 08:30:00,11-6,471,2p_household
720,2024-01-01 08:30:00,11-3,733,3p_household
300,2024-01-01 08:30:00,13-8,294,1p_household
320,2024-01-01 08:30:00,13-3,311,1p_household
280,2024-01-01 08:30:00,13-4,283,1p_household
280,2024-01-01 08:30:00,13-2,287,1p_household
680,2024-01-01 08:30:00,13-7,687,4p_household
300,2024-01-01 08:30:00,3-5,305,1p_household
300,2024-01-01 08:30:00,3-1,307,1p_household
520,2024-01-01 08:30:00,3-2,510,2p_household
280,2024-01-01 08:30:00,3-7,285,1p_household
3040,2024-01-01 08:30:00,3-3,3004,store
300,2024-01-01 08:30:00,5-4,296,1p_household
300,2024-01-01 08:30:00,5-1,290,1p_household
280,2024-01-01 08:30:00,5-2,288,1p_household
320,2024-01-01 08:30:00,5-10,311,1p_household
680,2024-01-01 08:30:00,5-6,683,4p_household
480,2024-01-01 08:30:00,5-5,498,2p_household
480,2024-01-01 08:30:00,5-8,477,2p_household
300,2024-01-01 08:45:00,11-8,300,1p_household
300,2024-01-01 08:45:00,11-2,291,1p_household
300,2024-01-01 08:45:00,11-5,303,1p_household
280,2024-01-01 08:45:00,11-0,288,1p_household
480,2024-01-01 08:45:00,11-4,497,2p_household
480,2024-01-01 08:45:00,11-6,493,2p_household
720,2024-01-01 08:45:00,11-7,722,3p_household
720,2024-01-01 08:45:00,11-3,734,3p_household
300,2024-01-01 08:45:00,13-2,305,1p_household
280,2024-01-01 08:45:00,13-3,280,1p_household
280,2024-01-01 08:45:00,13-8,286,1p_household
480,2024-01-01 08:45:00,13-1,490,2p_household
480,2024-01-01 08:45:00,13-6,481,2p_household
300,2024-01-01 08:45:00,3-5,297,1p_household
280,2024-01-01 08:45:00,3-8,285,1p_household
280,2024-01-01 08:45:00,3-7,280,1p_household
480,2024-01-01 08:45:00,3-2,475,2p_household
480,2024-01-01 08:45:00,3-4,464,2p_household
480,2024-01-01 08:45:00,3-6,475,2p_household
680,2024-01-01 08:45:00,3-0,676,4p_household
300,2024-01-01 08:45:00,5-4,306,1p_household
300,2024-01-01 08:45:00,5-1,301,1p_household
280,2024-01-01 08:45:00,5-2,289,1p_household
280,2024-01-01 08:45:00,5-3,283,1p_household
480,2024-01-01 08:45:00,5-5,468,2p_household
480,2024-01-01 08:45:00,5-8,478,2p_household
720,2024-01-01 08:45:00,5-9,731,4p_household
720,2024-01-01 08:45:00,5-6,712,4p_household
520,2024-01-01 08:45:00,8-6,505,2p_household
280,2024-01-01 08:45:00,8-0,285,1p_household
280,2024-01-01 08:45:00,8-4,288,1p_household
480,2024-01-01 08:45:00,8-1,488,2p_household
300,2024-01-01 08:45:00,11-1,306,1p_household
280,2024-01-01 08:45:00,13-4,280,1p_household
480,2024-01-01 08:45:00,13-0,488,2p_household
680,2024-01-01 08:45:00,13-7,693,4p_household
720,2024-01-01 08:45:00,13-5,735,4p_household
300,2024-01-01 08:45:00,3-1,308,1p_household
3200,2024-01-01 08:45:00,3-3,3230,store
300,2024-01-01 08:45:00,5-10,300,1p_household
520,2024-01-01 08:45:00,5-0,503,2p_household
720,2024-01-01 08:45:00,5-7,736,4p_household
280,2024-01-01 08:45:00,8-2,287,1p_household
480,2024-01-01 08:45:00,8-3,485,2p_household
680,2024-01-01 08:45:00,8-5,673,3p_household
300,2024-01-01 09:00:00,13-2,298,1p_household
300,2024-01-01 09:00:00,13-4,299,1p_household
280,2024-01-01 09:00:00,13-8,278,1p_household
480,2024-01-01 09:00:00,13-1,489,2p_household
480,2024-01-01 09:00:00,13-6,487,2p_household
480,2024-01-01 09:00:00,13-0,473,2p_household
680,2024-01-01 09:00:00,13-5,698,4p_household
720,2024-01-01 09:00:00,13-7,701,4p_household
280,2024-01-01 09:00:00,3-1,285,1p_household
280,2024-01-01 09:00:00,3-8,283,1p_household
280,2024-01-01 09:00:00,3-7,279,1p_household
280,2024-01-01 09:00:00,3-5,276,1p_household
480,2024-01-01 09:00:00,3-2,487,2p_household
480,2024-01-01 09:00:00,3-6,471,2p_household
3520,2024-01-01 09:00:00,3-3,3548,store
300,2024-01-01 09:00:00,5-10,297,1p_household
280,2024-01-01 09:00:00,5-1,281,1p_household
280,2024-01-01 09:00:00,5-3,282,1p_household
280,2024-01-01 09:00:00,5-4,285,1p_household
440,2024-01-01 09:00:00,5-5,453,2p_household
680,2024-01-01 09:00:00,5-7,696,4p_household
480,2024-01-01 09:00:00,5-0,496,2p_household
480,2024-01-01 09:00:00,5-8,498,2p_household
720,2024-01-01 09:00:00,5-6,705,4p_household
