msg_count_gwgw,9216,,,
msg_cnt_gw_ce,5088,,,
value,time,ID,orig_measurement,type
260,2024-01-01 00:00:00,5-0,261,2p_household
260,2024-01-01 00:00:00,5-3,259,2p_household
260,2024-01-01 00:00:00,5-7,268,2p_household
400,2024-01-01 00:00:00,5-1,399,3p_household
400,2024-01-01 00:00:00,5-4,413,4p_household
170,2024-01-01 00:00:00,5-2,165,1p_household
280,2024-01-01 00:00:00,5-5,273,2p_household
380,2024-01-01 00:00:00,5-6,383,3p_household
380,2024-01-01 00:00:00,4-0,389,3p_household
400,2024-01-01 00:00:00,4-1,398,4p_household
400,2024-01-01 00:00:00,4-7,411,4p_household
160,2024-01-01 00:00:00,4-2,158,1p_household
160,2024-01-01 00:00:00,4-4,164,1p_household
160,2024-01-01 00:00:00,4-11,158,1p_household
160,2024-01-01 00:00:00,4-12,159,1p_household
280,2024-01-01 00:00:00,4-3,284,2p_household
280,2024-01-01 00:00:00,4-5,282,2p_household
280,2024-01-01 00:00:00,4-8,279,2p_household
260,2024-01-01 00:00:00,4-6,264,2p_household
260,2024-01-01 00:00:00,4-9,265,2p_household
1040,2024-01-01 00:00:00,4-10,1072,store
400,2024-01-01 00:00:00,14-0,410,3p_household
400,2024-01-01 00:00:00,14-1,396,4p_household
170,2024-01-01 00:00:00,14-2,169,1p_household
160,2024-01-01 00:00:00,14-3,164,1p_household
160,2024-01-01 00:00:00,14-6,161,1p_household
160,2024-01-01 00:00:00,14-9,161,1p_household
280,2024-01-01 00:00:00,14-4,270,2p_household
380,2024-01-01 00:00:00,14-5,388,4p_household
260,2024-01-01 00:00:00,14-7,265,2p_household
260,2024-01-01 00:00:00,14-8,269,2p_household
280,2024-01-01 00:00:00,10-0,272,2p_household
280,2024-01-01 00:00:00,10-5,278,2p_household
400,2024-01-01 00:00:00,10-1,410,3p_household
380,2024-01-01 00:00:00,10-2,382,3p_household
260,2024-01-01 00:00:00,10-3,268,2p_household
260,2024-01-01 00:00:00,10-7,266,2p_household
160,2024-01-01 00:00:00,10-4,161,1p_household
160,2024-01-01 00:00:00,10-8,162,1p_household
170,2024-01-01 00:00:00,10-6,169,1p_household
170,2024-01-01 00:00:00,10-9,167,1p_household
400,2024-01-01 00:00:00,0-0,391,3p_household
260,2024-01-01 00:00:00,0-1,269,2p_household
260,2024-01-01 00:00:00,0-2,262,2p_household
160,2024-01-01 00:00:00,0-3,161,1p_household
160,2024-01-01 00:00:00,0-4,162,1p_household
170,2024-01-01 00:00:00,0-5,168,1p_household
170,2024-01-01 00:00:00,0-6,168,1p_household
260,2024-01-01 00:15:00,5-3,251,2p_household
260,2024-01-01 00:15:00,5-7,251,2p_household
240,2024-01-01 00:15:00,5-0,242,2p_household
240,2024-01-01 00:15:00,5-5,238,2p_household
360,2024-01-01 00:15:00,5-1,363,3p_household
360,2024-01-01 00:15:00,5-4,367,4p_household
160,2024-01-01 00:15:00,5-2,156,1p_household
340,2024-01-01 00:15:00,5-6,347,3p_household
360,2024-01-01 00:15:00,4-0,367,3p_household
360,2024-01-01 00:15:00,4-1,352,4p_household
140,2024-01-01 00:15:00,4-2,144,1p_household
140,2024-01-01 00:15:00,4-11,144,1p_household
140,2024-01-01 00:15:00,4-12,142,1p_household
240,2024-01-01 00:15:00,4-3,249,2p_household
240,2024-01-01 00:15:00,4-5,240,2p_household
240,2024-01-01 00:15:00,4-6,241,2p_household
240,2024-01-01 00:15:00,4-8,237,2p_household
240,2024-01-01 00:15:00,4-9,238,2p_household
150,2024-01-01 00:15:00,4-4,152,1p_household
340,2024-01-01 00:15:00,4-7,341,4p_household
1120,2024-01-01 00:15:00,4-10,1110,store
380,2024-01-01 00:15:00,14-5,370,4p_household
380,2024-01-01 00:15:00,14-1,375,4p_household
260,2024-01-01 00:15:00,14-4,257,2p_household
360,2024-01-01 00:15:00,14-0,359,3p_household
150,2024-01-01 00:15:00,14-2,153,1p_household
150,2024-01-01 00:15:00,14-6,147,1p_household
140,2024-01-01 00:15:00,14-3,144,1p_household
140,2024-01-01 00:15:00,14-9,143,1p_household
240,2024-01-01 00:15:00,14-7,245,2p_household
240,2024-01-01 00:15:00,14-8,247,2p_household
260,2024-01-01 00:15:00,10-3,256,2p_household
260,2024-01-01 00:15:00,10-7,255,2p_household
240,2024-01-01 00:15:00,10-0,235,2p_household
240,2024-01-01 00:15:00,10-5,241,2p_household
340,2024-01-01 00:15:00,10-1,347,3p_household
360,2024-01-01 00:15:00,10-2,368,3p_household
150,2024-01-01 00:15:00,10-4,146,1p_household
150,2024-01-01 00:15:00,10-6,148,1p_household
150,2024-01-01 00:15:00,10-9,151,1p_household
140,2024-01-01 00:15:00,10-8,144,1p_household
340,2024-01-01 00:15:00,0-0,342,3p_household
240,2024-01-01 00:15:00,0-1,247,2p_household
240,2024-01-01 00:15:00,0-2,243,2p_household
150,2024-01-01 00:15:00,0-3,152,1p_household
150,2024-01-01 00:15:00,0-4,147,1p_household
150,2024-01-01 00:15:00,0-6,154,1p_household
140,2024-01-01 00:15:00,0-5,142,1p_household
220,2024-01-01 00:30:00,5-0,228,2p_household
220,2024-01-01 00:30:00,5-3,229,2p_household
220,2024-01-01 00:30:00,5-5,216,2p_household
220,2024-01-01 00:30:00,5-7,213,2p_household
320,2024-01-01 00:30:00,5-1,312,3p_household
320,2024-01-01 00:30:00,5-4,326,4p_household
320,2024-01-01 00:30:00,5-6,325,3p_household
130,2024-01-01 00:30:00,5-2,128,1p_household
140,2024-01-01 00:30:00,4-2,138,1p_household
140,2024-01-01 00:30:00,4-12,137,1p_household
1120,2024-01-01 00:30:00,4-10,1080,store
320,2024-01-01 00:30:00,4-0,316,3p_household
320,2024-01-01 00:30:00,4-7,314,4p_household
300,2024-01-01 00:30:00,4-1,308,4p_household
220,2024-01-01 00:30:00,4-3,210,2p_household
220,2024-01-01 00:30:00,4-5,220,2p_household
220,2024-01-01 00:30:00,4-6,210,2p_household
220,2024-01-01 00:30:00,4-8,217,2p_household
220,2024-01-01 00:30:00,4-9,214,2p_household
130,2024-01-01 00:30:00,4-4,129,1p_household
130,2024-01-01 00:30:00,4-11,134,1p_household
140,2024-01-01 00:30:00,14-6,135,1p_household
320,2024-01-01 00:30:00,14-0,316,3p_household
320,2024-01-01 00:30:00,14-5,328,4p_household
340,2024-01-01 00:30:00,14-1,333,4p_household
130,2024-01-01 00:30:00,14-2,130,1p_household
130,2024-01-01 00:30:00,14-3,133,1p_household
130,2024-01-01 00:30:00,14-9,129,1p_household
220,2024-01-01 00:30:00,14-4,219,2p_household
220,2024-01-01 00:30:00,14-7,228,2p_household
220,2024-01-01 00:30:00,14-8,225,2p_household
140,2024-01-01 00:30:00,10-6,138,1p_household
140,2024-01-01 00:30:00,10-9,138,1p_household
220,2024-01-01 00:30:00,10-0,214,2p_household
220,2024-01-01 00:30:00,10-3,215,2p_household
220,2024-01-01 00:30:00,10-5,221,2p_household
220,2024-01-01 00:30:00,10-7,216,2p_household
320,2024-01-01 00:30:00,10-1,328,3p_household
320,2024-01-01 00:30:00,10-2,319,3p_household
130,2024-01-01 00:30:00,10-4,132,1p_household
130,2024-01-01 00:30:00,10-8,134,1p_household
340,2024-01-01 00:30:00,0-0,335,3p_household
240,2024-01-01 00:30:00,0-2,230,2p_household
140,2024-01-01 00:30:00,0-3,139,1p_household
140,2024-01-01 00:30:00,0-4,139,1p_household
220,2024-01-01 00:30:00,0-1,226,2p_household
130,2024-01-01 00:30:00,0-5,133,1p_household
130,2024-01-01 00:30:00,0-6,127,1p_household
280,2024-01-01 00:45:00,5-1,283,3p_household
280,2024-01-01 00:45:00,5-6,279,3p_household
200,2024-01-01 00:45:00,5-0,204,2p_household
200,2024-01-01 00:45:00,5-3,198,2p_household
200,2024-01-01 00:45:00,5-5,197,2p_household
200,2024-01-01 00:45:00,5-7,208,2p_household
120,2024-01-01 00:45:00,5-2,115,1p_household
300,2024-01-01 00:45:00,5-4,304,4p_household
1040,2024-01-01 00:45:00,4-10,1026,store
300,2024-01-01 00:45:00,4-1,300,4p_household
300,2024-01-01 00:45:00,4-0,296,3p_household
300,2024-01-01 00:45:00,4-7,294,4p_household
130,2024-01-01 00:45:00,4-4,125,1p_household
130,2024-01-01 00:45:00,4-11,126,1p_household
120,2024-01-01 00:45:00,4-2,124,1p_household
120,2024-01-01 00:45:00,4-12,119,1p_household
200,2024-01-01 00:45:00,4-3,207,2p_household
200,2024-01-01 00:45:00,4-5,196,2p_household
200,2024-01-01 00:45:00,4-6,195,2p_household
200,2024-01-01 00:45:00,4-9,203,2p_household
190,2024-01-01 00:45:00,4-8,193,2p_household
300,2024-01-01 00:45:00,14-0,300,3p_household
300,2024-01-01 00:45:00,14-1,297,4p_household
300,2024-01-01 00:45:00,14-5,296,4p_household
120,2024-01-01 00:45:00,14-2,123,1p_household
120,2024-01-01 00:45:00,14-3,123,1p_household
120,2024-01-01 00:45:00,14-6,124,1p_household
120,2024-01-01 00:45:00,14-9,124,1p_household
200,2024-01-01 00:45:00,14-4,197,2p_household
200,2024-01-01 00:45:00,14-7,202,2p_household
200,2024-01-01 00:45:00,14-8,197,2p_household
200,2024-01-01 00:45:00,10-0,208,2p_household
200,2024-01-01 00:45:00,10-3,195,2p_household
200,2024-01-01 00:45:00,10-5,205,2p_household
200,2024-01-01 00:45:00,10-7,198,2p_household
300,2024-01-01 00:45:00,10-1,293,3p_household
300,2024-01-01 00:45:00,10-2,290,3p_household
120,2024-01-01 00:45:00,10-4,122,1p_household
120,2024-01-01 00:45:00,10-6,122,1p_household
120,2024-01-01 00:45:00,10-8,118,1p_household
120,2024-01-01 00:45:00,10-9,124,1p_household
300,2024-01-01 00:45:00,0-0,304,3p_household
200,2024-01-01 00:45:00,0-1,198,2p_household
190,2024-01-01 00:45:00,0-2,190,2p_household
120,2024-01-01 00:45:00,0-3,123,1p_household
120,2024-01-01 00:45:00,0-4,120,1p_household
120,2024-01-01 00:45:00,0-5,119,1p_household
120,2024-01-01 00:45:00,0-6,116,1p_household
260,2024-01-01 01:00:00,5-4,263,4p_household
260,2024-01-01 01:00:00,5-6,263,3p_household
170,2024-01-01 01:00:00,5-0,174,2p_household
170,2024-01-01 01:00:00,5-7,173,2p_household
280,2024-01-01 01:00:00,5-1,271,3p_household
110,2024-01-01 01:00:00,5-2,107,1p_household
190,2024-01-01 01:00:00,5-3,188,2p_household
180,2024-01-01 01:00:00,5-5,180,2p_household
280,2024-01-01 01:00:00,4-7,275,4p_household
260,2024-01-01 01:00:00,4-0,266,3p_household
260,2024-01-01 01:00:00,4-1,264,4p_household
1040,2024-01-01 01:00:00,4-10,1029,store
190,2024-01-01 01:00:00,4-8,188,2p_household
190,2024-01-01 01:00:00,4-3,185,2p_household
190,2024-01-01 01:00:00,4-9,189,2p_household
110,2024-01-01 01:00:00,4-2,109,1p_household
110,2024-01-01 01:00:00,4-4,107,1p_household
110,2024-01-01 01:00:00,4-11,109,1p_household
110,2024-01-01 01:00:00,4-12,111,1p_household
180,2024-01-01 01:00:00,4-5,175,2p_household
180,2024-01-01 01:00:00,4-6,175,2p_household
260,2024-01-01 01:00:00,14-0,268,3p_household
260,2024-01-01 01:00:00,14-1,265,4p_household
260,2024-01-01 01:00:00,14-5,263,4p_household
110,2024-01-01 01:00:00,14-2,112,1p_household
110,2024-01-01 01:00:00,14-3,111,1p_household
110,2024-01-01 01:00:00,14-6,112,1p_household
110,2024-01-01 01:00:00,14-9,110,1p_household
190,2024-01-01 01:00:00,14-4,185,2p_household
190,2024-01-01 01:00:00,14-7,185,2p_household
180,2024-01-01 01:00:00,14-8,177,2p_household
280,2024-01-01 01:00:00,10-1,270,3p_household
280,2024-01-01 01:00:00,10-2,271,3p_household
170,2024-01-01 01:00:00,10-7,173,2p_household
120,2024-01-01 01:00:00,10-4,115,1p_household
180,2024-01-01 01:00:00,10-0,179,2p_household
180,2024-01-01 01:00:00,10-3,184,2p_household
180,2024-01-01 01:00:00,10-5,179,2p_household
110,2024-01-01 01:00:00,10-6,113,1p_household
110,2024-01-01 01:00:00,10-8,107,1p_household
110,2024-01-01 01:00:00,10-9,109,1p_household
260,2024-01-01 01:00:00,0-0,263,3p_household
190,2024-01-01 01:00:00,0-1,189,2p_household
120,2024-01-01 01:00:00,0-4,115,1p_household
120,2024-01-01 01:00:00,0-5,115,1p_household
180,2024-01-01 01:00:00,0-2,181,2p_household
110,2024-01-01 01:00:00,0-3,114,1p_household
110,2024-01-01 01:00:00,0-6,110,1p_household
260,2024-01-01 01:15:00,5-6,251,3p_household
170,2024-01-01 01:15:00,5-7,167,2p_household
170,2024-01-01 01:15:00,5-3,173,2p_household
170,2024-01-01 01:15:00,5-5,170,2p_household
240,2024-01-01 01:15:00,5-1,249,3p_household
240,2024-01-01 01:15:00,5-4,245,4p_household
160,2024-01-01 01:15:00,5-0,161,2p_household
100,2024-01-01 01:15:00,5-2,100,1p_household
160,2024-01-01 01:15:00,4-6,161,2p_household
260,2024-01-01 01:15:00,4-1,253,4p_household
1040,2024-01-01 01:15:00,4-10,1009,store
240,2024-01-01 01:15:00,4-0,233,3p_household
240,2024-01-01 01:15:00,4-7,236,4p_household
110,2024-01-01 01:15:00,4-2,106,1p_household
180,2024-01-01 01:15:00,4-5,176,2p_household
180,2024-01-01 01:15:00,4-3,176,2p_household
100,2024-01-01 01:15:00,4-4,102,1p_household
100,2024-01-01 01:15:00,4-11,104,1p_household
100,2024-01-01 01:15:00,4-12,98,1p_household
170,2024-01-01 01:15:00,4-8,166,2p_household
170,2024-01-01 01:15:00,4-9,171,2p_household
170,2024-01-01 01:15:00,14-4,174,2p_household
170,2024-01-01 01:15:00,14-8,171,2p_household
240,2024-01-01 01:15:00,14-0,237,3p_household
240,2024-01-01 01:15:00,14-1,245,4p_household
240,2024-01-01 01:15:00,14-5,237,4p_household
180,2024-01-01 01:15:00,14-7,176,2p_household
100,2024-01-01 01:15:00,14-2,98,1p_household
100,2024-01-01 01:15:00,14-9,101,1p_household
95,2024-01-01 01:15:00,14-3,97,1p_household
95,2024-01-01 01:15:00,14-6,97,1p_household
260,2024-01-01 01:15:00,10-1,256,3p_household
160,2024-01-01 01:15:00,10-0,162,2p_household
170,2024-01-01 01:15:00,10-3,173,2p_household
170,2024-01-01 01:15:00,10-5,171,2p_household
240,2024-01-01 01:15:00,10-2,238,3p_household
180,2024-01-01 01:15:00,10-7,175,2p_household
100,2024-01-01 01:15:00,10-4,104,1p_household
100,2024-01-01 01:15:00,10-6,102,1p_household
100,2024-01-01 01:15:00,10-8,100,1p_household
100,2024-01-01 01:15:00,10-9,104,1p_household
160,2024-01-01 01:15:00,0-1,160,2p_household
160,2024-01-01 01:15:00,0-2,160,2p_household
240,2024-01-01 01:15:00,0-0,237,3p_household
100,2024-01-01 01:15:00,0-3,100,1p_household
100,2024-01-01 01:15:00,0-4,104,1p_household
100,2024-01-01 01:15:00,0-5,103,1p_household
100,2024-01-01 01:15:00,0-6,99,1p_household
170,2024-01-01 01:30:00,5-7,166,2p_household
240,2024-01-01 01:30:00,5-1,231,3p_household
240,2024-01-01 01:30:00,5-6,236,3p_household
160,2024-01-01 01:30:00,5-0,164,2p_household
160,2024-01-01 01:30:00,5-3,155,2p_household
160,2024-01-01 01:30:00,5-5,164,2p_household
220,2024-01-01 01:30:00,5-4,221,4p_household
100,2024-01-01 01:30:00,5-2,98,1p_household
160,2024-01-01 01:30:00,4-6,162,2p_household
160,2024-01-01 01:30:00,4-8,164,2p_household
160,2024-01-01 01:30:00,4-9,160,2p_household
1040,2024-01-01 01:30:00,4-10,1010,store
240,2024-01-01 01:30:00,4-7,242,4p_household
150,2024-01-01 01:30:00,4-5,152,2p_household
220,2024-01-01 01:30:00,4-0,224,3p_household
220,2024-01-01 01:30:00,4-1,225,4p_household
100,2024-01-01 01:30:00,4-11,98,1p_household
100,2024-01-01 01:30:00,4-2,99,1p_household
170,2024-01-01 01:30:00,4-3,165,2p_household
95,2024-01-01 01:30:00,4-4,94,1p_household
95,2024-01-01 01:30:00,4-12,97,1p_household
160,2024-01-01 01:30:00,14-4,162,2p_household
160,2024-01-01 01:30:00,14-7,155,2p_household
160,2024-01-01 01:30:00,14-8,162,2p_household
240,2024-01-01 01:30:00,14-5,235,4p_household
220,2024-01-01 01:30:00,14-0,223,3p_household
220,2024-01-01 01:30:00,14-1,228,4p_household
100,2024-01-01 01:30:00,14-2,99,1p_household
100,2024-01-01 01:30:00,14-3,99,1p_household
95,2024-01-01 01:30:00,14-6,94,1p_household
95,2024-01-01 01:30:00,14-9,93,1p_household
160,2024-01-01 01:30:00,10-3,164,2p_household
160,2024-01-01 01:30:00,10-5,163,2p_household
160,2024-01-01 01:30:00,10-7,163,2p_household
240,2024-01-01 01:30:00,10-1,240,3p_household
150,2024-01-01 01:30:00,10-0,152,2p_household
220,2024-01-01 01:30:00,10-2,229,3p_household
100,2024-01-01 01:30:00,10-6,98,1p_household
100,2024-01-01 01:30:00,10-9,98,1p_household
90,2024-01-01 01:30:00,10-4,92,1p_household
90,2024-01-01 01:30:00,10-8,92,1p_household
160,2024-01-01 01:30:00,0-1,162,2p_household
160,2024-01-01 01:30:00,0-2,164,2p_household
220,2024-01-01 01:30:00,0-0,222,3p_household
100,2024-01-01 01:30:00,0-5,98,1p_household
95,2024-01-01 01:30:00,0-3,94,1p_household
95,2024-01-01 01:30:00,0-4,94,1p_household
95,2024-01-01 01:30:00,0-6,96,1p_household
160,2024-01-01 01:45:00,5-0,158,2p_household
160,2024-01-01 01:45:00,5-3,156,2p_household
160,2024-01-01 01:45:00,5-7,155,2p_household
220,2024-01-01 01:45:00,5-4,214,4p_household
220,2024-01-01 01:45:00,5-1,212,3p_household
220,2024-01-01 01:45:00,5-6,221,3p_household
90,2024-01-01 01:45:00,5-2,88,1p_household
150,2024-01-01 01:45:00,5-5,151,2p_household
160,2024-01-01 01:45:00,4-9,155,2p_household
160,2024-01-01 01:45:00,4-3,156,2p_household
1040,2024-01-01 01:45:00,4-10,1041,store
150,2024-01-01 01:45:00,4-5,146,2p_household
150,2024-01-01 01:45:00,4-6,153,2p_household
150,2024-01-01 01:45:00,4-8,152,2p_household
220,2024-01-01 01:45:00,4-0,219,3p_household
220,2024-01-01 01:45:00,4-1,217,4p_household
220,2024-01-01 01:45:00,4-7,220,4p_household
95,2024-01-01 01:45:00,4-4,95,1p_household
90,2024-01-01 01:45:00,4-2,92,1p_household
90,2024-01-01 01:45:00,4-11,91,1p_household
90,2024-01-01 01:45:00,4-12,88,1p_household
150,2024-01-01 01:45:00,14-4,153,2p_household
150,2024-01-01 01:45:00,14-7,151,2p_household
150,2024-01-01 01:45:00,14-8,149,2p_household
220,2024-01-01 01:45:00,14-0,221,3p_household
220,2024-01-01 01:45:00,14-1,216,4p_household
220,2024-01-01 01:45:00,14-5,217,4p_household
95,2024-01-01 01:45:00,14-6,95,1p_household
90,2024-01-01 01:45:00,14-2,91,1p_household
90,2024-01-01 01:45:00,14-3,91,1p_household
90,2024-01-01 01:45:00,14-9,90,1p_household
160,2024-01-01 01:45:00,10-0,158,2p_household
160,2024-01-01 01:45:00,10-5,157,2p_household
150,2024-01-01 01:45:00,10-3,152,2p_household
150,2024-01-01 01:45:00,10-7,145,2p_household
220,2024-01-01 01:45:00,10-2,226,3p_household
220,2024-01-01 01:45:00,10-1,212,3p_household
90,2024-01-01 01:45:00,10-6,90,1p_household
90,2024-01-01 01:45:00,10-9,92,1p_household
95,2024-01-01 01:45:00,10-4,96,1p_household
95,2024-01-01 01:45:00,10-8,93,1p_household
150,2024-01-01 01:45:00,0-1,147,2p_household
150,2024-01-01 01:45:00,0-2,153,2p_household
220,2024-01-01 01:45:00,0-0,218,3p_household
95,2024-01-01 01:45:00,0-3,96,1p_household
95,2024-01-01 01:45:00,0-4,93,1p_household
95,2024-01-01 01:45:00,0-6,94,1p_household
95,2024-01-01 01:45:00,0-5,93,1p_household
220,2024-01-01 02:00:00,5-4,219,4p_household
220,2024-01-01 02:00:00,5-1,217,3p_household
220,2024-01-01 02:00:00,5-6,218,3p_household
150,2024-01-01 02:00:00,5-0,147,2p_household
150,2024-01-01 02:00:00,5-7,154,2p_household
85,2024-01-01 02:00:00,5-2,87,1p_household
140,2024-01-01 02:00:00,5-3,144,2p_household
140,2024-01-01 02:00:00,5-5,141,2p_household
1040,2024-01-01 02:00:00,4-10,1027,store
140,2024-01-01 02:00:00,4-3,144,2p_household
140,2024-01-01 02:00:00,4-5,144,2p_household
140,2024-01-01 02:00:00,4-8,142,2p_household
150,2024-01-01 02:00:00,4-6,145,2p_household
150,2024-01-01 02:00:00,4-9,148,2p_household
220,2024-01-01 02:00:00,4-0,219,3p_household
220,2024-01-01 02:00:00,4-1,219,4p_household
200,2024-01-01 02:00:00,4-7,209,4p_household
90,2024-01-01 02:00:00,4-2,88,1p_household
90,2024-01-01 02:00:00,4-12,92,1p_household
90,2024-01-01 02:00:00,4-4,92,1p_household
85,2024-01-01 02:00:00,4-11,87,1p_household
160,2024-01-01 02:00:00,14-7,155,2p_household
150,2024-01-01 02:00:00,14-4,154,2p_household
140,2024-01-01 02:00:00,14-8,141,2p_household
220,2024-01-01 02:00:00,14-0,223,3p_household
220,2024-01-01 02:00:00,14-1,225,4p_household
200,2024-01-01 02:00:00,14-5,205,4p_household
90,2024-01-01 02:00:00,14-2,90,1p_household
90,2024-01-01 02:00:00,14-3,92,1p_household
90,2024-01-01 02:00:00,14-6,90,1p_household
85,2024-01-01 02:00:00,14-9,86,1p_household
160,2024-01-01 02:00:00,10-5,155,2p_household
150,2024-01-01 02:00:00,10-3,145,2p_household
150,2024-01-01 02:00:00,10-7,151,2p_household
140,2024-01-01 02:00:00,10-0,141,2p_household
220,2024-01-01 02:00:00,10-1,222,3p_household
200,2024-01-01 02:00:00,10-2,209,3p_household
90,2024-01-01 02:00:00,10-4,90,1p_household
90,2024-01-01 02:00:00,10-6,88,1p_household
90,2024-01-01 02:00:00,10-9,89,1p_household
95,2024-01-01 02:00:00,10-8,93,1p_household
150,2024-01-01 02:00:00,0-2,154,2p_household
140,2024-01-01 02:00:00,0-1,142,2p_household
220,2024-01-01 02:00:00,0-0,220,3p_household
90,2024-01-01 02:00:00,0-3,89,1p_household
90,2024-01-01 02:00:00,0-4,88,1p_household
90,2024-01-01 02:00:00,0-5,91,1p_household
90,2024-01-01 02:00:00,0-6,91,1p_household
220,2024-01-01 02:15:00,5-1,213,3p_household
220,2024-01-01 02:15:00,5-6,220,3p_household
200,2024-01-01 02:15:00,5-4,207,4p_household
150,2024-01-01 02:15:00,5-7,146,2p_household
150,2024-01-01 02:15:00,5-3,152,2p_household
85,2024-01-01 02:15:00,5-2,87,1p_household
140,2024-01-01 02:15:00,5-5,140,2p_household
140,2024-01-01 02:15:00,5-0,143,2p_household
140,2024-01-01 02:15:00,4-8,139,2p_household
140,2024-01-01 02:15:00,4-6,140,2p_household
140,2024-01-01 02:15:00,4-9,143,2p_household
150,2024-01-01 02:15:00,4-5,145,2p_household
150,2024-01-01 02:15:00,4-3,150,2p_household
220,2024-01-01 02:15:00,4-1,217,4p_household
220,2024-01-01 02:15:00,4-7,219,4p_household
200,2024-01-01 02:15:00,4-0,203,3p_household
90,2024-01-01 02:15:00,4-12,91,1p_household
90,2024-01-01 02:15:00,4-4,88,1p_household
85,2024-01-01 02:15:00,4-11,87,1p_household
85,2024-01-01 02:15:00,4-2,86,1p_household
960,2024-01-01 02:15:00,4-10,990,store
150,2024-01-01 02:15:00,14-4,145,2p_household
150,2024-01-01 02:15:00,14-7,146,2p_household
140,2024-01-01 02:15:00,14-8,140,2p_household
200,2024-01-01 02:15:00,14-5,204,4p_household
200,2024-01-01 02:15:00,14-0,204,3p_household
200,2024-01-01 02:15:00,14-1,205,4p_household
90,2024-01-01 02:15:00,14-9,88,1p_household
85,2024-01-01 02:15:00,14-2,87,1p_household
85,2024-01-01 02:15:00,14-3,84,1p_household
85,2024-01-01 02:15:00,14-6,84,1p_household
150,2024-01-01 02:15:00,10-0,148,2p_household
150,2024-01-01 02:15:00,10-7,150,2p_household
150,2024-01-01 02:15:00,10-5,146,2p_household
140,2024-01-01 02:15:00,10-3,141,2p_household
220,2024-01-01 02:15:00,10-2,219,3p_household
220,2024-01-01 02:15:00,10-1,212,3p_household
90,2024-01-01 02:15:00,10-8,91,1p_household
90,2024-01-01 02:15:00,10-9,89,1p_household
85,2024-01-01 02:15:00,10-4,86,1p_household
85,2024-01-01 02:15:00,10-6,86,1p_household
140,2024-01-01 02:15:00,0-1,144,2p_household
140,2024-01-01 02:15:00,0-2,142,2p_household
200,2024-01-01 02:15:00,0-0,207,3p_household
90,2024-01-01 02:15:00,0-3,90,1p_household
90,2024-01-01 02:15:00,0-4,89,1p_household
90,2024-01-01 02:15:00,0-6,88,1p_household
85,2024-01-01 02:15:00,0-5,84,1p_household
220,2024-01-01 02:30:00,5-4,217,4p_household
220,2024-01-01 02:30:00,5-1,216,3p_household
220,2024-01-01 02:30:00,5-6,212,3p_household
150,2024-01-01 02:30:00,5-5,149,2p_household
85,2024-01-01 02:30:00,5-2,85,1p_household
140,2024-01-01 02:30:00,5-3,137,2p_household
140,2024-01-01 02:30:00,5-0,139,2p_household
140,2024-01-01 02:30:00,5-7,138,2p_household
1040,2024-01-01 02:30:00,4-10,1053,store
140,2024-01-01 02:30:00,4-8,141,2p_household
140,2024-01-01 02:30:00,4-6,142,2p_household
140,2024-01-01 02:30:00,4-9,137,2p_household
150,2024-01-01 02:30:00,4-5,146,2p_household
150,2024-01-01 02:30:00,4-3,149,2p_household
200,2024-01-01 02:30:00,4-7,208,4p_household
200,2024-01-01 02:30:00,4-0,207,3p_household
200,2024-01-01 02:30:00,4-1,204,4p_household
90,2024-01-01 02:30:00,4-2,88,1p_household
90,2024-01-01 02:30:00,4-11,90,1p_household
90,2024-01-01 02:30:00,4-12,89,1p_household
85,2024-01-01 02:30:00,4-4,83,1p_household
150,2024-01-01 02:30:00,14-4,147,2p_household
140,2024-01-01 02:30:00,14-8,144,2p_household
140,2024-01-01 02:30:00,14-7,142,2p_household
220,2024-01-01 02:30:00,14-0,213,3p_household
220,2024-01-01 02:30:00,14-1,213,4p_household
200,2024-01-01 02:30:00,14-5,207,4p_household
90,2024-01-01 02:30:00,14-2,90,1p_household
90,2024-01-01 02:30:00,14-3,91,1p_household
90,2024-01-01 02:30:00,14-9,88,1p_household
85,2024-01-01 02:30:00,14-6,87,1p_household
150,2024-01-01 02:30:00,10-5,146,2p_household
140,2024-01-01 02:30:00,10-0,141,2p_household
140,2024-01-01 02:30:00,10-3,140,2p_household
140,2024-01-01 02:30:00,10-7,143,2p_household
220,2024-01-01 02:30:00,10-1,211,3p_household
200,2024-01-01 02:30:00,10-2,207,3p_household
90,2024-01-01 02:30:00,10-8,91,1p_household
90,2024-01-01 02:30:00,10-6,89,1p_household
90,2024-01-01 02:30:00,10-9,91,1p_household
85,2024-01-01 02:30:00,10-4,84,1p_household
140,2024-01-01 02:30:00,0-1,142,2p_household
140,2024-01-01 02:30:00,0-2,138,2p_household
200,2024-01-01 02:30:00,0-0,201,3p_household
90,2024-01-01 02:30:00,0-4,88,1p_household
90,2024-01-01 02:30:00,0-5,89,1p_household
90,2024-01-01 02:30:00,0-6,89,1p_household
85,2024-01-01 02:30:00,0-3,84,1p_household
220,2024-01-01 02:45:00,5-4,210,4p_household
220,2024-01-01 02:45:00,5-6,214,3p_household
200,2024-01-01 02:45:00,5-1,207,3p_household
90,2024-01-01 02:45:00,5-2,89,1p_household
150,2024-01-01 02:45:00,5-7,149,2p_household
150,2024-01-01 02:45:00,5-3,145,2p_household
140,2024-01-01 02:45:00,5-5,137,2p_household
140,2024-01-01 02:45:00,5-0,138,2p_household
1040,2024-01-01 02:45:00,4-10,1000,store
