1704063600.0,8-0,170
1704063600.0,8-1,280
1704063600.0,8-2,170
1704063600.0,8-3,260
1704063600.0,8-4,170
1704063600.0,8-5,400
1704063600.0,8-6,280
1704063600.0,11-0,170
1704063600.0,11-1,170
1704063600.0,11-2,170
1704063600.0,11-3,400
1704063600.0,11-4,260
1704063600.0,11-5,160
1704063600.0,11-6,280
1704063600.0,11-7,400
1704063600.0,11-8,170
1704063600.0,5-0,280
1704063600.0,5-1,170
1704063600.0,5-2,160
1704063600.0,5-3,160
1704063600.0,5-4,160
1704063600.0,5-5,280
1704063600.0,5-6,400
1704063600.0,5-7,400
1704063600.0,5-8,260
1704063600.0,5-9,400
1704063600.0,5-10,170
1704063600.0,13-0,260
1704063600.0,13-1,260
1704063600.0,13-2,160
1704063600.0,13-3,160
1704063600.0,13-4,170
1704063600.0,13-5,400
1704063600.0,13-6,280
1704063600.0,13-7,400
1704063600.0,13-8,170
1704063600.0,3-0,400
1704063600.0,3-1,170
1704063600.0,3-2,260
1704063600.0,3-3,1120
1704063600.0,3-4,280
1704063600.0,3-5,160
1704063600.0,3-6,280
1704063600.0,3-7,170
1704063600.0,3-8,170
1704064500.0,8-0,140
1704064500.0,8-1,260
1704064500.0,8-2,150
1704064500.0,8-3,240
1704064500.0,8-4,150
1704064500.0,8-5,360
1704064500.0,8-6,240
1704064500.0,11-0,140
1704064500.0,11-1,160
1704064500.0,11-2,160
1704064500.0,11-3,360
1704064500.0,11-4,240
1704064500.0,11-5,150
1704064500.0,11-6,240
1704064500.0,11-7,360
1704064500.0,11-8,150
1704064500.0,5-0,260
1704064500.0,5-1,150
1704064500.0,5-2,150
1704064500.0,5-3,150
1704064500.0,5-4,150
1704064500.0,5-5,240
1704064500.0,5-6,340
1704064500.0,5-7,360
1704064500.0,5-8,240
1704064500.0,5-9,360
1704064500.0,5-10,150
1704064500.0,13-0,260
1704064500.0,13-1,240
1704064500.0,13-2,150
1704064500.0,13-3,160
1704064500.0,13-4,160
1704064500.0,13-5,360
1704064500.0,13-6,240
1704064500.0,13-7,380
1704064500.0,13-8,150
1704064500.0,3-0,360
1704064500.0,3-1,150
1704064500.0,3-2,260
1704064500.0,3-3,1120
1704064500.0,3-4,260
1704064500.0,3-5,160
1704064500.0,3-6,260
1704064500.0,3-7,150
1704064500.0,3-8,150
1704065400.0,8-0,130
1704065400.0,8-1,220
1704065400.0,8-2,130
1704065400.0,8-3,240
1704065400.0,8-4,140
1704065400.0,8-5,320
1704065400.0,8-6,220
1704065400.0,11-0,140
1704065400.0,11-1,140
1704065400.0,11-2,130
1704065400.0,11-3,340
1704065400.0,11-4,220
1704065400.0,11-5,140
1704065400.0,11-6,220
1704065400.0,11-7,320
1704065400.0,11-8,140
1704065400.0,5-0,220
1704065400.0,5-1,130
1704065400.0,5-2,130
1704065400.0,5-3,140
1704065400.0,5-4,130
1704065400.0,5-5,220
1704065400.0,5-6,320
1704065400.0,5-7,300
1704065400.0,5-8,220
1704065400.0,5-9,320
1704065400.0,5-10,130
1704065400.0,13-0,220
1704065400.0,13-1,240
1704065400.0,13-2,130
1704065400.0,13-3,130
1704065400.0,13-4,130
1704065400.0,13-5,300
1704065400.0,13-6,220
1704065400.0,13-7,340
1704065400.0,13-8,140
1704065400.0,3-0,320
1704065400.0,3-1,130
1704065400.0,3-2,220
1704065400.0,3-3,1120
1704065400.0,3-4,220
1704065400.0,3-5,130
1704065400.0,3-6,220
1704065400.0,3-7,130
1704065400.0,3-8,130
1704066300.0,8-0,120
1704066300.0,8-1,200
1704066300.0,8-2,120
1704066300.0,8-3,200
1704066300.0,8-4,120
1704066300.0,8-5,280
1704066300.0,8-6,200
1704066300.0,11-0,120
1704066300.0,11-1,120
1704066300.0,11-2,120
1704066300.0,11-3,280
1704066300.0,11-4,200
1704066300.0,11-5,120
1704066300.0,11-6,200
1704066300.0,11-7,280
1704066300.0,11-8,120
1704066300.0,5-0,200
1704066300.0,5-1,120
1704066300.0,5-2,120
1704066300.0,5-3,120
1704066300.0,5-4,120
1704066300.0,5-5,190
1704066300.0,5-6,300
1704066300.0,5-7,300
1704066300.0,5-8,200
1704066300.0,5-9,300
1704066300.0,5-10,120
1704066300.0,13-0,200
1704066300.0,13-1,200
1704066300.0,13-2,120
1704066300.0,13-3,120
1704066300.0,13-4,120
1704066300.0,13-5,300
1704066300.0,13-6,200
1704066300.0,13-7,280
1704066300.0,13-8,120
1704066300.0,3-0,300
1704066300.0,3-1,130
1704066300.0,3-2,190
1704066300.0,3-3,1040
1704066300.0,3-4,200
1704066300.0,3-5,120
1704066300.0,3-6,190
1704066300.0,3-7,120
1704066300.0,3-8,120
1704067200.0,8-0,110
1704067200.0,8-1,190
1704067200.0,8-2,110
1704067200.0,8-3,180
1704067200.0,8-4,110
1704067200.0,8-5,280
1704067200.0,8-6,170
1704067200.0,11-0,110
1704067200.0,11-1,110
1704067200.0,11-2,110
1704067200.0,11-3,260
1704067200.0,11-4,180
1704067200.0,11-5,110
1704067200.0,11-6,180
1704067200.0,11-7,280
1704067200.0,11-8,110
1704067200.0,5-0,190
1704067200.0,5-1,110
1704067200.0,5-2,110
1704067200.0,5-3,110
1704067200.0,5-4,110
1704067200.0,5-5,190
1704067200.0,5-6,260
1704067200.0,5-7,260
1704067200.0,5-8,190
1704067200.0,5-9,260
1704067200.0,5-10,110
1704067200.0,13-0,190
1704067200.0,13-1,190
1704067200.0,13-2,110
1704067200.0,13-3,110
1704067200.0,13-4,110
1704067200.0,13-5,260
1704067200.0,13-6,190
1704067200.0,13-7,280
1704067200.0,13-8,110
1704067200.0,3-0,260
1704067200.0,3-1,110
1704067200.0,3-2,180
1704067200.0,3-3,960
1704067200.0,3-4,190
1704067200.0,3-5,110
1704067200.0,3-6,190
1704067200.0,3-7,120
1704067200.0,3-8,110
1704068100.0,8-0,100
1704068100.0,8-1,180
1704068100.0,8-2,100
1704068100.0,8-3,180
1704068100.0,8-4,100
1704068100.0,8-5,240
1704068100.0,8-6,170
1704068100.0,11-0,100
1704068100.0,11-1,100
1704068100.0,11-2,110
1704068100.0,11-3,260
1704068100.0,11-4,170
1704068100.0,11-5,95
1704068100.0,11-6,170
1704068100.0,11-7,240
1704068100.0,11-8,110
1704068100.0,5-0,170
1704068100.0,5-1,100
1704068100.0,5-2,100
1704068100.0,5-3,100
1704068100.0,5-4,100
1704068100.0,5-5,180
1704068100.0,5-6,240
1704068100.0,5-7,260
1704068100.0,5-8,170
1704068100.0,5-9,240
1704068100.0,5-10,110
1704068100.0,13-0,160
1704068100.0,13-1,170
1704068100.0,13-2,100
1704068100.0,13-3,100
1704068100.0,13-4,110
1704068100.0,13-5,240
1704068100.0,13-6,170
1704068100.0,13-7,240
1704068100.0,13-8,95
1704068100.0,3-0,260
1704068100.0,3-1,110
1704068100.0,3-2,160
1704068100.0,3-3,1040
1704068100.0,3-4,170
1704068100.0,3-5,100
1704068100.0,3-6,160
1704068100.0,3-7,110
1704068100.0,3-8,95
1704069000.0,8-0,95
1704069000.0,8-1,150
1704069000.0,8-2,90
1704069000.0,8-3,150
1704069000.0,8-4,95
1704069000.0,8-5,240
1704069000.0,8-6,170
1704069000.0,11-0,90
1704069000.0,11-1,95
1704069000.0,11-2,100
1704069000.0,11-3,220
1704069000.0,11-4,160
1704069000.0,11-5,95
1704069000.0,11-6,160
1704069000.0,11-7,240
1704069000.0,11-8,100
1704069000.0,5-0,160
1704069000.0,5-1,90
1704069000.0,5-2,95
1704069000.0,5-3,90
1704069000.0,5-4,95
1704069000.0,5-5,160
1704069000.0,5-6,220
1704069000.0,5-7,220
1704069000.0,5-8,170
1704069000.0,5-9,220
1704069000.0,5-10,95
1704069000.0,13-0,150
1704069000.0,13-1,160
1704069000.0,13-2,95
1704069000.0,13-3,95
1704069000.0,13-4,100
1704069000.0,13-5,220
1704069000.0,13-6,150
1704069000.0,13-7,220
1704069000.0,13-8,100
1704069000.0,3-0,240
1704069000.0,3-1,95
1704069000.0,3-2,160
1704069000.0,3-3,960
1704069000.0,3-4,160
1704069000.0,3-5,90
1704069000.0,3-6,150
1704069000.0,3-7,90
1704069000.0,3-8,95
1704069900.0,8-0,90
1704069900.0,8-1,160
1704069900.0,8-2,95
1704069900.0,8-3,150
1704069900.0,8-4,90
1704069900.0,8-5,220
1704069900.0,8-6,150
1704069900.0,11-0,90
1704069900.0,11-1,90
1704069900.0,11-2,90
1704069900.0,11-3,240
1704069900.0,11-4,150
1704069900.0,11-5,95
1704069900.0,11-6,150
1704069900.0,11-7,220
1704069900.0,11-8,95
1704069900.0,5-0,160
1704069900.0,5-1,95
1704069900.0,5-2,95
1704069900.0,5-3,95
1704069900.0,5-4,90
1704069900.0,5-5,160
1704069900.0,5-6,220
1704069900.0,5-7,220
1704069900.0,5-8,150
1704069900.0,5-9,220
1704069900.0,5-10,90
1704069900.0,13-0,150
1704069900.0,13-1,160
