1704063600.0,13-0,170
1704063600.0,13-1,160
1704063600.0,13-2,170
1704063600.0,13-3,260
1704063600.0,13-4,280
1704063600.0,13-5,400
1704063600.0,7-0,160
1704063600.0,7-1,280
1704063600.0,7-2,160
1704063600.0,7-3,170
1704063600.0,7-4,170
1704063600.0,7-5,170
1704063600.0,7-6,280
1704063600.0,7-7,380
1704063600.0,7-8,160
1704063600.0,10-0,260
1704063600.0,10-1,170
1704063600.0,10-2,380
1704063600.0,10-3,260
1704063600.0,10-4,260
1704063600.0,10-5,260
1704063600.0,10-6,160
1704063600.0,10-7,1120
1704063600.0,10-8,280
1704063600.0,10-9,170
1704063600.0,4-0,260
1704063600.0,4-1,380
1704063600.0,4-2,400
1704063600.0,4-3,260
1704063600.0,4-4,170
1704063600.0,4-5,400
1704063600.0,3-0,160
1704063600.0,3-1,280
1704063600.0,3-2,400
1704063600.0,3-3,280
1704063600.0,3-4,160
1704063600.0,3-5,280
1704063600.0,3-6,170
1704063600.0,3-7,170
1704063600.0,3-8,280
1704064500.0,13-0,150
1704064500.0,13-1,150
1704064500.0,13-2,150
1704064500.0,13-3,240
1704064500.0,13-4,260
1704064500.0,13-5,360
1704064500.0,7-0,150
1704064500.0,7-1,240
1704064500.0,7-2,160
1704064500.0,7-3,150
1704064500.0,7-4,140
1704064500.0,7-5,160
1704064500.0,7-6,240
1704064500.0,7-7,380
1704064500.0,7-8,150
1704064500.0,10-0,240
1704064500.0,10-1,150
1704064500.0,10-2,340
1704064500.0,10-3,240
1704064500.0,10-4,240
1704064500.0,10-5,240
1704064500.0,10-6,150
1704064500.0,10-7,1120
1704064500.0,10-8,260
1704064500.0,10-9,150
1704064500.0,4-0,240
1704064500.0,4-1,360
1704064500.0,4-2,360
1704064500.0,4-3,240
1704064500.0,4-4,150
1704064500.0,4-5,360
1704064500.0,3-0,150
1704064500.0,3-1,240
1704064500.0,3-2,380
1704064500.0,3-3,240
1704064500.0,3-4,150
1704064500.0,3-5,260
1704064500.0,3-6,150
1704064500.0,3-7,140
1704064500.0,3-8,240
1704065400.0,13-0,130
1704065400.0,13-1,130
1704065400.0,13-2,140
1704065400.0,13-3,220
1704065400.0,13-4,220
1704065400.0,13-5,340
1704065400.0,7-0,130
1704065400.0,7-1,220
1704065400.0,7-2,140
1704065400.0,7-3,130
1704065400.0,7-4,140
1704065400.0,7-5,130
1704065400.0,7-6,220
1704065400.0,7-7,320
1704065400.0,7-8,130
1704065400.0,10-0,220
1704065400.0,10-1,130
1704065400.0,10-2,300
1704065400.0,10-3,220
1704065400.0,10-4,220
1704065400.0,10-5,220
1704065400.0,10-6,130
1704065400.0,10-7,1120
1704065400.0,10-8,220
1704065400.0,10-9,130
1704065400.0,4-0,220
1704065400.0,4-1,320
1704065400.0,4-2,320
1704065400.0,4-3,220
1704065400.0,4-4,130
1704065400.0,4-5,320
1704065400.0,3-0,140
1704065400.0,3-1,220
1704065400.0,3-2,340
1704065400.0,3-3,220
1704065400.0,3-4,130
1704065400.0,3-5,240
1704065400.0,3-6,130
1704065400.0,3-7,140
1704065400.0,3-8,220
1704066300.0,13-0,120
1704066300.0,13-1,120
1704066300.0,13-2,120
1704066300.0,13-3,200
1704066300.0,13-4,190
1704066300.0,13-5,280
1704066300.0,7-0,120
1704066300.0,7-1,190
1704066300.0,7-2,120
1704066300.0,7-3,120
1704066300.0,7-4,130
1704066300.0,7-5,120
1704066300.0,7-6,200
1704066300.0,7-7,300
1704066300.0,7-8,120
1704066300.0,10-0,200
1704066300.0,10-1,130
1704066300.0,10-2,300
1704066300.0,10-3,200
1704066300.0,10-4,200
1704066300.0,10-5,200
1704066300.0,10-6,120
1704066300.0,10-7,1120
1704066300.0,10-8,200
1704066300.0,10-9,130
1704066300.0,4-0,200
1704066300.0,4-1,300
1704066300.0,4-2,300
1704066300.0,4-3,200
1704066300.0,4-4,120
1704066300.0,4-5,300
1704066300.0,3-0,120
1704066300.0,3-1,200
1704066300.0,3-2,280
1704066300.0,3-3,200
1704066300.0,3-4,120
1704066300.0,3-5,200
1704066300.0,3-6,120
1704066300.0,3-7,120
1704066300.0,3-8,200
1704067200.0,13-0,110
1704067200.0,13-1,110
1704067200.0,13-2,110
1704067200.0,13-3,180
1704067200.0,13-4,170
1704067200.0,13-5,260
1704067200.0,7-0,110
1704067200.0,7-1,170
1704067200.0,7-2,110
1704067200.0,7-3,120
1704067200.0,7-4,110
1704067200.0,7-5,110
1704067200.0,7-6,170
1704067200.0,7-7,260
1704067200.0,7-8,110
1704067200.0,10-0,190
1704067200.0,10-1,110
1704067200.0,10-2,260
1704067200.0,10-3,180
1704067200.0,10-4,180
1704067200.0,10-5,190
1704067200.0,10-6,110
1704067200.0,10-7,1120
1704067200.0,10-8,180
1704067200.0,10-9,120
1704067200.0,4-0,180
1704067200.0,4-1,260
1704067200.0,4-2,280
1704067200.0,4-3,180
1704067200.0,4-4,110
1704067200.0,4-5,260
1704067200.0,3-0,110
1704067200.0,3-1,180
1704067200.0,3-2,280
1704067200.0,3-3,190
1704067200.0,3-4,110
1704067200.0,3-5,180
1704067200.0,3-6,110
1704067200.0,3-7,110
1704067200.0,3-8,180
1704068100.0,13-0,100
1704068100.0,13-1,100
1704068100.0,13-2,100
1704068100.0,13-3,160
1704068100.0,13-4,170
1704068100.0,13-5,240
1704068100.0,7-0,100
1704068100.0,7-1,170
1704068100.0,7-2,100
1704068100.0,7-3,95
1704068100.0,7-4,100
1704068100.0,7-5,100
1704068100.0,7-6,170
