1704063600.0	2-0	400
1704063600.0	2-1	280
1704063600.0	2-2	170
1704063600.0	2-3	160
1704063600.0	2-4	170
1704063600.0	2-5	280
1704063600.0	2-6	170
1704063600.0	2-7	380
1704063600.0	2-8	160
1704063600.0	10-0	170
1704063600.0	10-1	400
1704063600.0	10-2	170
1704063600.0	10-3	160
1704063600.0	10-4	170
1704063600.0	10-5	170
1704063600.0	10-6	170
1704063600.0	10-7	170
1704063600.0	10-8	380
1704063600.0	10-9	280
1704063600.0	5-0	260
1704063600.0	5-1	400
1704063600.0	5-2	280
1704063600.0	5-3	160
1704063600.0	5-4	280
1704063600.0	5-5	170
1704063600.0	5-6	160
1704063600.0	1-0	380
1704063600.0	1-1	170
1704063600.0	1-2	280
1704063600.0	1-3	170
1704063600.0	1-4	170
1704063600.0	1-5	160
1704063600.0	1-6	400
1704063600.0	1-7	170
1704063600.0	13-0	160
1704063600.0	13-1	400
1704063600.0	13-2	260
1704063600.0	13-3	170
1704063600.0	13-4	170
1704063600.0	13-5	160
1704063600.0	13-6	170
1704063600.0	13-7	260
1704063600.0	13-8	280
1704063600.0	13-9	160
1704064500.0	2-0	380
1704064500.0	2-1	240
1704064500.0	2-2	140
1704064500.0	2-3	140
1704064500.0	2-4	150
1704064500.0	2-5	240
1704064500.0	2-6	150
1704064500.0	2-7	360
1704064500.0	2-8	150
1704064500.0	10-0	140
1704064500.0	10-1	340
1704064500.0	10-2	150
1704064500.0	10-3	150
1704064500.0	10-4	150
1704064500.0	10-5	150
1704064500.0	10-6	150
1704064500.0	10-7	140
1704064500.0	10-8	360
1704064500.0	10-9	240
1704064500.0	5-0	240
1704064500.0	5-1	380
1704064500.0	5-2	260
1704064500.0	5-3	150
1704064500.0	5-4	240
1704064500.0	5-5	150
1704064500.0	5-6	150
1704064500.0	1-0	360
1704064500.0	1-1	150
1704064500.0	1-2	240
1704064500.0	1-3	150
1704064500.0	1-4	150
1704064500.0	1-5	150
1704064500.0	1-6	380
1704064500.0	1-7	150
1704064500.0	13-0	150
1704064500.0	13-1	340
1704064500.0	13-2	240
1704064500.0	13-3	150
1704064500.0	13-4	150
1704064500.0	13-5	150
1704064500.0	13-6	150
1704064500.0	13-7	240
1704064500.0	13-8	260
1704064500.0	13-9	150
1704065400.0	2-0	300
1704065400.0	2-1	220
1704065400.0	2-2	130
1704065400.0	2-3	140
1704065400.0	2-4	130
1704065400.0	2-5	220
1704065400.0	2-6	140
1704065400.0	2-7	300
1704065400.0	2-8	130
1704065400.0	10-0	140
1704065400.0	10-1	320
1704065400.0	10-2	140
1704065400.0	10-3	130
1704065400.0	10-4	140
1704065400.0	10-5	130
1704065400.0	10-6	130
1704065400.0	10-7	140
1704065400.0	10-8	340
1704065400.0	10-9	220
1704065400.0	5-0	220
1704065400.0	5-1	300
1704065400.0	5-2	220
1704065400.0	5-3	140
1704065400.0	5-4	220
1704065400.0	5-5	130
1704065400.0	5-6	130
1704065400.0	1-0	320
1704065400.0	1-1	140
1704065400.0	1-2	220
1704065400.0	1-3	140
1704065400.0	1-4	140
1704065400.0	1-5	140
1704065400.0	1-6	340
1704065400.0	1-7	140
1704065400.0	13-0	130
1704065400.0	13-1	320
1704065400.0	13-2	220
1704065400.0	13-3	130
1704065400.0	13-4	130
1704065400.0	13-5	140
1704065400.0	13-6	130
1704065400.0	13-7	220
1704065400.0	13-8	220
1704065400.0	13-9	140
1704066300.0	2-0	300
1704066300.0	2-1	200
1704066300.0	2-2	120
1704066300.0	2-3	120
1704066300.0	2-4	120
1704066300.0	2-5	200
1704066300.0	2-6	120
1704066300.0	2-7	280
1704066300.0	2-8	120
1704066300.0	10-0	120
1704066300.0	10-1	280
1704066300.0	10-2	120
1704066300.0	10-3	120
1704066300.0	10-4	120
1704066300.0	10-5	120
1704066300.0	10-6	120
1704066300.0	10-7	120
1704066300.0	10-8	280
1704066300.0	10-9	200
1704066300.0	5-0	190
1704066300.0	5-1	280
1704066300.0	5-2	200
1704066300.0	5-3	120
1704066300.0	5-4	200
1704066300.0	5-5	130
1704066300.0	5-6	130
1704066300.0	1-0	300
1704066300.0	1-1	130
1704066300.0	1-2	200
1704066300.0	1-3	120
1704066300.0	1-4	120
1704066300.0	1-5	120
1704066300.0	1-6	300
1704066300.0	1-7	120
1704066300.0	13-0	120
1704066300.0	13-1	280
1704066300.0	13-2	200
1704066300.0	13-3	120
1704066300.0	13-4	120
1704066300.0	13-5	120
1704066300.0	13-6	120
1704066300.0	13-7	190
1704066300.0	13-8	200
1704066300.0	13-9	120
1704067200.0	2-0	260
1704067200.0	2-1	170
1704067200.0	2-2	110
1704067200.0	2-3	110
1704067200.0	2-4	110
1704067200.0	2-5	180
1704067200.0	2-6	110
1704067200.0	2-7	260
1704067200.0	2-8	110
1704067200.0	10-0	110
1704067200.0	10-1	260
1704067200.0	10-2	110
1704067200.0	10-3	110
1704067200.0	10-4	110
1704067200.0	10-5	110
1704067200.0	10-6	110
1704067200.0	10-7	120
1704067200.0	10-8	280
1704067200.0	10-9	190
1704067200.0	5-0	180
1704067200.0	5-1	280
1704067200.0	5-2	180
1704067200.0	5-3	110
1704067200.0	5-4	180
1704067200.0	5-5	120
1704067200.0	5-6	110
1704067200.0	1-0	280
1704067200.0	1-1	110
1704067200.0	1-2	180
1704067200.0	1-3	110
1704067200.0	1-4	110
1704067200.0	1-5	110
1704067200.0	1-6	280
1704067200.0	1-7	110
1704067200.0	13-0	110
1704067200.0	13-1	260
1704067200.0	13-2	180
1704067200.0	13-3	110
1704067200.0	13-4	110
1704067200.0	13-5	110
1704067200.0	13-6	110
1704067200.0	13-7	180
1704067200.0	13-8	180
1704067200.0	13-9	110
1704068100.0	2-0	260
1704068100.0	2-1	170
1704068100.0	2-2	100
1704068100.0	2-3	110
1704068100.0	2-4	100
1704068100.0	2-5	160
1704068100.0	2-6	100
1704068100.0	2-7	260
1704068100.0	2-8	100
1704068100.0	10-0	110
1704068100.0	10-1	240
1704068100.0	10-2	95
1704068100.0	10-3	110
1704068100.0	10-4	100
1704068100.0	10-5	100
1704068100.0	10-6	110
1704068100.0	10-7	100
1704068100.0	10-8	260
1704068100.0	10-9	160
1704068100.0	5-0	160
1704068100.0	5-1	240
1704068100.0	5-2	170
1704068100.0	5-3	95
1704068100.0	5-4	160
1704068100.0	5-5	100
1704068100.0	5-6	100
1704068100.0	1-0	240
1704068100.0	1-1	100
1704068100.0	1-2	180
1704068100.0	1-3	110
1704068100.0	1-4	95
1704068100.0	1-5	110
1704068100.0	1-6	260
1704068100.0	1-7	110
1704068100.0	13-0	100
1704068100.0	13-1	240
1704068100.0	13-2	160
1704068100.0	13-3	100
1704068100.0	13-4	100
1704068100.0	13-5	100
1704068100.0	13-6	110
1704068100.0	13-7	180
1704068100.0	13-8	170
1704068100.0	13-9	100
1704069000.0	2-0	240
1704069000.0	2-1	150
1704069000.0	2-2	95
1704069000.0	2-3	100
1704069000.0	2-4	95
1704069000.0	2-5	160
1704069000.0	2-6	95
1704069000.0	2-7	240
1704069000.0	2-8	95
1704069000.0	10-0	95
1704069000.0	10-1	240
1704069000.0	10-2	90
1704069000.0	10-3	95
1704069000.0	10-4	100
1704069000.0	10-5	100
1704069000.0	10-6	100
1704069000.0	10-7	90
1704069000.0	10-8	220
1704069000.0	10-9	170
1704069000.0	5-0	160
1704069000.0	5-1	240
1704069000.0	5-2	170
1704069000.0	5-3	95
1704069000.0	5-4	150
1704069000.0	5-5	100
1704069000.0	5-6	100
1704069000.0	1-0	220
1704069000.0	1-1	95
1704069000.0	1-2	160
1704069000.0	1-3	100
1704069000.0	1-4	90
1704069000.0	1-5	95
1704069000.0	1-6	220
1704069000.0	1-7	95
