1704063600.0	2-0	400	1
1704063600.0	2-1	280	1
1704063600.0	2-2	170	1
1704063600.0	2-3	160	1
1704063600.0	2-4	170	2
1704063600.0	2-5	280	2
1704063600.0	2-6	170	3
1704063600.0	2-7	380	1
1704063600.0	2-8	160	2
1704063600.0	10-0	170	4
1704063600.0	10-1	400	2
1704063600.0	10-2	170	5
1704063600.0	10-3	160	3
1704063600.0	10-4	170	6
1704063600.0	10-5	170	7
1704063600.0	10-6	170	8
1704063600.0	10-7	170	9
1704063600.0	10-8	380	2
1704063600.0	10-9	280	3
1704063600.0	5-0	260	1
1704063600.0	5-1	400	3
1704063600.0	5-2	280	4
1704063600.0	5-3	160	4
1704063600.0	5-4	280	5
1704063600.0	5-5	170	10
1704063600.0	5-6	160	5
1704063600.0	1-0	380	3
1704063600.0	1-1	170	11
1704063600.0	1-2	280	6
1704063600.0	1-3	170	12
1704063600.0	1-4	170	13
1704063600.0	1-5	160	6
1704063600.0	1-6	400	4
1704063600.0	1-7	170	14
1704063600.0	13-0	160	7
1704063600.0	13-1	400	5
1704063600.0	13-2	260	2
1704063600.0	13-3	170	15
1704063600.0	13-4	170	16
1704063600.0	13-5	160	8
1704063600.0	13-6	170	17
1704063600.0	13-7	260	3
1704063600.0	13-8	280	7
1704063600.0	13-9	160	9
1704064500.0	2-0	380	4
1704064500.0	2-1	240	1
1704064500.0	2-2	140	1
1704064500.0	2-3	140	2
1704064500.0	2-4	150	1
1704064500.0	2-5	240	2
1704064500.0	2-6	150	2
1704064500.0	2-7	360	1
1704064500.0	2-8	150	3
1704064500.0	10-0	140	3
1704064500.0	10-1	340	1
1704064500.0	10-2	150	4
1704064500.0	10-3	150	5
1704064500.0	10-4	150	6
1704064500.0	10-5	150	7
1704064500.0	10-6	150	8
1704064500.0	10-7	140	4
1704064500.0	10-8	360	2
1704064500.0	10-9	240	3
1704064500.0	5-0	240	4
1704064500.0	5-1	380	5
1704064500.0	5-2	260	4
1704064500.0	5-3	150	9
1704064500.0	5-4	240	5
1704064500.0	5-5	150	10
1704064500.0	5-6	150	11
1704064500.0	1-0	360	3
1704064500.0	1-1	150	12
1704064500.0	1-2	240	6
1704064500.0	1-3	150	13
1704064500.0	1-4	150	14
1704064500.0	1-5	150	15
1704064500.0	1-6	380	6
1704064500.0	1-7	150	16
1704064500.0	13-0	150	17
1704064500.0	13-1	340	2
1704064500.0	13-2	240	7
1704064500.0	13-3	150	18
1704064500.0	13-4	150	19
1704064500.0	13-5	150	20
1704064500.0	13-6	150	21
1704064500.0	13-7	240	8
1704064500.0	13-8	260	5
1704064500.0	13-9	150	22
1704065400.0	2-0	300	1
1704065400.0	2-1	220	1
1704065400.0	2-2	130	1
1704065400.0	2-3	140	4
1704065400.0	2-4	130	2
1704065400.0	2-5	220	2
1704065400.0	2-6	140	5
1704065400.0	2-7	300	2
1704065400.0	2-8	130	3
1704065400.0	10-0	140	5
1704065400.0	10-1	320	1
1704065400.0	10-2	140	6
1704065400.0	10-3	130	4
1704065400.0	10-4	140	7
1704065400.0	10-5	130	5
1704065400.0	10-6	130	6
1704065400.0	10-7	140	7
1704065400.0	10-8	340	3
1704065400.0	10-9	220	3
1704065400.0	5-0	220	4
1704065400.0	5-1	300	3
1704065400.0	5-2	220	5
1704065400.0	5-3	140	8
1704065400.0	5-4	220	6
1704065400.0	5-5	130	7
1704065400.0	5-6	130	8
1704065400.0	1-0	320	2
1704065400.0	1-1	140	9
1704065400.0	1-2	220	7
1704065400.0	1-3	140	10
1704065400.0	1-4	140	11
1704065400.0	1-5	140	12
1704065400.0	1-6	340	4
1704065400.0	1-7	140	13
1704065400.0	13-0	130	9
1704065400.0	13-1	320	3
1704065400.0	13-2	220	8
1704065400.0	13-3	130	10
1704065400.0	13-4	130	11
1704065400.0	13-5	140	14
1704065400.0	13-6	130	12
1704065400.0	13-7	220	9
1704065400.0	13-8	220	10
1704065400.0	13-9	140	15
1704066300.0	2-0	300	3
1704066300.0	2-1	200	1
1704066300.0	2-2	120	1
1704066300.0	2-3	120	2
1704066300.0	2-4	120	3
1704066300.0	2-5	200	2
1704066300.0	2-6	120	4
1704066300.0	2-7	280	8
1704066300.0	2-8	120	5
1704066300.0	10-0	120	6
1704066300.0	10-1	280	9
1704066300.0	10-2	120	7
1704066300.0	10-3	120	8
1704066300.0	10-4	120	9
1704066300.0	10-5	120	10
1704066300.0	10-6	120	11
1704066300.0	10-7	120	12
1704066300.0	10-8	280	10
1704066300.0	10-9	200	3
1704066300.0	5-0	190	1
1704066300.0	5-1	280	11
1704066300.0	5-2	200	4
1704066300.0	5-3	120	13
1704066300.0	5-4	200	5
1704066300.0	5-5	130	12
1704066300.0	5-6	130	12
1704066300.0	1-0	300	4
1704066300.0	1-1	130	13
1704066300.0	1-2	200	6
1704066300.0	1-3	120	14
1704066300.0	1-4	120	15
1704066300.0	1-5	120	16
1704066300.0	1-6	300	5
1704066300.0	1-7	120	17
1704066300.0	13-0	120	18
1704066300.0	13-1	280	12
1704066300.0	13-2	200	7
1704066300.0	13-3	120	19
1704066300.0	13-4	120	20
1704066300.0	13-5	120	21
1704066300.0	13-6	120	22
1704066300.0	13-7	190	2
1704066300.0	13-8	200	8
1704066300.0	13-9	120	23
1704067200.0	2-0	260	6
1704067200.0	2-1	170	18
1704067200.0	2-2	110	1
1704067200.0	2-3	110	2
1704067200.0	2-4	110	3
1704067200.0	2-5	180	1
1704067200.0	2-6	110	4
1704067200.0	2-7	260	7
1704067200.0	2-8	110	5
1704067200.0	10-0	110	6
1704067200.0	10-1	260	8
1704067200.0	10-2	110	7
1704067200.0	10-3	110	8
1704067200.0	10-4	110	9
1704067200.0	10-5	110	10
1704067200.0	10-6	110	11
1704067200.0	10-7	120	23
1704067200.0	10-8	280	12
1704067200.0	10-9	190	3
1704067200.0	5-0	180	2
1704067200.0	5-1	280	12
1704067200.0	5-2	180	3
1704067200.0	5-3	110	12
1704067200.0	5-4	180	4
1704067200.0	5-5	120	24
1704067200.0	5-6	110	13
1704067200.0	1-0	280	13
1704067200.0	1-1	110	14
1704067200.0	1-2	180	5
1704067200.0	1-3	110	15
1704067200.0	1-4	110	16
1704067200.0	1-5	110	17
1704067200.0	1-6	280	14
1704067200.0	1-7	110	18
1704067200.0	13-0	110	19
1704067200.0	13-1	260	9
1704067200.0	13-2	180	6
1704067200.0	13-3	110	20
1704067200.0	13-4	110	21
1704067200.0	13-5	110	22
1704067200.0	13-6	110	23
1704067200.0	13-7	180	7
1704067200.0	13-8	180	8
1704067200.0	13-9	110	24
1704068100.0	2-0	260	9
1704068100.0	2-1	170	18
1704068100.0	2-2	100	1
1704068100.0	2-3	110	24
1704068100.0	2-4	100	2
1704068100.0	2-5	160	10
1704068100.0	2-6	100	3
1704068100.0	2-7	260	9
1704068100.0	2-8	100	4
1704068100.0	10-0	110	24
1704068100.0	10-1	240	9
1704068100.0	10-2	95	1
1704068100.0	10-3	110	24
1704068100.0	10-4	100	5
1704068100.0	10-5	100	6
1704068100.0	10-6	110	24
1704068100.0	10-7	100	7
1704068100.0	10-8	260	10
1704068100.0	10-9	160	11
1704068100.0	5-0	160	12
1704068100.0	5-1	240	10
1704068100.0	5-2	170	19
1704068100.0	5-3	95	2
1704068100.0	5-4	160	13
1704068100.0	5-5	100	8
1704068100.0	5-6	100	9
1704068100.0	1-0	240	11
1704068100.0	1-1	100	10
1704068100.0	1-2	180	8
1704068100.0	1-3	110	24
1704068100.0	1-4	95	3
1704068100.0	1-5	110	24
1704068100.0	1-6	260	11
1704068100.0	1-7	110	24
1704068100.0	13-0	100	11
1704068100.0	13-1	240	12
1704068100.0	13-2	160	14
1704068100.0	13-3	100	12
1704068100.0	13-4	100	13
1704068100.0	13-5	100	14
1704068100.0	13-6	110	24
1704068100.0	13-7	180	8
1704068100.0	13-8	170	20
1704068100.0	13-9	100	15
1704069000.0	2-0	240	13
1704069000.0	2-1	150	23
1704069000.0	2-2	95	4
1704069000.0	2-3	100	16
1704069000.0	2-4	95	5
1704069000.0	2-5	160	14
1704069000.0	2-6	95	6
1704069000.0	2-7	240	14
1704069000.0	2-8	95	7
1704069000.0	10-0	95	8
1704069000.0	10-1	240	14
1704069000.0	10-2	90	1
1704069000.0	10-3	95	9
1704069000.0	10-4	100	16
1704069000.0	10-5	100	16
1704069000.0	10-6	100	17
1704069000.0	10-7	90	2
1704069000.0	10-8	220	11
1704069000.0	10-9	170	21
1704069000.0	5-0	160	14
1704069000.0	5-1	240	14
1704069000.0	5-2	170	21
1704069000.0	5-3	95	9
1704069000.0	5-4	150	24
1704069000.0	5-5	100	17
1704069000.0	5-6	100	17
1704069000.0	1-0	220	12
1704069000.0	1-1	95	10
1704069000.0	1-2	160	15
1704069000.0	1-3	100	18
1704069000.0	1-4	90	3
1704069000.0	1-5	95	11
1704069000.0	1-6	220	13
1704069000.0	1-7	95	12
1704069000.0	13-0	100	18
1704069000.0	13-1	220	14
1704069000.0	13-2	160	15
1704069000.0	13-3	100	18
1704069000.0	13-4	95	13
1704069000.0	13-5	100	18
1704069000.0	13-6	100	19
1704069000.0	13-7	150	25
1704069000.0	13-8	160	16
1704069000.0	13-9	95	14
1704069900.0	2-0	220	15
1704069900.0	2-1	150	25
1704069900.0	2-2	95	14
1704069900.0	2-3	95	15
1704069900.0	2-4	90	4
1704069900.0	2-5	150	26
1704069900.0	2-6	90	5
1704069900.0	2-7	220	16
1704069900.0	2-8	95	15
1704069900.0	10-0	90	6
1704069900.0	10-1	220	17
1704069900.0	10-2	90	6
1704069900.0	10-3	90	7
1704069900.0	10-4	95	16
1704069900.0	10-5	90	8
1704069900.0	10-6	95	17
1704069900.0	10-7	95	18
1704069900.0	10-8	220	17
1704069900.0	10-9	150	27
1704069900.0	5-0	150	28
1704069900.0	5-1	240	14
1704069900.0	5-2	160	17
1704069900.0	5-3	90	9
1704069900.0	5-4	150	28
1704069900.0	5-5	90	10
1704069900.0	5-6	90	11
1704069900.0	1-0	240	14
1704069900.0	1-1	90	12
1704069900.0	1-2	160	17
1704069900.0	1-3	95	19
1704069900.0	1-4	90	12
1704069900.0	1-5	95	19
1704069900.0	1-6	240	15
1704069900.0	1-7	90	13
1704069900.0	13-0	95	20
1704069900.0	13-1	220	17
1704069900.0	13-2	150	29
1704069900.0	13-3	90	14
1704069900.0	13-4	90	15
1704069900.0	13-5	90	16
1704069900.0	13-6	90	17
1704069900.0	13-7	150	29
1704069900.0	13-8	150	30
1704069900.0	13-9	95	20
1704070800.0	2-0	220	17
1704070800.0	2-1	150	30
